#--- Experiment --------------------------------------------------------------------------
#Tank_6
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.2] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	7/19/2022	12/31/2000	23.078932	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.811000	0.000000	-0.000303	0.000000	0.000000	fixed f	1005.325989	30.695801	72.036003	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.2 Main]	Time [A Ch.2 Main]	 dt (s) [A Ch.2 Main]	Oxygen (%air sat.) [A Ch.2 Main]	dphi (°) [A Ch.2 Main]	Signal Intensity (mV) [A Ch.2 Main]	Ambient Light (mV) [A Ch.2 Main]	Status [A Ch.2 Main]	Date [A Ch.2 CompT]	Time [A Ch.2 CompT]	 dt (s) [A Ch.2 CompT]	Sample Temp. (°C) [A Ch.2 CompT]	Status [A Ch.2 CompT]	Date [A Ch.2 CompP]	Time [A Ch.2 CompP]	 dt (s) [A Ch.2 CompP]	Pressure (mbar) [A Ch.2 CompP]	Status [A Ch.2 CompP]
19-07-2022	14:12:04.769	0.819	113.821	21.718	22	0	NotOK(11)	19-07-2022	14:12:04.769	0.819	30.676	OK	19-07-2022	14:12:04.769	0.819	1005	OK
19-07-2022	14:12:05.768	1.818	114.362	21.664	22	1	NotOK(11)	19-07-2022	14:12:05.768	1.818	30.675	OK	19-07-2022	14:12:05.768	1.818	1005	OK
19-07-2022	14:12:06.774	2.824	113.579	21.744	22	0	NotOK(11)	19-07-2022	14:12:06.774	2.824	30.673	OK	19-07-2022	14:12:06.774	2.824	1005	OK
19-07-2022	14:12:07.780	3.830	113.723	21.728	21	0	NotOK(11)	19-07-2022	14:12:07.780	3.830	30.675	OK	19-07-2022	14:12:07.780	3.830	1005	OK
19-07-2022	14:12:08.767	4.817	113.800	21.721	21	0	NotOK(11)	19-07-2022	14:12:08.767	4.817	30.680	OK	19-07-2022	14:12:08.767	4.817	1005	OK
19-07-2022	14:12:09.766	5.816	113.976	21.703	21	0	NotOK(11)	19-07-2022	14:12:09.766	5.816	30.685	OK	19-07-2022	14:12:09.766	5.816	1005	OK
19-07-2022	14:12:10.794	6.844	113.790	21.722	21	0	NotOK(11)	19-07-2022	14:12:10.794	6.844	30.689	OK	19-07-2022	14:12:10.794	6.844	1005	OK
19-07-2022	14:12:11.768	7.818	113.844	21.716	21	0	NotOK(11)	19-07-2022	14:12:11.768	7.818	30.690	OK	19-07-2022	14:12:11.768	7.818	1005	OK
19-07-2022	14:12:12.773	8.824	113.375	21.763	21	0	NotOK(11)	19-07-2022	14:12:12.773	8.824	30.687	OK	19-07-2022	14:12:12.773	8.824	1005	OK
19-07-2022	14:12:13.768	9.819	113.577	21.743	21	0	NotOK(11)	19-07-2022	14:12:13.768	9.819	30.686	OK	19-07-2022	14:12:13.768	9.819	1005	OK
19-07-2022	14:12:14.771	10.821	113.602	21.741	21	0	NotOK(11)	19-07-2022	14:12:14.771	10.821	30.683	OK	19-07-2022	14:12:14.771	10.821	1005	OK
19-07-2022	14:12:15.582	11.632	113.701	21.731	21	0	NotOK(11)	19-07-2022	14:12:15.582	11.632	30.680	OK	19-07-2022	14:12:15.582	11.632	1005	OK
19-07-2022	14:12:16.779	12.829	113.832	21.718	21	0	NotOK(11)	19-07-2022	14:12:16.779	12.829	30.678	OK	19-07-2022	14:12:16.779	12.829	1005	OK
19-07-2022	14:12:17.769	13.819	117.117	21.391	21	0	NotOK(11)	19-07-2022	14:12:17.769	13.819	30.677	OK	19-07-2022	14:12:17.769	13.819	1005	OK
19-07-2022	14:12:18.769	14.819	114.287	21.672	21	0	NotOK(11)	19-07-2022	14:12:18.769	14.819	30.677	OK	19-07-2022	14:12:18.769	14.819	1005	OK
19-07-2022	14:12:19.767	15.817	112.389	21.865	21	0	NotOK(11)	19-07-2022	14:12:19.767	15.817	30.678	OK	19-07-2022	14:12:19.767	15.817	1005	OK
19-07-2022	14:12:20.770	16.820	111.911	21.915	21	0	NotOK(11)	19-07-2022	14:12:20.770	16.820	30.679	OK	19-07-2022	14:12:20.770	16.820	1005	OK
19-07-2022	14:12:21.581	17.631	112.224	21.882	21	1	NotOK(11)	19-07-2022	14:12:21.581	17.631	30.682	OK	19-07-2022	14:12:21.581	17.631	1005	OK
19-07-2022	14:12:22.814	18.864	112.278	21.877	21	0	NotOK(11)	19-07-2022	14:12:22.814	18.864	30.688	OK	19-07-2022	14:12:22.814	18.864	1005	OK
19-07-2022	14:12:23.768	19.818	112.540	21.849	21	0	NotOK(11)	19-07-2022	14:12:23.768	19.818	30.690	OK	19-07-2022	14:12:23.768	19.818	1005	OK
19-07-2022	14:12:24.768	20.818	112.402	21.863	21	0	NotOK(11)	19-07-2022	14:12:24.768	20.818	30.691	OK	19-07-2022	14:12:24.768	20.818	1005	OK
19-07-2022	14:12:25.769	21.819	112.228	21.881	21	0	NotOK(11)	19-07-2022	14:12:25.769	21.819	30.688	OK	19-07-2022	14:12:25.769	21.819	1005	OK
19-07-2022	14:12:26.766	22.816	112.407	21.863	21	0	NotOK(11)	19-07-2022	14:12:26.766	22.816	30.684	OK	19-07-2022	14:12:26.766	22.816	1005	OK
19-07-2022	14:12:27.767	23.817	112.313	21.873	21	0	NotOK(11)	19-07-2022	14:12:27.767	23.817	30.681	OK	19-07-2022	14:12:27.767	23.817	1005	OK
19-07-2022	14:12:28.776	24.826	112.823	21.821	21	0	NotOK(11)	19-07-2022	14:12:28.776	24.826	30.674	OK	19-07-2022	14:12:28.776	24.826	1005	OK
19-07-2022	14:12:29.765	25.815	112.530	21.852	21	0	NotOK(11)	19-07-2022	14:12:29.765	25.815	30.664	OK	19-07-2022	14:12:29.765	25.815	1005	OK
19-07-2022	14:12:30.777	26.828	112.149	21.891	21	0	NotOK(11)	19-07-2022	14:12:30.777	26.828	30.657	OK	19-07-2022	14:12:30.777	26.828	1005	OK
19-07-2022	14:12:31.766	27.816	112.572	21.847	21	0	NotOK(11)	19-07-2022	14:12:31.766	27.816	30.656	OK	19-07-2022	14:12:31.766	27.816	1005	OK
19-07-2022	14:12:32.770	28.820	112.543	21.850	21	1	NotOK(11)	19-07-2022	14:12:32.770	28.820	30.661	OK	19-07-2022	14:12:32.770	28.820	1005	OK
19-07-2022	14:12:33.769	29.819	112.681	21.835	21	0	NotOK(11)	19-07-2022	14:12:33.769	29.819	30.665	OK	19-07-2022	14:12:33.769	29.819	1005	OK
19-07-2022	14:12:34.779	30.829	112.173	21.888	21	1	NotOK(11)	19-07-2022	14:12:34.779	30.829	30.668	OK	19-07-2022	14:12:34.779	30.829	1005	OK
19-07-2022	14:12:35.580	31.630	112.024	21.903	21	0	NotOK(11)	19-07-2022	14:12:35.580	31.630	30.671	OK	19-07-2022	14:12:35.580	31.630	1005	OK
19-07-2022	14:12:36.581	32.631	112.199	21.885	21	1	NotOK(11)	19-07-2022	14:12:36.581	32.631	30.670	OK	19-07-2022	14:12:36.581	32.631	1005	OK
19-07-2022	14:12:37.581	33.631	112.439	21.860	21	0	NotOK(11)	19-07-2022	14:12:37.581	33.631	30.672	OK	19-07-2022	14:12:37.581	33.631	1005	OK
19-07-2022	14:12:38.582	34.632	112.556	21.848	21	1	NotOK(11)	19-07-2022	14:12:38.582	34.632	30.675	OK	19-07-2022	14:12:38.582	34.632	1005	OK
19-07-2022	14:12:39.580	35.630	112.417	21.861	21	0	NotOK(11)	19-07-2022	14:12:39.580	35.630	30.681	OK	19-07-2022	14:12:39.580	35.630	1005	OK
19-07-2022	14:12:40.585	36.635	112.713	21.831	21	0	NotOK(11)	19-07-2022	14:12:40.585	36.635	30.684	OK	19-07-2022	14:12:40.585	36.635	1005	OK
19-07-2022	14:12:41.588	37.638	112.660	21.836	21	0	NotOK(11)	19-07-2022	14:12:41.588	37.638	30.682	OK	19-07-2022	14:12:41.588	37.638	1005	OK
19-07-2022	14:12:42.581	38.631	112.606	21.842	21	0	NotOK(11)	19-07-2022	14:12:42.581	38.631	30.682	OK	19-07-2022	14:12:42.581	38.631	1005	OK
