Compound	Module	101	102	103	104	105	106	107	108	109	110	111	112	113	114	201	202	203	204	205	206	207	208	209	210	211	212	213	301	302	303	304	305	306	307	308	401	402	403	404	405	406	407	408	409	410	411	412	413	501	502	503	504	505	506	507	508	509	510	511	512	513	601	602	603	604	605	606	607	608	PubChem	KEGG	class
(Z)-9,12,13-trihydroxyoctadec-15-enoic acid	17	663	600	1003	850	834	609	481	688	517	797	719	1321	431	638	811	518	2341	571	771	422	689	695	336	384	717	450	553	697	765	538	727	827	1187	1690	646	763	666	751	740	690	3754	882	848	770	692	574	500	600	445	911	504	642	594	557	645	1446	1181	606	364	815	612	726	382	380	1129	649	4061	1162	983	NA	NA	lipid
13-HODE	17	1601	1950	3458	4385	1490	1462	2861	1592	1765	4784	2105	9942	1360	2433	1564	1123	7977	1479	2472	2599	1885	1931	1699	2086	3074	2447	1555	3183	1708	1147	2129	1404	3136	13429	2059	1427	1546	2990	2794	2340	24454	1522	2740	2973	2701	1160	1653	2326	1987	1740	1527	1506	998	1588	2909	5676	5209	1472	1253	2227	2228	1902	1488	1256	4160	1934	19225	2540	4469	NA	NA	lipid
FA 18:1 (oleic acid)	17	232524	220816	620013	303751	138752	132375	159857	132162	182413	275902	146523	358453	138037	167287	156949	165179	506043	157761	241572	209234	155346	165310	195909	188107	256180	172618	186232	213236	110736	134043	161437	74178	194450	608875	159780	148111	175016	376386	138006	179638	517172	108296	188701	145561	110341	150058	153782	285100	169755	142999	118977	91429	96954	251574	257670	273653	329695	131437	157366	149280	157957	114263	99389	74042	163925	145214	715436	151428	168573	NA	NA	lipid
FA 18:1+2O	17	2305	1268	1696	1392	1402	1041	1000	1235	1037	1702	1104	1949	1004	1066	587	571	2278	931	794	1235	1088	1042	1069	1124	1159	924	908	1359	1113	918	1169	1102	1289	2606	1252	1354	1295	1965	867	972	4347	900	1450	1275	1230	1043	1086	1495	802	1194	1151	965	681	1013	1133	1675	1702	948	972	1669	1065	1003	976	545	1487	1448	8018	1273	1108	NA	NA	lipid
FA 18:2 (linoleic acid)	17	25281	20639	179860	24082	18147	20951	14345	15916	29381	28483	19660	35045	26040	18071	13391	20558	32385	19332	22952	20877	15463	15808	21199	19647	48786	17914	36348	15557	11422	14783	14564	7675	15429	38512	17368	18257	16124	91283	13685	20085	38916	12603	33483	15247	11601	18917	22515	89396	19652	16523	12168	12204	10924	46602	27616	21529	32242	20250	22237	15266	19415	10894	12846	10753	11456	14471	42180	13804	19085	NA	NA	lipid
FA 18:2+2O	17	1216	1517	1504	1557	1127	1097	1109	1239	1127	2290	1136	2776	1026	1452	668	1183	2246	1047	1347	1451	1412	1329	891	1083	1051	1290	834	1352	1283	922	1492	1239	1712	2992	1623	1177	1292	1534	1515	1359	5952	913	1461	1365	1197	1243	1106	1059	690	1066	1122	1187	996	1129	1819	2320	2030	851	911	1439	1400	1414	1089	765	1576	1562	6445	1749	1707	NA	NA	lipid
FA 22:1 (erucic acid)	17	7595	8833	52228	9932	5104	5744	6361	5176	7529	14896	7074	17186	6683	8980	6268	8868	19508	5976	9078	11437	5081	6005	6383	6063	15364	7081	8915	8556	4230	5275	7158	3199	6159	17034	5845	5568	5862	15892	6894	7122	13195	5620	16514	4304	4575	4525	5626	20772	6684	6264	5508	5993	4568	9743	9272	16796	24904	5871	6171	7505	6992	5675	6623	6805	6856	6273	33957	7729	6775	NA	NA	lipid
FAHFA 38:4	17	585	918	3023	716	192	199	198	114	327	867	261	1315	453	276	246	301	1883	305	690	363	226	253	405	394	663	308	419	524	305	236	233	148	419	2644	360	309	381	1240	355	474	2484	79	315	193	107	366	289	761	388	293	254	153	130	582	642	596	1163	188	214	230	342	0	149	53	132	235	2895	365	327	NA	NA	lipid
