Compound	Module	101	102	103	104	105	106	107	108	109	110	111	112	113	114	201	202	203	204	205	206	207	208	209	210	211	212	213	301	302	303	304	305	306	307	308	401	402	403	404	405	406	407	408	409	410	411	412	413	501	502	503	504	505	506	507	508	509	510	511	512	513	601	602	603	604	605	606	607	608	PubChem	KEGG	class
Cholesterol	6	2037792	1711028	1825915	1832068	2623933	2449064	1762934	1969012	2402735	1745502	2272369	1700229	1891057	1766540	1936134	1814602	2461594	2016894	2148541	2850432	2515512	2148807	2508251	2065084	2116148	1794769	2123859	2066541	2799389	2930312	3093246	1528572	1851615	2179202	2637601	1840609	2557809	2665512	2131537	2159220	1926998	1969680	2639643	2250808	1572811	2035922	2448955	2117259	2312047	2512430	2714614	2238091	2017568	2138165	2037524	915522	2447480	2481148	1641172	2340122	2050949	3129149	2390961	2116345	2930582	2231962	1428867	2201518	1844547	NA	NA	lipid
HexCer 32:0;O2	6	163048	217234	86510	504983	298998	633345	183800	152054	486896	432197	752912	146010	156765	214288	176626	47513	93484	265934	728589	480375	468015	251516	580948	214364	622499	117294	190678	237836	435473	385305	338500	856661	119342	551698	675692	6318	1305504	533529	526470	165128	383950	132056	1009903	587040	0	514789	363680	193291	198278	34734	261145	238076	317991	756383	123303	0	658091	451543	714218	261203	199381	601276	641984	193228	439269	90420	116485	379825	194848	NA	NA	lipid
PC 34:0	6	197290	265267	259157	304580	252911	261478	233752	196922	219331	208613	370800	199459	183003	219421	193916	176272	185375	203454	388107	236199	224252	196795	274033	148361	313877	118994	213536	476544	383920	478244	333502	1046048	180272	547782	642484	160053	230779	368069	286196	176036	321870	151643	266796	256195	111246	243671	203499	230696	220453	177213	260729	197522	157295	338289	138457	84865	391907	259064	326520	254067	150916	336057	446029	287149	398245	143736	121292	480088	205132	NA	NA	lipid
PC O-31:0	6	610271	631622	1123459	1339848	972973	800079	700933	521231	843264	742559	1103647	632710	459678	876988	504826	395444	517073	708886	700749	1035112	481838	696188	748684	380322	1202601	275471	527057	762832	725318	692884	1525013	3792667	784911	1767000	1751754	438601	579205	865446	722008	666824	778970	470263	805832	830762	242639	660260	782485	445613	690543	782790	629112	758722	495753	1165758	421143	347183	1456368	634372	1410077	615618	321834	1742741	1193685	843055	1086607	1041727	382607	1217465	492170	NA	NA	lipid
PC O-31:0|PC O-15:0_16:0	6	224099	246033	50901	345388	233084	246511	205108	138931	234373	287534	320312	160086	101950	189908	156181	67217	138911	248164	328242	220244	190129	307430	235341	130765	345766	65277	162659	253853	257954	895720	227561	679397	207052	392739	365010	62898	401477	241679	330696	196548	246039	162160	249953	202311	50716	143675	149370	157930	205288	166675	256237	207806	231388	304851	108150	54958	392524	229446	559784	127257	135932	383027	364146	252252	365407	129417	162658	226624	116399	NA	NA	lipid
PC O-32:0	6	172004	214328	260868	353729	210911	193755	164686	122853	214848	211354	251606	221482	127054	237545	151890	141853	135644	178839	113705	271592	125436	218069	196082	109519	272868	83466	147101	235692	193606	145975	367705	922640	230379	353163	206334	142223	97077	242960	156726	214934	187667	138478	194852	191023	48371	126327	200369	92349	242475	199807	207735	245006	144663	297995	129256	125035	284007	187803	417001	95888	66030	363264	315991	269246	306013	192008	81630	262472	139515	NA	NA	lipid
PC O-33:0	6	169872	243391	191841	266178	207429	212040	137381	111928	226418	177297	288043	150841	167981	188090	108411	119219	129985	117551	200078	321106	207980	178785	214649	139016	251971	91200	132502	227516	250239	208738	425918	1123909	277780	425314	491172	140959	155086	244810	127336	189414	191490	135909	232602	193456	69995	131965	195177	136938	205136	148296	130531	189863	104459	287470	141794	118303	293056	184982	342911	113282	91051	408094	296434	235678	404622	257122	88540	302330	148161	NA	NA	lipid
PE 18:0_22:3	6	3828	4588	2892	8526	7231	6177	5682	3144	6602	6212	7405	5094	4648	7318	2311	3203	3646	5165	4763	6028	4486	6314	6886	3624	8668	4430	4083	3472	3195	4992	5155	22514	3633	6579	8376	2608	4372	7370	5576	5892	6333	3855	6469	5583	2965	5143	6603	4608	4471	3309	4753	3974	6517	6724	3230	2499	6249	4261	6667	5020	4537	8071	3486	3517	5224	4862	3041	6215	2002	NA	NA	lipid
SM d30:1	6	55507	34506	78865	65663	67276	102465	29446	52357	59804	102804	84603	41658	49072	56780	47327	39220	64236	48603	77051	100861	78674	75242	105234	55343	76461	22439	35098	57164	73284	82132	59487	169729	44508	121637	129080	57072	179503	96003	94451	49051	61567	59646	89730	99846	18150	87357	95099	70301	60733	82958	52246	31802	80591	72890	45100	45798	103375	91081	73686	50992	40077	143475	80280	44548	61203	32242	22135	94463	24208	NA	NA	lipid
