Compound	Module	PubChem	KEGG	104	105	106	107	108	109	110	111	112	113	114	404	405	406	407	408	409	410	411	412	413	101	102	103	401	402	403	304	305	306	307	308	604	605	606	607	608	301	302	303	601	602	603	204	205	206	207	208	209	210	211	212	213	504	505	506	507	508	509	510	511	512	513	201	202	203	501	502	503	class
tagatose	7	439312	C00795	739	524	3354	137	252	1559	1928	471	1191	1819	516	982	392	365	372	932	576	1206	183	1370	2791	264	1681	773	709	420	173	640	195	663	7806	601	1608	3171	1222	1311	4546	632	405	1671	1109	547	644	1640	1160	489	773	908	595	287	1842	550	586	224	152	453	495	1360	1348	621	150	624	64	435	442	762	428	232	245	metabolite
sophorose	7	441432	C08250	7233	19340	39288	1559	2240	14466	59656	5172	26078	1109	13725	753	7125	2028	4435	17937	4013	9256	2508	9576	59765	3087	53917	9951	18403	2723	465	3483	211	2481	21524	7112	19626	56340	10425	30157	77655	23189	4113	14122	31439	3699	4267	44590	7803	8672	2732	15518	8596	1427	40255	8821	16274	1450	432	1484	649	10712	31332	3805	1092	1124	8034	13430	16016	15307	1770	485	3173	metabolite
shikimic acid	7	8742	C00493	1310	2093	1949	1341	1776	9327	7069	2474	2589	1749	1698	1369	1741	1625	2079	2573	1043	1733	3337	2046	7862	1738	1522	9242	1437	1338	1626	2537	1503	3171	2057	1861	3191	6604	2797	1729	1775	1176	2121	2806	2019	1093	2569	9263	1724	2187	2533	1659	2463	1326	6976	1402	2621	1522	1040	1749	2845	5774	2755	1790	1454	2634	5432	4364	2662	2547	1806	2268	2660	metabolite
pentadecanoic acid	7	13849	C16537	15755	37556	51078	32375	8381	41778	109224	13481	54479	5442	17881	8510	32955	8368	19909	33713	11441	29660	26934	20130	116051	10143	50239	37168	24581	9819	4400	7508	3840	13738	36098	30933	30766	59445	18672	30076	85206	30472	53143	23206	14109	13447	85694	88708	21286	16344	19683	26101	17877	9654	80454	27904	32014	6674	4683	7639	9922	30072	55028	23022	7333	6934	30523	34089	7757	23131	15078	5127	24368	metabolite
ononitol	7	230881		2755	5831	960	2608	3517	2086	7230	380	3264	2271	2802	367	1588	2802	1076	3604	569	5326	1349	2956	6558	580	12177	2079	1153	419	283	636	574	858	17581	3565	2046	9880	5126	1559	3917	1555	789	4983	1054	681	802	4788	1139	731	707	1315	557	605	4760	264	2081	303	611	651	408	443	2665	1076	375	683	1546	1005	1593	2109	937	529	1239	metabolite
maltotriitol	7	5288441		1688	2017	9430	547	1343	2592	2425	2576	3434	277	3513	97	1515	147	1813	4857	1219	2365	1225	4254	6739	1275	3464	970	2726	475	207	246	63	334	2161	145	1063	762	806	3681	9169	2082	632	761	2306	918	2095	4876	2231	965	877	3733	2152	755	4227	2574	1959	255	133	288	145	3112	3347	1465	924	104	2038	5868	4276	1938	890	617	616	metabolite
maltitol	7	493591	D04845	357	448	3215	319	116	1024	9144	204	1407	108	203	87	447	7	359	1290	206	374	135	385	16222	149	411	4099	136	52	91	132	100	475	1007	361	123	1595	302	580	3137	430	199	469	165	222	160	807	202	55	61	212	254	162	4193	502	5432	120	42	237	250	205	2464	221	45	89	431	329	997	590	117	236	168	metabolite
maleimide	7	10935	C07272	7292	10334	68221	3622	9731	23965	51253	3877	35466	12763	8212	3133	10774	5654	17368	8036	6871	12474	11279	10131	74927	13669	9770	90503	13980	3760	13372	10166	4851	14180	13393	20808	15580	22196	9936	12677	29674	17654	13680	53850	7256	7738	9194	34291	21360	4245	9513	11891	10285	6956	21891	37000	9220	10085	7869	15135	25908	14335	15370	12243	5375	4646	40265	63361	31667	19672	24927	36681	58366	metabolite
lysine	7	5962	C00047	353889	1513652	1294569	496518	564046	1815690	3397163	288191	1298022	260948	444609	202527	211134	237183	682318	791036	463134	540120	278532	578004	3053289	267162	525824	2470857	258059	223985	142461	796008	685151	239251	497998	169128	641357	510391	526749	1732199	523841	104583	328887	319829	295876	510783	370264	3016480	943889	369378	421536	437674	958986	1370098	1775662	846117	1005962	1024993	410040	376380	561124	1473915	1027966	848443	461376	316826	2023213	1256832	972690	1560625	317834	2271021	1137864	metabolite
loganin	7	87691	C01433	11022	37210	69206	363	729	28397	114106	6614	61089	994	5503	293	6131	623	8458	19161	4081	18525	1156	6729	115294	2205	20486	41123	9200	2299	411	1036	119	712	26987	12935	6160	15099	1100	17039	49534	10643	2024	18844	9924	1153	1082	80609	7039	5174	2313	17793	10317	1880	84821	9278	27698	759	138	4298	489	17858	53472	4747	1132	316	20880	31253	27057	66349	617	253	2803	metabolite
lactulose	7	11333	C07064	17762	21049	18804	4593	13441	36607	30693	3822	162748	16382	16974	2754	14489	4010	33319	51279	19560	40373	12335	26563	103004	16673	6165	14506	18381	9322	8373	4014	25877	15221	33776	5671	3657	11515	6550	45045	25967	42561	6769	29693	4904	7064	10120	19842	23727	9512	14863	26878	13293	8901	326017	62257	85698	10016	6795	44998	14359	8501	7072	11902	7672	4958	14012	18531	28671	128557	18705	7976	20949	metabolite
lactobionic acid	7	7314	C04247	3121	6671	9686	590	1105	26000	16595	1824	7822	1976	3352	368	2937	1340	2608	6161	2384	900	1895	3926	15912	1522	18154	3623	2801	610	218	1774	609	3576	28619	7600	4778	32293	5365	8832	28962	1336	466	3559	8621	2008	2859	11606	2643	2154	1927	3824	865	6495	10416	7296	3078	1084	618	2291	1901	3930	6187	1084	874	536	8340	5494	6373	6506	8720	8398	2004	metabolite
isogluconic acid	7	604	C02341	1670	1315	9335	737	1584	2129	2291	512	2746	3497	1078	994	1567	821	1872	2651	1266	1884	2233	2246	10386	1037	1771	24260	4079	1030	952	2548	2195	3398	1868	2010	2770	5068	1563	2965	3128	2336	1544	3905	1301	870	1067	2029	1183	2010	2185	1023	1319	850	2302	4211	1347	1603	971	2918	2133	1252	2495	879	1076	1445	931	1501	1743	2001	1981	1465	4052	metabolite
glycyl tyrosine	7	92829		513	705	1205	113	241	3902	4631	475	2515	223	277	161	351	83	652	951	440	1270	315	485	10261	347	468	4999	555	187	308	574	385	599	843	290	472	729	475	949	2289	724	456	245	846	635	503	7309	1272	465	396	1184	1018	712	4706	1295	1544	246	385	237	1896	3375	1981	1025	618	159	4912	4570	2366	1668	617	6144	948	metabolite
glycerol-3-galactoside	7	16048618	C05401	10733	13853	14033	2863	10017	12471	10602	8887	10809	5814	9350	5805	9255	4401	9738	12413	9462	16958	5774	22116	16653	8842	11188	3953	26446	668	4264	8203	299	18279	13075	10488	14030	51719	16050	23619	27455	15208	10456	50384	14895	5380	4564	8247	3855	2954	9315	10449	6802	2629	16172	10100	6014	2118	609	1388	811	5668	15792	1364	3135	4780	5071	8470	14122	17705	974	1079	2033	metabolite
glucose	7	64689	C00221	789420	1729960	2359379	196733	363527	2127095	2302486	638353	2487280	229488	912298	173322	803961	235459	954557	1799167	511695	1524958	492410	1066536	2751802	482661	2719509	1924077	1209140	395499	120134	514350	184052	480438	1810421	1496045	1604524	2910884	940805	1617677	4455588	1627745	723502	1917100	1851287	626725	707793	2241907	862321	783072	566701	1359483	804590	396201	1795309	1373161	1599095	231491	191130	243342	418218	1473549	3125910	787629	289118	188534	1550850	1724763	1551157	2293013	689980	301916	1086895	metabolite
fumaric acid	7	444972	C00122	4039	6485	20665	2857	3647	9260	16096	1827	24409	7480	4246	1827	6261	2312	9927	6723	4076	8521	5433	18162	24864	7080	8552	42505	6575	1672	7472	3706	11899	10070	6465	14796	15669	13990	7502	6882	3170	2639	17920	21534	6008	3471	19040	13790	7542	10536	3691	4288	4438	4446	9608	11978	5485	3905	8953	4389	9524	6514	5693	5175	3869	4311	15229	18159	18376	38865	9569	18656	12264	metabolite
fructose	7	439709	C02336	58162	36997	30515	2542	16573	44845	36620	18416	21029	8636	7824	4378	8082	4770	13317	16474	6051	17469	4979	10126	47400	5307	10511	27571	13048	8094	3226	18689	2107	15410	14491	10579	5885	16911	9335	7108	22683	12219	14103	15272	3560	7362	6003	30070	6352	6984	5361	11452	8344	5809	36795	21141	13308	4612	4021	9021	11115	13249	30013	7581	5567	2535	17841	14481	16598	18291	6717	8214	11466	metabolite
cellobiose	7	6255	C01971	39943	87063	102324	5047	14017	81872	385844	24135	157066	14348	28597	2553	32609	4726	16984	26124	19476	70226	11097	26980	411618	16673	64936	59961	38993	9706	6110	4350	25877	15221	27854	1124	13591	2475	2368	42492	129479	42561	11059	34895	40167	10536	14551	314084	25541	13544	10887	67883	25860	16088	319719	29744	85698	8784	3962	44998	26660	64027	134284	20288	12452	4963	78490	20014	91943	121700	8963	7976	25575	metabolite
3,6-anhydro-D-galactose	7	16069996	C06474	377	934	2287	114	284	1322	3646	318	2212	288	503	152	527	311	595	1382	363	958	229	313	7308	310	1154	1825	1160	420	57	467	1535	631	1336	614	705	1773	599	895	2711	965	275	1473	541	338	405	3549	578	395	408	968	474	195	3548	1307	1096	707	632	1447	1804	845	1891	532	151	280	989	1385	1076	778	1799	1316	2684	metabolite
