Compound	Module	101	102	103	104	105	106	107	108	109	110	111	112	113	114	201	202	203	204	205	206	207	208	209	210	211	212	213	301	302	303	304	305	306	307	308	401	402	403	404	405	406	407	408	409	410	411	412	413	501	502	503	504	505	506	507	508	509	510	511	512	513	601	602	603	604	605	606	607	608	PubChem	KEGG	class
15-OxoETE	9	30675	4378	47040	1081	1699	2587	1394	2314	1325	4724	2608	6411	4818	1665	1168	3322	834	2016	2120	1916	1716	2565	1263	1186	2649	2858	2436	880	950	18578	1352	1007	809	654	1113	2930	8465	30941	2884	2637	1830	823	5677	2353	1238	1957	2791	6677	2066	1934	4997	1975	1847	7439	2032	1371	4178	2723	4365	1336	2039	3399	3062	1569	1115	2344	516	941	1275	NA	NA	lipid
4-HDoHE	9	10815	1575	17427	461	835	1052	782	996	1020	2048	1400	1817	1096	1254	598	1075	551	1170	1245	1064	740	1168	608	1025	1223	1635	1284	385	366	5660	316	257	416	498	467	1186	2319	7883	1057	696	509	396	1458	741	1105	714	1007	944	901	374	1197	1147	838	6191	1351	615	1266	1065	1401	1008	1001	682	1128	715	367	413	716	208	431	NA	NA	lipid
5-HETE	9	9538	2809	53133	612	1472	1659	1247	1529	1226	4527	2150	2867	1474	1185	926	1524	904	1372	1213	1418	902	1432	889	813	1952	2549	1389	740	619	12037	863	1093	533	992	871	1815	4742	40525	1359	1701	1178	767	2857	1402	738	1106	1552	4005	1529	1455	3137	1221	1319	5354	1633	894	1983	1654	2870	965	1386	1315	1960	1026	561	804	1259	752	824	NA	NA	lipid
8,15-DiHETE	9	1516	705	11129	498	734	1607	631	1233	628	1020	1275	1141	701	894	412	2133	1034	580	824	726	763	1669	890	489	635	861	727	632	637	2951	750	815	636	1107	1050	1372	2635	2813	1616	909	1346	499	991	1081	642	760	646	886	552	660	999	632	432	1133	783	869	991	701	837	512	570	1171	883	519	1122	5177	2069	445	834	NA	NA	lipid
FA 17:1	9	9784	6529	35259	3917	5343	5016	4672	4010	6478	11424	5484	9465	4706	11106	5682	17996	5946	7533	17335	6259	9138	10504	6147	7174	7841	6772	7486	5496	5495	5679	4705	2716	5262	6149	8089	6073	7198	27930	3645	8539	6067	3462	6962	6352	5446	6061	7597	8787	7229	5510	9382	5087	6038	9703	20172	6256	7448	8356	14796	6286	7613	5057	6639	4329	4291	6528	9287	3607	7439	NA	NA	lipid
FA 18:3 (linolenic acid)	9	2199	2064	9451	1257	1781	1812	1192	1322	2175	1632	1241	1799	1710	1484	1463	2346	1666	1890	3556	1398	1829	1797	1490	1368	3894	1708	4483	1500	1194	1413	802	432	1107	1198	1032	1613	1312	7567	866	1487	1789	757	2018	812	827	1374	1368	6820	1320	2099	1151	786	920	4900	2476	1170	2048	1235	1884	1108	1770	806	1123	909	635	1052	1349	572	1706	NA	NA	lipid
FA 19:1	9	9440	5505	40758	3255	2960	3500	2618	2998	5278	9847	3182	9080	2714	3729	3679	18995	3047	6775	16134	3705	8484	9549	3854	3562	6736	3670	6940	4825	3043	7722	2850	2251	3549	3666	5018	4850	5490	26776	4123	5795	3689	2439	2949	3943	4138	3347	6242	6236	6760	3918	6216	4461	4557	9174	8424	2319	6062	5805	17113	3364	5362	3745	5963	4478	2593	3106	3965	3314	4492	NA	NA	lipid
FA 20:1	9	30415	19001	139128	11801	12334	11833	10644	9362	16820	19419	12003	18110	13689	13231	11797	23351	16967	17259	43578	12418	19278	20688	10812	10000	29837	15796	26567	14481	10105	49679	6708	5702	6575	14323	10027	15466	21090	57199	8586	13176	13286	6791	15025	9491	7156	11220	10277	38416	13233	12148	18795	7397	11379	45175	27956	9154	27641	11042	28228	8815	17076	7016	9823	7416	4158	6503	17254	6624	8288	NA	NA	lipid
FA 20:2 (eicosadienoic acid)	9	11387	8982	37310	3673	4256	5508	3548	3384	6272	6124	4820	6333	4013	5793	6013	12187	3183	6731	13199	2931	7824	6783	5345	2966	10850	5886	13401	3546	2790	15325	2259	2474	1755	2421	3544	6320	6528	30560	3617	4571	3555	2428	3208	2740	2880	3948	3129	7394	3994	5845	5458	2446	4371	24112	11972	2566	6325	2918	10036	2990	4727	1905	4029	2962	1224	2324	2405	2308	3049	NA	NA	lipid
FA 20:3 (eicosatrienoic acid)	9	2803	2188	14235	953	1285	1397	1074	1359	1852	2135	1540	1567	1165	2301	1648	3944	1354	1870	4831	1440	2940	1990	1607	1297	3822	1584	3657	1590	1636	4215	816	747	1375	1005	1487	1367	2392	12180	1372	1794	1396	779	1706	1278	1115	1322	1548	2734	1472	2166	1944	1098	1343	4861	4416	1270	1655	1445	2720	1379	2025	1102	1496	1189	642	1418	1155	830	1693	NA	NA	lipid
FA 20:4 (arachidonic acid)	9	10000	10799	60258	3906	11201	4694	5781	5023	8771	11663	4667	6251	7013	4846	10300	11015	4562	7130	7241	8209	4265	8426	3744	5674	9314	10934	8188	6093	4561	28446	4460	1815	3294	4173	2465	8134	7596	117324	2823	6113	3949	2885	3636	2815	3171	2887	5072	9191	3700	14166	7726	3861	7143	12143	3007	1539	4804	2703	7737	2254	5400	2690	3693	2860	1680	2236	1288	1609	1843	NA	NA	lipid
FA 20:5 (eicosapentaenoic acid)	9	21730	25057	114016	7926	13084	10028	10033	9152	27008	17504	8609	16643	23480	7662	62286	39115	16474	18905	15373	21703	10133	17817	10520	22540	23203	54076	33788	17844	9194	41967	7394	2082	5848	10004	4727	23214	13640	138268	6546	12907	9657	4394	5780	5543	7318	9417	9210	34373	9894	39842	15325	6845	17634	26497	7101	2080	8951	5809	17656	2792	8766	3582	6747	4603	1829	2853	2079	2635	3404	NA	NA	lipid
FA 22:2 (docosadienoic acid)	9	3702	3593	35185	1362	1731	1145	1495	1640	1462	2415	1804	1996	1197	1995	2333	2980	2648	4548	2982	1507	2101	3375	1782	1836	4168	1271	4282	1287	2014	12745	868	620	1019	1448	1624	2427	3099	6916	1397	1840	3524	1436	1379	1018	1274	1426	1862	4763	2376	3507	5607	1236	1820	4788	5484	1679	3600	1590	5498	1796	6615	1692	2342	1121	392	1560	1333	871	1636	NA	NA	lipid
FA 22:4	9	2000	4690	24404	1047	1521	1278	1448	1404	1441	2605	1797	1508	1587	1478	1831	2754	1694	1977	3519	1548	2097	2646	1175	1135	2494	1907	1953	1259	1229	8075	729	788	738	921	863	2058	2338	11331	1436	1819	1314	998	1107	952	1547	1781	1272	1971	1874	2225	1974	1305	1809	3389	2132	810	1604	1122	3163	755	2218	1206	1393	1154	550	592	650	634	1147	NA	NA	lipid
