Compound	Module	101	102	103	104	105	106	107	108	109	110	111	112	113	114	201	202	203	204	205	206	207	208	209	210	211	212	213	301	302	303	304	305	306	307	308	401	402	403	404	405	406	407	408	409	410	411	412	413	501	502	503	504	505	506	507	508	509	510	511	512	513	601	602	603	604	605	606	607	608	PubChem	KEGG	class
Cer 32:1;2O|Cer 14:1;O2/18:0	18	94197	113188	60686	115428	203646	119192	81647	28102	99144	193956	120742	174215	123783	109710	158326	94216	429326	216138	158794	145974	123935	187884	156823	81044	132871	50147	111561	28883	130670	99589	132303	315548	26686	192068	230997	118706	194375	336116	105353	122937	146414	87984	130748	98412	25184	87357	94388	109607	75059	485186	97586	132021	197439	143916	83615	46571	177479	135322	167749	135061	186619	101296	166908	96089	127450	143106	103264	248774	15380	NA	NA	lipid
Cer 34:1;O2|Cer 14:1;O2/20:0	18	20323	28028	14991	30100	32411	28172	33258	23686	23342	49164	29562	40579	28727	30813	34549	18976	22664	37578	30061	24092	20630	41224	25504	20955	30910	13021	20308	13224	15901	20244	17476	39987	11266	25608	40994	22082	23872	63289	23443	26720	20892	20280	21710	23625	17278	24635	34857	21126	21568	28743	16680	22102	33172	21523	16158	4928	34271	20018	28421	18513	21264	19566	26609	20081	17434	20751	12077	36234	12605	NA	NA	lipid
Cer d32:1	18	164275	184297	89056	155592	232753	176223	154008	98391	133335	360245	170028	238248	137036	173325	230231	127774	498891	327008	237529	170063	174158	318876	179919	111620	191074	130589	145740	96049	142710	114838	137277	588798	88943	287842	311571	134668	227119	429460	155268	153375	195762	107086	178248	141624	75719	138044	173615	147796	153777	562547	138580	166062	304238	190769	140977	32317	250833	149015	262996	147892	255476	159632	220514	160352	106525	141685	92128	372524	82556	NA	NA	lipid
Cer d33:1	18	61135	79705	50576	64431	92030	51141	66221	48022	44138	217187	62863	160695	57254	72057	81379	82173	124482	125152	101900	52839	72013	155091	58339	63684	60631	35100	49230	29023	31848	47462	49539	168570	60541	115770	127264	44256	44073	259375	57970	91779	62376	43978	53155	64204	41963	41653	88541	44297	82879	177646	80331	91683	115012	52342	39598	12771	77291	80457	153191	48999	105858	46043	88120	82705	49657	63617	31105	128762	40430	NA	NA	lipid
Cer d34:1 Isomer B	18	164745	231544	147550	244296	244667	222766	275513	191057	186310	414496	253663	323209	225195	257248	266336	148044	172485	282849	245429	176524	167724	306462	199773	155954	254238	103427	156611	101184	117684	164083	126168	358992	85738	236571	331109	175676	200939	498304	199951	209653	177865	155583	176690	204305	122839	203621	271362	169496	181737	221870	132862	168318	273937	191221	111417	40930	274385	156970	243067	137002	170872	141615	231109	158263	133030	149610	87504	311284	90439	NA	NA	lipid
Cer d34:2	18	663	968	967	1006	1080	730	772	697	979	1693	884	1141	792	922	1103	463	1385	1557	1164	1365	1110	1743	890	861	1374	513	837	839	568	1414	336	1257	231	847	1622	888	1237	1754	960	833	870	664	684	630	239	898	916	713	754	1860	670	623	1313	659	558	233	1510	848	1403	945	1433	609	1403	783	460	455	195	1122	270	NA	NA	lipid
Cer d35:1	18	8122	14203	10587	16612	9945	8908	14964	8700	8253	26910	13913	25907	12625	17939	13751	11465	4891	13918	11692	4916	6545	20073	7721	8643	13023	3364	7765	4167	2342	9886	4034	13911	4348	10286	10755	7197	3593	24128	8064	11795	8804	7983	6100	11544	5911	7629	14751	8105	11354	6660	7094	11539	15424	8903	3676	1744	9062	8409	18896	5706	8314	4827	10965	10252	4550	6304	2426	12549	4527	NA	NA	lipid
