2-aminobutyric acid	1	6657	C02721	38056	47811	31963	22030	36459	18123	16533	30938	9153	29417	20120	24026	21171	30912	25205	61501	23989	23203	28492	13187	5434	17493	33644	20038	14309	24595	24889	47700	60175	97684	53547	21957	34462	53353	64829	27361	30785	31845	35545	50670	50943	50033	20165	25255	28480	56685	35108	18460	35287	35349	24701	37743	31532	46611	27278	28350	24086	37307	23196	32503	22618	54482	26313	65502	12874	36392	37636	19915	23156	metabolite
Cer 18:0;2O_20:0	1	NA	NA	697	620	192	368	453	460	292	395	414	404	664	225	356	562	230	355	309	174	340	239	444	311	314	839	234	288	463	391	1504	470	387	448	230	346	660	674	383	814	258	1806	308	588	413	444	411	416	263	360	593	191	398	266	155	205	400	458	395	140	276	322	501	270	409	270	367	471	425	291	441	lipid
Cer d36:1 Isomer B	1	NA	NA	350831	133686	196968	353122	179565	183408	287011	307770	366351	257214	336589	181050	156964	230412	163319	107265	233521	98305	183181	181279	173308	129680	264668	224503	157431	67073	279757	52579	294931	37739	169520	142688	37305	89115	41287	252250	57062	88257	26431	197906	44471	152750	143936	221929	175129	80338	93320	259825	137375	108578	312086	58055	128995	165038	233503	224974	73562	21991	152409	82410	223138	109389	93451	272971	131846	62141	182950	75787	83063	lipid
Cer d36:2	1	NA	NA	3600	4249	3439	4230	3443	2543	3370	5943	4867	3501	3048	3672	3363	3375	2727	4065	3097	2514	3497	4330	4752	2460	3004	4342	3230	2164	9504	1607	2849	1160	1993	3436	1165	2038	1418	2689	1783	1819	1156	5765	1396	3165	3123	4365	2556	2623	2781	5389	2285	2515	5375	2125	2808	2295	4385	2809	1903	766	2988	2476	3363	3289	3707	4207	3884	3175	3109	4482	3149	lipid
Cer d37:1	1	NA	NA	7650	2791	4013	6358	4349	4260	8507	5676	10455	6095	8424	3209	3906	4422	3301	2213	4861	2485	3375	6264	4361	2686	5013	7363	2948	1508	4978	1989	9647	1485	4407	3654	1181	2224	1487	4528	1981	1875	664	5325	1425	3522	3452	4237	3546	2133	1987	5756	3197	3453	6643	1062	2853	3564	4234	3804	2569	1028	2512	3062	6974	2732	1940	4564	4552	2402	4134	1950	3044	lipid
Cer d38:1	1	NA	NA	50087	17643	23513	35193	20167	27389	26686	34013	33438	40029	36711	16419	22438	38731	22145	15301	36669	12131	19409	22106	35928	17019	28371	85667	18598	9682	27783	5523	37859	5463	23627	10329	4563	11013	8552	25445	8286	16750	3492	28938	5010	18454	18376	22541	20826	10410	11722	24274	16484	16226	43633	11319	25172	16115	23801	21040	10629	3543	16516	11933	30361	21781	12418	23856	20975	14606	29074	12284	14018	lipid
Cer d38:2	1	NA	NA	3795	2116	2505	3110	2160	2392	2521	4145	3838	3090	3104	2662	2162	3173	1378	2225	2035	1274	2435	2491	4774	1794	2700	13203	1490	869	4109	749	2672	405	2593	1415	336	520	738	2214	945	1458	433	4489	474	1637	1972	2104	1881	1206	1011	3377	1381	1433	4727	871	2139	1449	2911	2182	1019	555	1383	1016	2594	1960	1393	2230	2695	1660	2901	1409	1866	lipid
Cer d46:1	1	NA	NA	653	331	299	367	564	557	661	749	776	646	767	524	424	916	629	491	649	526	514	395	489	479	678	588	620	392	595	452	2874	259	576	555	291	502	691	493	107	508	409	460	444	835	650	739	467	576	384	572	634	735	578	407	538	315	461	697	529	336	442	699	417	594	604	608	386	284	592	475	665	lipid
Cer-NDS d36:0	1	NA	NA	1591	961	1247	1501	769	1121	1209	1190	1594	1322	1300	1163	695	1434	807	856	800	642	629	1102	1231	913	1061	1215	920	604	1150	2443	4588	1168	1761	1922	703	1390	1548	1730	1272	1717	1035	12980	740	2554	1745	1048	767	886	818	1083	813	700	1227	629	666	613	1123	927	852	389	933	546	1396	895	806	2437	629	1657	911	705	937	lipid
CoQ10	1	NA	NA	4126183	681770	2757542	3991980	2715885	2438675	4076880	2576189	5366788	3846409	4073718	2710684	3417954	3726470	2032215	1659868	3185969	2859301	2498792	2441628	3944934	3936421	5341177	946001	4198231	1182013	1887528	1135356	6275032	1072955	3961154	1637194	566623	1505987	1047562	3185510	1690561	4134758	609606	739603	1450231	2637316	3083673	3840130	2665130	1246921	1619451	3848424	2587478	2654294	3672728	2248220	2511041	3845544	4149008	4900044	2433592	411742	1943972	2018099	4779372	2380187	2725876	4131371	5453033	167283	3123523	274588	2633417	lipid
GlcCer d38:1	1	NA	NA	12610	5302	7212	8876	5611	6714	7156	12175	5919	5066	8486	9555	6660	9763	8166	10804	6899	2613	8678	6317	6814	4689	8353	10266	4193	7341	5599	3378	14119	2902	10597	4676	3501	3379	8325	12819	3529	3526	6000	3605	5156	7287	8145	8622	10442	8609	8812	8303	6084	5772	11532	5403	9485	9638	5998	8033	4210	3183	14333	5920	12515	8653	4201	3747	3066	2272	5294	1897	6451	lipid
GlcCer d40:1	1	NA	NA	1303	850	1001	1107	895	1116	1025	1082	1183	605	764	765	704	1006	727	1020	852	325	841	707	1543	667	813	3218	717	693	1342	361	2272	514	1695	719	622	382	999	2079	444	521	629	670	574	679	722	816	895	864	848	681	580	699	981	480	946	1086	851	1143	565	319	1395	635	1028	834	568	476	448	530	708	523	901	lipid
LPC 40:7	1	NA	NA	291537	72347	180820	199379	137557	142677	188684	135865	327341	222795	160128	151275	130827	244441	124108	224616	223017	55666	158296	128245	287260	178097	230867	493986	131061	76359	115502	48021	369790	26780	257396	62039	35218	82495	41466	199476	175736	154201	53811	316806	67845	168832	179661	165714	203566	74821	77884	215496	130391	118645	298657	108624	191711	177244	234181	187397	117711	44032	119622	144526	202801	117073	224044	182810	254151	32277	194620	54968	165722	lipid
LPC O-16:0	1	NA	NA	1034	676	1127	878	969	642	972	1034	974	971	771	1218	818	811	721	1117	835	472	737	761	2232	1106	1019	3051	993	792	1167	547	1440	686	1190	542	353	268	615	945	603	503	196	902	755	786	855	931	860	801	428	1090	991	568	1887	1011	599	815	828	843	552	276	1489	557	1520	219	636	983	1000	644	994	1502	1127	lipid
LPC O-18:0	1	NA	NA	787	848	881	714	855	626	1116	869	1313	707	959	1240	893	869	677	1077	918	507	711	1198	1380	540	931	4941	633	396	1488	761	2292	1023	1245	584	444	337	643	983	739	802	419	704	694	762	991	687	663	508	204	1309	758	683	1184	742	453	901	973	1035	429	194	584	408	1504	243	558	1050	863	419	804	643	877	lipid
LPE 16:0	1	NA	NA	908	894	1069	1207	827	2083	1330	697	1355	2117	1253	1040	1389	927	702	880	966	829	1219	676	997	1159	878	1607	1464	1331	1163	661	783	714	1031	1019	587	455	480	836	647	2099	824	1298	789	699	635	2056	1151	2288	836	1421	1797	2527	1293	3274	2344	1083	1858	1344	912	609	1280	1011	1763	553	623	3204	1695	618	874	1833	1028	lipid
LPE 18:0	1	NA	NA	1807	639	1575	3088	2045	5013	2446	1201	4776	6427	2013	2078	4473	2027	1561	1389	2283	1901	1950	1163	1791	3047	3120	3244	5362	1256	1228	1886	1643	1214	2442	817	424	810	648	1157	1449	6745	1425	1717	1122	1312	1310	4041	2411	3827	1919	6252	3010	5383	4392	13188	5724	3389	5406	2106	1132	538	1713	1204	4779	1242	1224	12345	6225	815	2905	1341	2394	lipid
LPE 18:1	1	NA	NA	1988	1291	1803	3026	1970	5569	1862	1655	3624	6528	1925	2190	2826	2164	1667	1671	2293	2030	2207	1494	2418	2717	2212	3477	3943	2126	2068	1353	887	1513	2654	2145	2055	1298	1018	1240	952	3883	1331	1108	1002	965	1121	4341	3666	5147	2264	5372	3429	4678	3625	10703	4898	3227	6479	2012	1730	739	2022	1685	3826	1477	1060	9171	4866	1110	2236	2761	1849	lipid
LPE O-18:1	1	NA	NA	2191	1834	1848	2180	1661	1818	3279	1674	5106	2139	2475	2505	2996	1637	1128	2310	1801	2047	2054	2056	2794	1784	2207	17193	1729	1992	3316	2781	7871	1969	3137	2805	1453	1383	1017	2500	1966	4325	1749	3273	2613	3845	3835	1930	2060	1975	1073	3649	1779	1875	1884	2505	1934	1547	2481	1870	837	446	1257	1089	4374	946	1290	3339	3468	1328	2507	3036	3105	lipid
LPE O-20:0	1	NA	NA	180	128	289	244	216	364	389	271	720	169	160	258	215	212	85	408	221	58	244	185	462	319	318	1374	165	104	451	224	529	207	306	219	165	144	120	474	114	78	96	112	84	268	327	256	138	101	91	516	218	171	393	183	235	191	209	222	96	54	154	267	519	110	160	367	202	132	184	84	175	lipid
LPS 18:0	1	NA	NA	1181	801	765	653	501	1375	1161	732	681	520	774	618	580	563	302	621	608	412	785	756	654	941	1131	1447	451	767	886	763	667	712	782	766	347	475	395	318	425	711	582	531	606	711	1134	1006	1188	1218	970	408	891	775	880	972	988	655	1023	976	440	615	2023	618	1685	750	546	1543	717	293	990	572	853	lipid
MGDG 16:0_20:5	1	NA	NA	8651	1231	2824	5004	2515	1897	5499	6487	8152	2992	3768	4590	3400	8429	2326	1625	4156	3088	2167	2293	4290	3329	8343	962	2842	1370	2123	796	4906	1140	1862	1234	823	1535	1009	1621	4389	5285	3238	1537	4242	12633	16534	1672	1489	1019	977	1394	928	1249	3114	1300	1217	1145	2033	6335	1019	835	1489	1355	5650	1333	1185	1750	3902	1181	9895	1211	1273	lipid
MGDG 34:3	1	NA	NA	7047	1484	2228	5563	2947	2290	6100	6280	6597	2120	3900	3356	2840	6634	2429	2608	3060	2213	1742	1768	3498	4142	15481	2898	1981	2074	3143	1128	4291	1655	2063	1433	1142	1855	859	1976	3348	3345	1596	1342	3839	9452	10389	3285	2576	1284	2162	2260	1581	1722	2629	2550	1596	1872	2850	7548	982	682	2049	1258	9750	2400	3118	3813	5374	1105	8386	1332	2423	lipid
N-(eicosanoyl)sphingosine	1	NA	NA	178124	72725	81403	119392	80940	98204	62684	86270	112663	168515	125001	51255	91380	164273	72892	54956	139011	32740	17719	98940	148350	87190	116306	315993	76517	21753	66398	17346	108194	27899	70549	26539	21892	45210	13221	78051	14561	58169	7620	143232	8555	70149	75249	75542	78192	23015	27409	86725	33519	91923	159868	37058	110381	70533	91887	84016	52406	11698	35578	40901	62490	96632	37424	97873	89664	61127	84279	38191	72878	lipid
PC 16:0_14:0	1	NA	NA	628192	436729	729579	407539	360038	480605	690209	759759	492673	400324	442691	683730	464787	773493	268527	716972	637618	220581	823018	886332	585087	338220	549083	575738	224987	655490	885230	336148	1780895	299054	825708	1174436	684840	215694	81930	611632	310519	1145956	483169	2349653	858794	825179	539611	512716	819211	708321	488000	453143	633600	429751	764369	255242	451257	354780	454638	867282	263023	91927	836049	779493	826689	523521	309144	402536	413900	410199	535091	379297	641923	lipid
PC 16:0_22:6	1	NA	NA	17856	7238	18378	20618	15315	13960	15538	11573	19343	20542	23267	16135	15096	19063	13750	12497	21625	15233	14297	14707	16232	15834	12901	8246	14587	11162	10412	2711	26149	5433	19295	4789	3807	5294	7485	17375	12171	17212	6584	8383	8490	15190	17293	11897	10141	6456	7818	11890	10562	9812	15263	8689	9779	12303	13152	13894	6101	4063	8038	8812	11360	12868	11195	13161	16574	8058	14800	6119	8296	lipid
PC 16:1/18:4	1	NA	NA	170679	67125	128606	181551	89460	67036	304457	124374	212860	77781	242625	112049	199841	650416	198766	70637	64111	109596	323594	136994	381652	172918	393938	216918	126358	142581	236128	45767	146206	63263	127689	37863	31505	21795	22135	97486	95103	299557	41769	1292496	112761	80344	96579	586437	322852	165504	148738	359452	173051	181071	291289	55672	327014	221884	378905	185713	31029	32114	291616	227293	468798	345050	348576	334069	349427	710018	325992	468915	409646	lipid
PC 18:0_22:6	1	NA	NA	7917	4349	7461	10354	7422	5003	5576	7259	9132	5158	9047	8204	5604	13209	6343	5553	7446	6304	7104	5454	8459	7167	6230	5530	4311	4778	5082	5703	19548	4548	10293	4187	2389	4156	3768	8235	7416	12639	6014	29256	7653	11409	10624	6330	4018	4832	2960	6917	5084	2937	6368	4162	4779	4130	7224	7081	5470	3330	3576	2583	7439	8151	4563	4745	5446	11105	6755	7737	6961	lipid
PC 20:1_20:1	1	NA	NA	474587	219840	255586	150284	108286	248185	121836	316740	216080	245362	166063	216395	105375	347090	157102	246396	249896	66001	181530	105697	378130	240185	198581	356201	171425	99000	182398	50961	195859	23980	271696	177155	83856	37915	33052	223169	154895	178461	79870	748830	114301	211665	225328	163328	210922	133962	74961	181797	132588	117623	557936	188690	437616	122466	197196	269488	170929	33217	216279	122554	273260	330555	116933	119707	90911	398484	314410	94339	160065	lipid
PC 22:4	1	NA	NA	908	1694	768	1137	1062	1245	1554	1173	1920	1037	1517	1744	2942	1205	1375	1393	1476	1184	1154	1674	1423	742	1640	2832	1176	1414	2949	2171	830	1443	1688	1754	1095	2055	1339	1411	1690	1541	981	1310	1584	2658	1459	2064	1273	1178	1651	3869	1144	2132	1337	1523	1274	1495	2116	1711	906	704	1747	1198	2356	1201	1387	1283	1982	795	1952	1071	1284	lipid
PC 32:0	1	NA	NA	5657	3365	5356	10833	4073	4040	3850	5911	4249	9618	10982	5356	3322	3335	2259	4734	5342	2894	5128	4788	4366	3152	3832	4057	2764	4423	6257	3837	14594	2886	8935	8329	5928	4147	2649	6900	2958	8140	6257	14479	5930	5023	3735	3325	6611	5423	4743	4024	5529	3217	5942	6821	3695	2791	3266	6772	3692	1524	7034	4513	5364	3145	3131	3685	4998	3682	3950	2462	6029	lipid
PC 33:0	1	NA	NA	1316057	619185	787076	995077	698433	791053	1163317	1155624	1269939	858400	1170244	818117	952214	1084750	646632	608875	917386	437514	515408	768757	415746	902063	1122050	481689	811286	545391	1255577	709831	2554334	525327	1304068	1142757	681794	593407	291963	1246526	616305	1277373	464260	681329	918853	1435295	1292801	925778	918267	647438	542108	1127556	691567	701795	1094130	537938	782917	1403001	984947	1422376	495287	184517	956768	733767	1675872	930786	768774	749288	978196	337516	993675	474311	922536	lipid
PC 33:2 Isomer A	1	NA	NA	4539137	1170792	3149183	4445349	2950804	2615340	5631747	2790108	5317858	3394008	4540094	3286809	2833454	4031679	1918944	1967536	3233241	1947711	3287238	3293321	3156201	3284352	4010031	2391013	3037777	1890480	2307406	305571	2582831	326673	1376338	836312	548253	463900	440098	1504123	1111752	1852629	642250	283554	1283144	2709709	2017458	4029204	5064862	2106992	2453347	4460711	3335595	3402671	4500755	2463514	3725307	3633653	5430143	3924990	2679837	525520	3395405	3674549	6966156	2565720	3610723	3417357	4223865	598762	3685589	1537590	4267177	lipid
PC 34:1 Isomer A	1	NA	NA	84649505	68510803	88298223	91688546	74619477	73812678	72773242	86454701	68372762	73639518	92540029	87879500	60355404	78345567	50298597	70070615	89478719	41974097	91257003	79384894	80103789	71527015	72692061	73411793	66188571	72887600	79973473	24556235	96682085	19311043	93742334	72177557	36114724	30705132	29751699	90686752	26975996	69523630	44464153	41385157	59246107	62544787	46334535	73222816	77593471	50016196	53612966	53495333	61142727	46259654	81530571	33827511	59585072	51348897	79234950	87694886	34367044	12151417	69204949	55581059	65333835	57710458	50474920	71448291	57047652	59479046	56017589	54357223	58581508	lipid
PC 34:1 Isomer B	1	NA	NA	139303	99474	130976	171663	108256	113697	119285	141870	106991	107850	170743	150204	92921	118334	78921	104574	150561	74659	147519	118266	111685	104157	118498	132958	87581	105031	111171	51771	237520	39358	168248	108691	70226	57711	67879	145673	48006	100146	85460	53485	94553	90463	68962	114765	125700	85846	80262	88024	95404	71912	131222	52929	88879	72484	120814	128428	55021	38479	103941	74065	104306	83684	69315	110390	89994	95304	85485	86224	72988	lipid
PC 34:4 Isomer A	1	NA	NA	395041	171407	155966	244299	178164	137615	665008	168610	455534	160036	234872	168636	249442	923216	249100	122472	130841	161093	240264	240059	489498	280094	381467	455864	123128	219976	311065	57723	198468	91816	193136	69612	89948	39266	32151	143391	167181	348344	25400	490214	103350	284635	286730	484396	335155	114065	158770	487783	182051	348999	440165	98595	323032	367545	292727	282238	101475	26155	297649	391342	815290	494160	273656	310784	517157	425820	393507	665182	698745	lipid
PC 34:4 Isomer B	1	NA	NA	2037	1480	1664	2146	1787	1759	3458	1845	2087	1556	1984	1778	1511	4154	1578	2244	1628	1478	2043	1588	2591	1915	2410	2889	1260	2194	2787	1072	2210	974	1805	1269	1520	711	717	1517	1818	2408	1398	2514	1403	2102	2000	2839	2849	2123	1773	3377	1863	2372	2294	1442	1984	2046	2564	2239	1079	781	2704	2339	3771	2812	1946	2057	2842	3343	3241	4027	3022	lipid
PC 36:2 Isomer A	1	NA	NA	24509505	13550868	20691044	24407391	16415485	16121231	17328915	22321339	18008051	13801964	18825856	26831487	10414736	19566635	11183808	19471795	21502388	7752981	18105272	13729367	21348134	17272335	17693711	20282417	13825628	20792768	14201475	4966658	34773693	4237514	30112581	16314484	6759024	7211212	6822223	27360689	6590514	18498014	8887920	7515981	12171214	15079190	11852635	16798136	18762763	12742173	13150474	15382339	16279575	9726424	23999414	10954837	17022284	13935409	25952053	22636233	12772389	3448659	19843832	10975323	19461559	18946131	11582806	12597999	10684588	7046708	13331400	7891549	12626908	lipid
PC 36:2 Isomer B	1	NA	NA	38441	22914	30797	41074	26808	27586	27210	34499	26773	22136	33426	42952	18208	29607	19044	30415	34167	14792	26696	21228	30919	23736	25520	30695	20015	31107	20906	12850	68744	10415	49875	27080	15025	15558	16233	41610	13776	27989	18950	11060	22556	23882	21462	26563	28951	24842	21618	26151	25054	16028	36887	19525	27261	21645	40757	32017	22079	11710	29414	17101	31045	29257	18733	19702	17729	12576	23268	14315	16783	lipid
PC 36:4 Isomer B	1	NA	NA	4001239	2531380	2214539	5710691	3831524	1778657	4497163	3299273	4552903	1847059	4561266	2677383	3225179	5410454	1957558	1738055	2134248	1722615	2150663	2384512	3512987	3719816	6816476	6558752	2419257	3459024	4149602	920927	3533147	612571	1851078	1244951	850648	1002370	656341	2169805	1366119	4515939	1171798	3784052	2348209	3618246	3074162	6049301	4005938	1698321	2045443	4209257	2699019	2469061	3728836	2285364	2800229	4030811	4895218	3749922	1715872	545495	3658847	2282508	5932177	4751529	4998217	4186334	5445862	3465215	3524346	3172132	5944947	lipid
PC 36:4 Isomer C	1	NA	NA	7217	4770	3863	9021	6487	3205	6885	5460	5758	2979	7096	4274	5399	7920	4216	3535	3406	4713	3226	3961	4803	5390	9151	9722	3946	5260	6697	3669	6216	3093	3953	3839	3064	3489	3849	4369	4177	7686	4267	5145	4787	6355	6001	8615	5484	4731	4450	6963	4450	4120	5294	4864	3960	5298	6264	5209	3374	2596	5161	3674	8146	7440	7723	6313	7537	6581	5112	4569	7459	lipid
PC 36:5 Isomer B	1	NA	NA	31930	14899	25164	51727	32828	19714	36603	24919	36049	27273	56827	27059	32417	52079	23078	18179	23030	27842	42707	25954	38063	34070	60610	31641	29100	25102	21527	7373	24609	5740	14499	9641	6852	11126	10484	18863	12328	42347	10722	14615	16516	19899	19678	63303	52034	22473	23796	38285	31106	22803	41258	25478	35255	27395	57553	22575	22022	9652	37010	22707	50141	28035	45918	65369	51956	63160	35279	34254	41842	lipid
PC 36:5 Isomer C	1	NA	NA	734271	167851	336651	596961	413975	275447	2096300	383422	1173586	319605	541227	352797	665726	1093879	386133	347524	308581	353624	380841	557790	756823	531855	1100649	876921	314279	445576	674865	52725	364670	132965	267067	238500	273079	88709	69610	247170	407533	636508	176955	1875982	337255	787668	679270	940912	851553	271042	316512	1155293	439219	659886	721367	304624	526393	780021	736311	585465	310738	92148	576926	837986	1936876	857644	178876	515364	1344833	582185	815515	815332	1344994	lipid
PC 36:5 Isomer D	1	NA	NA	25626950	10708306	19269743	34390285	22954786	13611326	25949352	18642573	27432368	16421629	39102807	22341411	20658033	38560796	13527820	12438991	17281164	13821125	30656353	19812989	28808379	26412818	44690965	23919758	20881156	17555497	20143884	3628240	17002325	2243044	10692369	6977978	3750868	4983572	3249555	14311567	6436256	28793125	4913911	10418445	11942527	15490721	13064453	44242626	35449596	13771234	16030998	26512435	22930498	15885972	29221476	13421496	23921287	20542243	37638229	20364737	13271735	2611931	28404563	18133649	35270778	20617563	34486376	44690741	35550902	43718614	23807660	23327977	37709594	lipid
PC 36:6	1	NA	NA	625449	278263	633819	709714	486945	521680	927342	429147	983684	657103	1012468	515627	905495	1072482	562582	318703	577498	385669	811060	727360	978855	666631	1049233	767793	668221	494929	467416	76050	704272	90789	401521	57662	101465	59710	111978	315225	251819	629740	155976	1715708	287206	463021	421912	1442576	1014723	533740	434286	1009203	804596	1107818	1021897	350352	888874	771997	1493939	781402	440897	106053	885955	749652	1415423	834452	814730	949515	984432	1227410	771470	1297905	938093	lipid
