PC P-36:1 or PC O-36:2	3	NA	NA	1083966	1050687	954229	752517	555772	663869	1617734	1112247	2082481	790472	887902	1072192	1318637	1136095	711667	979460	1012036	508599	777291	826090	905744	935117	1170296	2116217	880387	563363	1386250	2953522	12878878	3534253	6583402	3668453	1555239	3395679	2219992	4019189	1470286	1616287	624760	730789	907387	2662455	2828050	760890	939139	645696	679364	1608197	938602	664003	990535	987345	872569	699278	1410597	1570924	737771	204613	700131	764442	1611561	1567434	779648	847514	787248	264766	1074106	380485	620935	lipid
PC P-36:2 or PC O-36:3	3	NA	NA	109830	267819	120208	422316	255600	181655	452284	305547	623724	311393	249949	305098	289780	372710	286589	85157	227008	189752	106997	109894	335935	331031	505699	640701	312946	136884	434396	553125	5174742	849294	2449354	1094404	440982	867820	529039	1818361	389969	651185	240267	273911	329555	802031	818648	244270	229567	196680	176858	525687	198421	148434	269546	195150	205425	270170	441094	487256	212691	85196	119073	154473	616675	270569	253868	244210	323363	138114	374381	145008	161978	lipid
PC-O 16:0_18:1	3	NA	NA	689265	371420	611199	626032	339082	384426	655730	831144	625802	375888	516900	740495	346790	698631	306578	507456	445534	176725	432574	293334	325651	522898	807850	629473	481563	277912	556445	374173	4295863	343749	1970817	944342	318196	593137	468243	1690642	284581	775229	272347	345569	526758	638842	606678	464302	443596	268841	266670	539053	449352	206625	544710	337263	295898	304452	554238	861869	275019	90603	501040	270347	630394	295247	288640	444815	272234	190953	382763	247441	303075	lipid
PE 34:0	3	NA	NA	1164	1535	1102	914	837	832	1064	1761	979	770	1862	1530	956	952	1021	1143	1068	991	1568	1200	1518	784	857	958	921	1740	1072	1067	5282	797	1586	3503	1754	1281	752	2429	1087	1362	1894	1141	914	1298	1067	1124	1676	933	732	935	723	920	941	323	1096	573	1279	911	397	377	1162	778	1193	707	1060	850	637	680	902	873	591	lipid
PE 34:1	3	NA	NA	13729	10161	13150	14217	7769	9144	12692	15573	10569	8488	12463	19301	9096	8471	4498	10726	12802	5818	13604	11517	9190	8489	7987	5979	6839	24129	9310	8827	53460	8655	28169	37901	15188	7664	6731	22204	5723	17000	15071	8517	13209	15678	7545	9793	10637	8648	6495	7714	5082	5043	12695	2620	5398	4559	10203	8663	3288	2681	9797	6053	8266	4488	4429	6635	4555	4894	6215	4737	5826	lipid
PE 36:1	3	NA	NA	5358	3323	4831	5865	3756	4396	3977	6269	4422	5128	5202	5987	3308	3581	2159	4180	4206	2699	5361	4092	4564	3783	3946	2881	3211	6728	3436	4980	17751	3740	13243	11419	5379	4818	4073	10449	3139	6100	4140	3140	3622	6187	4549	3231	4096	3390	2543	3882	2475	2386	4586	3466	2925	2402	4600	4604	1986	1098	3669	2133	3773	3153	2375	3268	2792	1621	3866	1759	2777	lipid
PE O-16:1_18:1	3	NA	NA	243115	293776	179872	243335	199120	202337	254742	331505	179357	161038	192047	326251	147840	227209	155015	308902	190462	95701	215234	184650	212240	177549	292006	261510	149383	308692	314197	641327	2436818	420355	725372	1429193	625446	542613	412855	922415	192664	536991	468964	243819	281474	341062	260225	167912	199634	239683	171408	209848	221452	139892	239409	103015	155212	129323	220213	222278	82623	54958	282910	151281	204667	149259	159089	151259	85673	128631	173284	118788	110981	lipid
PE O-16:1_18:2	3	NA	NA	2769	2009	1885	1554	1208	1366	1793	2345	1490	1681	1951	2493	1541	1553	950	2260	2070	866	1439	1357	2136	1369	1256	1270	959	1936	2309	1624	8342	1714	3243	4169	2280	1649	1543	2838	1083	1677	1938	1647	2038	1809	1587	1293	1618	1722	1855	1472	1607	1068	1795	617	1125	1015	1444	1596	661	889	2170	1115	2008	1038	1283	1232	786	686	1362	978	1231	lipid
PE O-36:1	3	NA	NA	1805	1743	2613	1977	1950	2004	2378	2480	1747	1624	1859	2566	1548	2104	1840	2198	1843	1766	2661	1586	1834	2170	2125	1844	1771	1441	2255	2103	8337	1892	4249	4274	1899	2291	2824	3976	1579	2246	1812	1225	2761	2115	1912	1916	1537	1756	1446	1759	1934	1397	1967	1598	1470	993	1992	2646	1658	896	2187	1407	1924	1364	1342	1640	1440	1401	1606	2338	1108	lipid
PE P-34:1 or PE O-34:2	3	NA	NA	8083	9904	5690	9252	5755	6091	10062	12358	5437	4374	6114	12170	5397	6477	3140	8930	5191	2926	7092	4614	5332	5325	9014	9417	3348	9475	9773	18669	106616	12607	28050	48081	16987	16230	11580	30793	4958	16386	13997	7284	11956	10902	7358	4791	7599	7115	5245	7435	7570	3054	7801	3117	3567	3131	6942	7490	2122	2579	9244	3971	7454	3656	3649	6067	3078	3180	4158	3891	3464	lipid
PE P-36:1 or PE O-36:2	3	NA	NA	5889	4699	3624	4560	3484	3027	6665	11187	5274	3779	3383	5908	3815	4213	2789	4669	4772	1936	3580	4071	5262	2866	4259	6104	2913	5819	4909	9347	60817	12001	28059	28990	11200	14756	8904	19584	4180	7815	6740	4153	5423	9077	7511	2573	4500	3865	3418	7392	3102	2385	5120	2153	2702	2183	3639	4261	1542	1402	3627	2750	3487	2890	3230	3456	2651	1873	3086	1992	2267	lipid
PS 34:1	3	NA	NA	3071	1822	2847	3145	2102	3531	3668	4249	2468	1845	3143	4505	2735	2638	1195	3702	3872	1188	3166	2472	2556	2370	3376	8316	1186	5033	2147	2839	27262	2432	9051	8125	3866	4111	3080	8753	1511	2565	1922	1390	3335	3148	1881	2325	4270	3825	2655	1691	2869	2892	3803	1587	2462	2000	3773	5191	1722	1361	4717	3736	3885	2927	2160	2300	2212	1589	2001	1674	2806	lipid
PS 36:1	3	NA	NA	1962	1183	1463	2058	1830	1879	6540	2360	2171	1585	2048	2357	2484	1534	1419	1781	1759	2847	2170	1373	2552	2161	3308	2902	2128	1487	1363	2810	28635	2386	12022	5461	2244	3547	2642	8002	1990	1585	1120	1789	1522	2062	2280	1236	1773	2351	1212	3305	976	1309	1935	1876	1338	3303	1705	4182	1980	1491	3845	1666	5595	1419	2195	1328	4541	778	3698	1188	1395	lipid
PS 36:2	3	NA	NA	4415	1613	3049	3431	1950	2805	3290	4467	2877	2521	4070	5699	2425	2338	1150	4599	4007	1571	3125	1851	4546	2222	2479	6423	1440	4210	2646	2491	27479	1878	12107	4933	2434	2445	2391	11510	1347	2341	1766	1369	2572	2681	1903	3056	2926	2635	2432	1588	3918	1892	4242	1492	2165	1794	3549	4601	1582	1384	3969	1899	5253	1875	1773	1968	1631	1671	1646	1463	2019	lipid
Phosphatidylethanolamine alkenyl 18:0-18:2	3	NA	NA	3687	2381	2154	2436	1804	2138	2860	3739	2445	2829	1977	2851	1753	1828	1478	2970	2837	1269	1685	2149	3367	1641	1995	2291	1233	1994	2999	2440	15998	2439	7417	6348	2727	3747	2873	6488	1215	2490	2837	2098	2176	2839	1807	2286	2219	1760	2161	2691	2046	1255	2471	1309	1591	1581	2140	2769	1565	999	2086	1681	2340	1872	1510	1794	1450	815	1563	1634	1438	lipid
SM d36:0	3	NA	NA	1829	1426	1339	1669	1642	1011	1797	1418	1141	1031	1073	1814	1670	1135	1397	1422	1083	1181	1126	1017	1146	1026	1483	1172	713	1269	1490	3628	3949	1860	3401	2984	2434	2035	2023	2516	1481	1358	1442	5177	2044	1661	2445	1263	1545	1974	1191	1910	1042	1221	1638	1082	810	1275	1335	1428	1250	830	1688	859	2322	818	1334	1167	1144	2768	1500	1372	1809	lipid
SM d36:1 Isomer B	3	NA	NA	19738	18998	12864	19105	12772	12075	13952	20553	11820	10836	15624	18499	13120	16513	12556	12402	12393	9644	12095	13305	10435	12501	16822	8670	10070	13666	22278	19979	32353	11400	26105	26135	17979	15625	13835	24435	12498	14508	15829	18562	17724	17541	16724	15444	14643	15922	12169	21123	13621	11864	18925	10692	13052	11696	15514	18556	6834	9002	17099	10352	20415	12473	10039	13207	9057	10949	15130	11375	11009	lipid
SM d37:1	3	NA	NA	6381	3908	3733	6390	4728	4063	5425	5637	5876	4673	6354	5495	4795	5722	3633	4916	4363	3834	3296	5339	3145	4608	7607	5166	3431	2747	6420	6878	14765	5067	9996	7950	4154	6414	5346	8408	4368	4872	3413	6179	4535	5551	7015	5679	3258	5815	3316	7777	4982	4280	5250	2920	4393	4978	4422	6581	2236	2298	3849	3491	9264	3331	4032	4116	4515	3585	5816	3979	4296	lipid
SM d38:1	3	NA	NA	4789	3511	2812	4187	3077	3173	3685	4618	4479	2687	3117	4146	3417	4330	3230	2778	2904	2413	2821	3033	3163	3104	5808	5444	2388	2266	3946	4857	8313	3453	8180	5114	5658	5299	4365	8347	3414	4360	2916	4967	3361	5123	4882	4345	3877	3755	2922	5557	2696	2981	4166	2706	3595	3205	3506	3898	2024	1641	3851	1901	6449	2916	2935	2932	2888	2978	4011	3101	3154	lipid
SM d41:2 Isomer A	3	NA	NA	428	206	218	283	251	289	502	389	551	100	315	219	263	276	227	405	263	172	227	241	368	362	307	5423	359	232	608	451	1082	595	1202	1125	420	593	687	862	443	523	116	270	343	656	755	211	202	355	256	621	296	174	295	246	207	266	276	478	241	178	248	308	417	300	326	333	322	263	262	156	473	lipid
arachidonoylthiophosphorylcholine	3	NA	NA	509853	212046	388188	386499	207709	271976	465464	587457	472052	268129	251339	520722	197029	461208	135829	337578	327540	71993	201789	0	291909	387269	523190	467466	340323	187864	408349	210803	2568872	158625	1296710	681944	187796	379154	228162	1141080	108663	526872	156259	0	368140	452249	391421	292936	301671	80781	150318	319918	307056	182677	392029	150357	129847	0	360868	612047	57548	29907	363527	141706	469050	49802	36492	260743	72766	51325	297874	47043	77453	lipid
