ribonic acid	0	5460677	C01685	2245	10025	4287	7296	8369	9250	4812	4065	2114	2390	9314	6470	5461	4980	8839	2932	5330	2790	7252	3740	3327	2151	6252	1694	4681	14135	3089	3560	2155	3128	6118	2404	5351	10648	4508	6717	10006	5645	2980	8612	2848	3455	3466	5708	5531	2734	5508	3426	9164	6714	4280	6222	10436	3939	1903	2774	3739	4969	7648	7855	2132	6229	4406	3251	1052	2162	2362	1293	6671	metabolite
ribitol	0	827	C00474	675	212	970	1145	2446	2182	1736	1482	1673	4241	1413	1810	408	3144	884	670	1110	1887	837	1137	647	606	5007	302	1773	350	3187	515	1649	636	6195	540	239	2422	930	5009	1607	2417	1336	5009	3636	1668	3926	448	419	350	473	2362	256	1403	761	1921	1525	830	1862	1967	5104	403	3511	485	1702	359	593	1934	1189	626	2561	549	537	metabolite
raffinose	0	439242	C00492	1507	2108	524	1748	4165	1185	1065	535	234	2468	1785	673	3421	748	2786	388	1021	4622	1859	2842	2023	3926	288	226	4804	1407	1022	271	6881	1791	1108	91	228	1753	2646	1015	2469	3306	243	93	573	1951	3898	152	1051	667	667	1387	1448	2972	209	15006	6571	1694	3198	3218	5232	453	245	2002	1326	571	1605	736	1274	442	5022	1511	581	metabolite
pyrrole-2-carboxylic acid	0	12473	C05942	9329	1029	3570	983	2058	2578	928	9619	1053	6093	8509	1968	1373	4017	10565	15153	9039	3056	5614	17544	4052	2936	5491	517	4291	4734	2969	990	1563	9299	2814	2916	4360	1845	2991	1389	4567	2774	2278	1248	3120	4006	536	1809	852	7178	6649	1860	1208	1553	924	437	1017	3083	1433	4559	500	4092	6346	399	2915	1960	686	3662	545	1027	4270	2571	2170	metabolite
pyrophosphate	0	1023	C00013	332784	241441	119135	154871	339929	85266	43610	123936	114961	875909	315996	102741	192713	335243	544934	84045	285139	482449	223587	239062	118325	288168	496228	296739	718499	208144	477821	312976	149742	1016161	343548	120192	142149	1155362	659260	250614	361697	370447	128049	240206	189078	228554	261858	88186	105779	64366	138269	126058	81315	121176	57622	217251	237508	415277	329509	367000	323104	97967	132719	118879	109420	314663	147311	247525	190346	660854	411199	158260	79727	metabolite
pinitol	0	164619		30403	50503	30932	16797	25197	36070	14607	12512	27110	39742	24558	7285	20321	21239	24013	52882	27563	32468	29347	31258	56072	3499	70283	33836	15694	1383	775	3549	39467	8959	98391	18342	7338	65708	34530	4409	5946	3693	2276	28001	2103	6728	5253	4555	1497	4201	2610	2578	5795	4833	11604	2148	5655	7533	5632	8661	17059	2397	30051	8752	1115	4661	2690	1051	3499	6740	6778	2749	915	metabolite
phosphoinositol	0	4449629		664	922	1193	121	302	504	478	683	403	513	623	546	701	760	604	1060	781	1039	679	641	1322	229	3357	76	436	1050	354	1223	1475	1899	1098	970	1102	1641	1555	371	296	929	800	6299	782	1887	846	529	63	448	819	486	477	461	423	449	479	430	291	687	363	786	620	435	1080	518	504	562	226	603	742	324	2461	metabolite
phosphoethanolamine	0	1015	C00346	4451	2117	4560	1215	5152	1274	2217	3137	7142	8390	5150	2181	2969	3000	2615	1975	3251	4782	7184	10554	2707	365	3481	856	1690	2346	2953	1780	1323	2934	3039	709	1590	5232	2845	1124	1684	2862	1255	12940	172	391	1956	2252	1307	606	1592	1827	1032	1446	1750	651	1270	1784	1925	1762	989	1423	2888	727	468	2463	656	1521	1359	3947	1876	1067	3881	metabolite
phosphate	0	1004	C00009	753580	181285	603777	713599	754700	548411	499968	593709	944947	1268571	985006	305233	789762	909667	718881	560047	821407	987247	799352	1059362	728132	544851	942902	675264	846846	343144	896807	360383	521668	294503	683718	109196	272743	1020630	865947	168725	488192	660394	223925	564458	320325	707320	815432	638016	520959	166205	645844	862038	327015	684041	580693	367337	614086	639221	641914	366325	619252	457765	551809	463710	376470	628120	329191	702733	231067	1324289	655693	64340	318930	metabolite
para-xanthine	0	53442229	C13747	2204	3337	4265	1291	2589	635	272	1979	168	1073	2508	3452	229	7704	1568	524	1892	2652	725	266	966	2454	2206	1620	1668	1318	2217	2504	2238	3064	3231	89	298	3046	3498	1052	981	1731	102	2203	3302	2039	344	2150	653	99	3272	1252	885	573	155	936	445	1880	1966	5004	651	2228	1600	290	60	2039	396	1817	434	550	548	880	3248	metabolite
octadecanol	0	8221		758	1838	788	1386	3300	6561	1207	836	195	2990	1292	1446	2104	1355	3287	647	1020	1199	50086	1703	2234	1806	1068	717	2970	342	52882	9053	1035	4757	3002	1362	672	9473	4576	1394	3333	102043	646	1589	11188	1986	628	1085	1042	1268	5650	1064	1537	1530	339	3303	766	1302	798	2723	2894	766	93281	1202	596	2176	961	1191	1296	2971	1386	2127	2032	metabolite
n-epsilon-trimethyllysine	0	440121		1651	925	1605	3339	1480	958	1199	59907	10936	5287	6449	2165	7158	2567	8771	1925	1052	7894	1367	5955	3139	1222	4004	1567	7913	676	2237	2394	5174	8414	4317	688	887	4057	8957	3641	1540	807	351	2832	468	1726	9691	6766	4730	1678	2926	1008	940	17843	6009	6813	13169	1067	10493	2972	7071	509	9714	1609	1380	3961	4404	1707	7515	797	1902	41353	1910	metabolite
N-acetylputrescine	0	122356	C02714	85150	10876	91447	36877	129053	28617	32525	88367	76001	124448	122648	55304	93184	128652	136439	127135	70999	118337	218833	143346	111974	131158	63421	147180	83979	111750	221759	273506	30685	100386	85405	123146	150190	168555	133765	117765	97261	49711	113439	47203	140450	42206	54900	32178	71995	34512	228463	132997	121572	4392	79479	91067	67164	120283	113687	135868	155796	39839	92877	60942	67543	149404	98780	150661	127534	715811	149139	1365375	124839	metabolite
N-acetylmethionine	0	448580	C02712	2439	4301	4525	2151	1732	3882	4623	1983	5168	3132	1520	4342	6191	1807	2961	1675	1724	3588	2660	2022	8815	2129	1615	8819	2693	4797	3025	1945	3080	4142	2901	1350	1279	4845	2300	2737	2958	1847	1078	3482	908	1563	2138	4618	7440	1013	2051	2145	1901	3494	4354	3634	10831	2660	3205	1787	2898	1563	2773	5673	2671	4316	12046	3926	3059	2001	2974	1343	5967	metabolite
methionine sulfoxide	0	158980	C02989	64004	13863	59306	53270	47165	89177	101086	125736	91852	35136	40948	83984	33614	49113	57800	56055	37928	69789	41112	54343	65632	21659	102468	25626	27897	18242	22032	72741	208270	32416	102099	13311	14234	77643	69152	20572	34549	16778	23181	25267	38578	62571	32595	43773	31799	30852	43147	33500	38371	51127	42958	46169	36639	18284	51757	17044	12570	52530	41049	34784	29688	60773	42301	54165	34425	101402	38518	103498	54209	metabolite
methionine sulfone	0	445282		7698	4700	6443	8612	4483	9608	6102	7227	9004	671	1399	15142	4263	3301	1973	1508	7949	13364	1331	3116	2867	4286	10999	7648	987	2087	3822	3514	16358	5701	31801	879	5074	10254	2921	2122	5601	1261	962	9667	3019	27844	8889	10943	4974	547	3423	3734	1530	18920	6173	575	8185	15452	6489	1668	1320	14634	2495	5659	11684	4968	6826	1760	2547	645	3969	3721	16300	metabolite
melezitose	0	92817	C08243	28377	28082	12635	12452	54983	12264	1088	17382	2622	41229	6672	4950	38415	7802	52001	10969	18835	15241	46069	61370	1386	56726	2986	436	42557	20024	20508	1914	23987	20404	9737	143	1997	6821	34004	24344	36752	28689	3479	405	10500	45375	17492	1047	9825	5445	19314	17913	8528	37545	403	70641	13959	21180	12695	41625	35791	9611	1170	24087	39168	5639	7428	11496	21226	1387	54527	29233	5360	metabolite
maltotriose	0	439586	C01835	462704	419413	303674	223313	1144849	401955	6548	342334	41290	661962	896187	72332	612761	119148	900242	224420	313615	697047	1207694	1086259	44940	1034692	93568	3387	718960	329800	404182	22583	109672	323483	164037	729	33314	40512	575881	447812	716173	300192	63476	2915	146359	629668	585609	23114	192306	314607	411472	325217	420538	614587	28155	773811	324256	504149	253427	719685	323610	204772	15545	391304	634082	56865	230255	339334	341512	9408	879686	714819	60873	metabolite
levoglucosan	0	2724705	C22350	3828	3628	2011	4761	2974	3209	1884	6668	1502	2032	4831	6157	3816	5546	7727	8474	3250	2579	21591	6610	4626	5594	5498	6707	5287	3655	1148	6153	4140	5475	4598	5482	5179	7399	6148	10054	7809	1836	9170	5525	5085	2808	1206	3575	2060	4854	7956	2581	4674	2663	2922	2608	1029	6368	2038	5194	7696	3551	3766	3124	4984	3661	1341	3703	1488	6269	5728	1510	3697	metabolite
lactose	0	440995	C00243	73396	161472	89146	19833	42728	120379	63305	58873	60846	76294	67540	8967	95780	9840	137621	123918	61574	164575	60027	103221	217171	83673	32352	38714	136540	28602	19665	11170	53924	47788	124145	10853	12331	69234	57510	49561	188385	132030	26591	67727	17028	22958	56722	51551	50962	43587	40091	100587	67223	40909	99196	480342	192457	47199	34306	124568	209890	45803	35536	80747	33962	13708	133844	80420	101602	73495	85842	24522	101822	metabolite
isoxanthopterin	0	10729	C03975	85	188	110	124	687	201	48	72	38	73	375	170	141	186	782	94	76	115	165	202	450	135	170	196	184	68	125	887	697	701	347	84	211	499	297	681	217	164	231	374	228	71	103	260	60	56	93	57	1124	66	162	264	62	1338	82	320	169	150	133	24	271	65	161	51	101	21070	344	3266	649	metabolite
isothreonic acid	0	151152	C00639	6360	23692	6464	10028	14554	9330	6390	8072	5180	5630	8183	11437	6180	6849	15409	6740	6655	7107	15172	6848	3574	5621	4152	3041	6508	19551	15846	3613	3409	9784	4815	3272	5320	13511	8658	11089	10360	9997	8521	10900	6425	10620	6016	7140	6902	8072	12221	6997	7691	9724	6188	9973	3553	10732	8086	14950	13114	4995	8662	2623	6111	14597	6294	5157	2770	16950	7146	12090	19396	metabolite
hypoxanthine	0	790	C00262	2166	1652	20523	2361	6874	2446	4522	2710	4216	6268	10495	3580	2351	4173	11375	929	642	5280	5061	1437	5960	3067	7622	7521	6057	2968	8103	4331	4485	12896	6238	655	1585	5213	5265	5552	2704	5245	1241	2755	1451	3288	1070	5554	1895	5622	4158	2530	9540	2663	2645	4433	1197	2507	3373	5399	5217	4733	12485	743	3612	1814	1613	5137	4260	47353	3936	32807	3209	metabolite
hydroxycarbamate	0	16639161		3784	2536	2703	838	4832	2221	620	763	1039	10962	3115	1032	2351	5127	6017	732	4660	2628	3680	4223	2864	4176	2616	1243	6411	1716	220	2566	120	12858	6991	751	1348	14200	4179	772	13923	7853	1520	2677	1724	4964	1135	1212	774	99	3484	2204	2010	1511	839	1363	211	2875	377	3580	933	1534	2028	569	1040	3889	1345	4960	740	337	3904	679	3863	metabolite
homocysteine	0	6971015	C00155	2951	4134	8382	6534	4735	2881	3832	3647	6355	3933	2174	4722	4238	3644	2936	1763	1457	4165	2827	6876	3769	6101	4298	8057	3477	2391	6820	31141	9608	5189	5152	1394	1912	5764	5255	2737	3240	2272	1374	3072	1626	4386	3555	3209	3277	786	2242	5477	2547	1220	3841	2619	1152	3898	3397	3218	3047	2002	2285	3459	4746	5661	2930	4312	6985	2488	3197	2647	6117	metabolite
glycyl-proline	0	3013625		5762	3605	3672	5820	6152	8407	13750	6422	4839	3638	3692	25885	5045	3101	4835	13680	2813	3060	5873	4136	13379	2846	6708	13733	3434	1770	1799	8335	2497	8716	4181	12216	7664	9664	8359	9997	6647	2688	24409	10477	5806	5464	3347	6326	3330	16945	8749	5631	8195	3774	7273	10223	1619	2665	4264	3299	5602	2621	3369	2030	4190	8454	8073	5344	2646	7818	3682	8450	9961	metabolite
glycyl-glycine	0	11163	C02037	3507	3032	8920	1782	2401	10780	13420	1312	9087	4674	2969	190018	1729	3132	75684	56372	2786	4158	2879	3412	32763	2798	3195	21087	2489	1943	4019	172702	436163	3463	3513	1213	2232	2462	2841	40014	3363	1922	2184	11166	2543	3132	2058	12574	3703	1165	3583	1736	4858	3200	15968	6799	5364	3218	4583	4803	12525	7939	7387	3886	3911	3041	5950	5629	5997	10446	3858	13538	8249	metabolite
glycerol	0	753	C00116	110651	44866	159234	99458	73132	47108	42880	87324	32295	182725	133839	78869	38042	124620	113303	81246	117664	31412	160655	153835	102506	93150	126783	142253	73688	59756	29405	91361	25232	189468	45970	56353	44772	205798	63710	67348	89491	58877	77267	203622	86409	15854	27416	100567	74531	44682	100719	144328	54733	93831	86421	101837	87124	86139	127105	69802	88147	62758	40592	64663	10358	92439	49320	126952	14990	22037	92168	66950	47209	metabolite
glyceric acid	0	752		4220	3731	7900	6637	9658	47468	4829	6448	5179	16233	7033	9604	4448	6896	13437	6538	6988	7268	5875	4287	14807	47162	482	9944	3398	6587	53739	3004	2554	9018	1891	2828	5817	7615	6701	8697	10912	56086	5725	1292	8442	8323	3579	5390	5737	11927	405	45579	4975	5399	12065	18921	23997	7999	5803	3078	831	4535	12088	3992	3971	5522	2582	481	5065	4999	5730	12647	71482	metabolite
glucose-6-phosphate	0	5958	C00092	100189	57793	41021	43897	66053	33216	33540	66041	65413	64160	32827	82169	118135	152212	87454	56315	52122	105323	124117	108513	30015	98578	124644	25343	170530	50572	81657	55404	65904	147845	130209	27219	39501	229687	169682	52563	63571	79612	22737	41661	48754	41432	39931	32709	70748	32959	102453	92844	55297	39637	49859	23068	51790	50448	57618	47051	58099	51382	29894	56124	145906	142667	120043	54873	77634	58780	73307	176232	98418	metabolite
glucose-1-phosphate	0	65533	C00103	22919	13449	7771	14951	20070	11377	9930	15610	8553	16355	21082	15243	13550	55433	20391	13455	11289	12508	39970	38851	13636	9401	21576	7586	21085	12184	11377	18229	20510	36218	26160	8641	9031	52211	37777	17066	20007	18799	9195	11400	14390	13665	8003	8946	8508	10955	20369	16223	11270	10361	12629	12777	8291	15725	10795	23491	15796	11051	14787	9474	20658	22852	10074	10310	10214	6410	15567	15168	17889	metabolite
fructose-6-phosphate	0	440641	C05345	29403	16591	63929	15956	22815	21343	9863	24524	21610	21696	10123	32048	41081	39301	29242	18639	21461	37294	45330	41301	11958	27680	26454	9918	26773	14525	25147	22203	34231	46040	41857	10291	13963	77066	38755	17602	18954	32491	8257	17552	17315	12719	12752	11067	24845	11168	32515	33734	15926	13432	24145	16027	17511	23905	24087	20452	21067	18075	9709	21411	62025	52931	41375	18286	100635	10762	27884	64084	40301	metabolite
fructose-1-phosphate	0	439394	C01094	1667	337	14228	11986	341	2105	512	540	1248	1270	304	499	1007	43199	685	1345	3174	3975	695	508	1265	643	542	338	2606	345	515	174	481	345	1287	346	345	860	453	13907	568	584	5109	1163	346	288	290	415	140	244	25956	478	635	304	1825	2467	675	677	442	2055	942	448	881	386	2389	536	433	359	20447	360	705	1704	641	metabolite
dimethylglycine	0	673		49188	17778	53120	23373	58537	26670	41470	29055	32549	25111	59027	6660	76280	38058	36513	31212	38938	55035	101394	65436	62491	55223	43132	61111	5742	4558	65390	2896	163	55997	12401	31286	35432	13688	34824	57717	66802	67617	22074	123416	29126	21005	21479	42524	593	31	18147	29603	6549	43841	48483	20656	18233	37815	13514	18690	34587	33449	3255	45414	23821	13065	8064	48363	53611	24312	20081	70629	71278	metabolite
cytosine	0	597	C00380	20078	4151	5887	8716	10550	12514	11925	5278	2204	1771	4863	8800	2912	4867	2824	4679	1801	21374	4156	8265	5308	2081	11349	3705	2691	6359	1932	2566	3636	1300	4947	4353	1409	1615	2329	2471	4991	2873	1937	11976	3033	44793	47327	6764	8151	4208	2123	15905	10385	2484	13039	4640	4667	2843	908	5259	2437	10159	6601	2172	10678	2057	7414	1693	2966	642	4235	992	14203	metabolite
cystine	0	595	C01420	12544	3577	3902	5319	4060	15541	6052	3933	4091	3826	3256	1258	6172	8621	4560	3971	4330	5842	7344	6456	7893	3812	2982	3125	7412	3224	4137	3512	9072	7923	6719	2954	2215	10977	7689	6154	3095	4806	2571	4442	2683	13814	3124	11016	7644	1659	5733	1980	3278	7082	5340	12034	7314	3538	6578	3491	3440	13160	4284	3834	9651	8829	4572	3181	15896	3585	4443	10431	3906	metabolite
cysteine	0	5862	C00097	5092	16877	6033	1033	3459	6431	3077	6519	4906	4001	7429	8281	4102	4798	11807	4282	5023	3989	10261	6756	2499	4479	2953	16524	2243	14448	2804	4344	6633	16672	3945	2393	3415	9020	5189	9356	6442	5889	6965	8594	4442	6182	9179	3505	3238	5870	9345	1806	5443	6063	2505	6609	1847	5882	2390	10239	4531	2476	7330	3914	4489	9280	2007	3190	2761	14349	2584	11102	13392	metabolite
cystathionine	0	439258	C02291	3512	280	1532	1176	495	3927	278	1781	1428	3019	976	1199	835	1053	552	375	476	1522	1446	1847	7762	574	1067	4590	1831	242	464	1785	1501	4719	1113	967	985	3151	1081	597	824	1009	711	913	461	2049	1314	5419	2321	1446	1187	2382	213	712	5770	1952	1301	337	2316	1011	1606	4621	1189	780	2027	480	3237	370	447	2057	487	1351	19626	metabolite
citrulline	0	9750	C00327	148144	134945	171574	122980	159463	210697	193395	124976	213336	157177	141680	138380	101162	150402	165091	151072	125199	158828	136824	185477	170729	156420	166884	215251	112420	85455	201383	303434	392722	164517	186772	55598	114902	227225	153308	115274	114946	63429	50588	65996	206235	161601	93835	215989	128219	76170	179792	174466	137553	128138	196872	110546	117021	179243	158394	146282	207420	176718	131289	109317	125747	181248	161641	155911	133206	215606	124605	456195	194506	metabolite
citric acid	0	311	C00158	4310	7975	22824	9631	13090	15935	9772	4352	16631	7901	33633	3081	7571	13428	16009	3251	12748	4622	14799	32794	17899	11918	125823	37594	5269	8147	13983	9871	49097	5674	46302	452	8240	32923	65764	1515	5417	6819	12558	17289	4903	7805	21326	4952	4322	1224	3207	2313	4439	5314	4946	68118	3183	5986	3761	31607	23469	2391	5752	4017	14512	9446	4183	6160	6223	8381	18069	7243	31418	metabolite
ciliatine	0	339	C03557	292	27545	2201	412	787	820	604	2005	159	381	8315	924	761	1577	6084	316	602	1656	651	264	1192	774	673	20673	7573	6455	5705	2385	287	998	358	300	920	683	1149	9779	1726	1026	864	2631	892	2201	1394	9019	4762	107	14649	917	11758	952	509	280	125	2086	9989	6424	12824	3187	2366	734	306	2151	731	18596	785	3325	601	18733	10455	metabolite
cadaverine	0	273		453144	177554	114312	692300	467272	623699	1348799	191003	147670	135163	95196	7474758	482337	55801	169732	207465	120054	163106	107164	110291	242662	110520	807493	66687	85293	398685	94596	1787102	347336	531840	239074	270029	1213718	615416	624791	1736086	308129	33378	1300576	924529	57022	464243	419306	773438	189578	75270	100640	531671	80550	175953	331705	82157	35549	76828	249040	24380	179902	428344	57610	93116	42546	840281	247035	109352	17078	79348	133127	79059	81869	metabolite
asparagine	0	6267	C00152	20209	24553	50181	53842	54116	31195	42125	45483	45398	32859	27620	29826	28369	27626	22748	23389	18739	38818	42009	31847	50035	55594	48957	79402	44191	27639	74922	21829	67005	43268	89257	10110	22517	56012	60891	16769	27036	15376	11744	34266	22687	31511	35433	34840	21450	23876	33485	59157	17221	18919	44762	12500	17905	37837	27689	35153	38824	30814	23875	19207	23998	17469	42435	51925	64719	62643	35486	96680	59453	metabolite
arabitol	0	94154	C01904	3415	2211	5699	3931	3494	4908	2477	5114	1442	1954	3707	5049	3331	13661	6521	6408	2296	2308	15777	5341	2777	1177	4257	2465	2903	2762	1439	5442	3498	4520	3870	4529	4443	6729	3454	4212	2315	1577	2563	4545	3761	2607	1710	2397	1837	3196	4381	2649	3724	2478	2927	2288	1355	2514	1852	4665	2432	3631	3364	2442	6336	2885	1834	1653	1679	5878	2482	2708	2678	metabolite
alpha-aminoadipic acid	0	92136	C00956	2327	4118	23878	9056	10193	7420	2116	3811	13617	1994	1257	7373	1518	5537	2452	4161	4929	2221	3355	1443	1542	8373	18062	11000	24767	2670	17693	63215	114599	6278	17270	1957	795	7366	24869	1013	5136	3252	631	3198	3142	9470	7745	2217	1783	222	657	12305	1448	2261	28368	2882	2619	6932	1302	35641	1764	4452	1378	616	1977	21184	7795	3001	2994	2316	3895	1407	19834	metabolite
alanine-alanine	0	5484352	C00993	10818	10293	36765	16373	18767	49822	59472	18061	34328	11918	11868	8835	11854	9544	10521	5925	7962	17424	15293	14343	53510	21424	20884	67010	17595	13628	22105	8379	8360	17260	30426	3319	11319	22301	21495	7529	20875	10370	4089	20923	6413	10595	13209	71056	20207	1971	10813	25073	2484	9005	46631	11454	19485	13482	12621	13090	17900	25945	28060	16263	13288	7099	39040	58839	6746	38376	16127	61748	25990	metabolite
alanine	0	5950	C00041	3986256	1528468	4482607	3348475	3691731	2245158	4285571	1388936	3943858	4721149	2497366	2397392	5305552	2323067	4792637	1643130	5633004	5707312	5193765	3539171	2859773	10194464	4477925	6579074	7493763	1995688	6551549	1413578	7329726	3312115	5167695	2492777	3549308	3127350	5962063	3582374	5569654	13215584	1732935	4823050	2422443	6471348	6044029	6260815	8123898	5985076	8358880	6735153	4545413	8799162	3126320	11036271	7960176	9997266	9693499	6509265	13527469	3899767	2444622	5615679	9695068	820702	8901714	6663717	8135256	4542286	10499869	1991562	3670958	metabolite
adenosine	0	60961	C00212	1845	502	2283	1051	1104	44390	1430	1456	1573	885	1751	807	988	2857	971	1974	1920	1167	1142	1091	4226	1494	2303	3337	813	438	1866	1355	1120	3479	2035	1080	1614	1753	2388	740	1491	1067	422	2079	974	1904	710	943	705	160	1276	1242	606	783	1331	6808	630	858	1415	608	1375	540	3152	389	873	761	701	758	590	502	948	3326	548	metabolite
adenine	0	190	C00147	9640	6213	5907	8154	9350	13116	7064	6559	10212	11493	10920	8610	8811	12797	13242	8050	8809	13411	10095	10922	10711	7080	12275	6077	10825	5097	11328	10622	8475	19352	12156	1816	8117	24612	10973	10440	15516	11778	5167	9672	6953	12644	9336	8784	6995	2181	10223	8588	6684	8681	7589	11569	5366	7606	10442	9023	9298	6611	9062	5393	5341	9047	6533	9536	11233	13662	8398	7413	4442	metabolite
5-aminovaleric acid	0	138	C00431	54028	35871	18171	115756	79602	37482	107374	5920	23938	9107	11113	671934	95058	7117	30126	3113	18424	38959	7368	17073	16332	29243	50658	9305	18054	58590	21328	38411	80963	14622	36886	1485	13925	20456	88644	46340	47191	3625	10709	44165	2404	39434	76608	66299	27219	2276	6036	80303	5002	29849	16925	5226	6275	17805	59387	5633	33916	12401	8258	14048	6045	142776	35027	19271	5582	19055	22542	34839	10741	metabolite
3-phosphoglycerate	0	NA		1033	121	463	219	116	917	331	170	411	2373	217	228	193	166	1417	214	287	1038	263	144	372	117	282	96	325	161	454	187	4841	485	1287	154	98	991	236	194	179	397	182	567	112	126	209	358	299	107	210	157	393	251	429	931	172	599	102	72	1138	94	197	92	105	101	93	572	972	236	443	726	191	metabolite
3-aminoisobutyric acid	0	64956	C05145	3065	7281	7684	3675	4447	6463	2996	4965	2840	3317	1531	4152	8889	4606	5425	5261	5133	5426	4989	5617	3687	8513	3311	3143	18215	1542	12169	1868	1364	4563	1593	1971	6259	9046	3028	4109	3342	23639	1969	13675	7258	3121	4960	2498	2445	38674	3018	2034	2585	3449	10021	23056	3372	4353	15882	3492	16292	4914	3575	8364	3967	4052	12732	5684	3456	8358	19153	11000	19107	metabolite
