Compound	Module	PubChem	KEGG	104	105	106	107	108	109	110	111	112	113	114	404	405	406	407	408	409	410	411	412	413	101	102	103	401	402	403	304	305	306	307	308	604	605	606	607	608	301	302	303	601	602	603	204	205	206	207	208	209	210	211	212	213	504	505	506	507	508	509	510	511	512	513	201	202	203	501	502	503	class
methanolphosphate	4	13130		149107	116467	250313	79570	154787	363996	216580	88114	339674	324050	175262	129840	149471	112380	172496	279790	400143	193672	159838	155995	398461	6324	96169	321624	224754	33963	198496	79391	23611	131804	159365	22400	27691	108256	84876	67328	91839	180160	14320	143210	28473	55123	53675	130925	71397	52125	76604	118893	83076	92703	307198	252574	111731	119609	104291	96488	179302	34375	305543	60607	118575	74398	27060	83603	372993	92929	177439	184313	62505	metabolite
lyxose	4	439240	C00476	3575	2997	64117	2027	4211	7197	13587	7049	14989	7514	3764	2315	3375	1485	3965	9479	11805	5817	3644	3743	12805	2812	1952	64414	4603	1405	4705	2555	12907	2907	4928	1205	1301	3506	2130	1524	3349	4436	690	9254	3284	2481	1989	4058	1163	1664	1597	2860	2819	1525	7663	15777	2357	1384	1302	2679	2588	1462	27052	1639	8408	1304	1188	2313	7058	1082	3161	10792	4173	metabolite
inosine	4	6021	C00294	12484	2219	128534	8803	24452	73343	52728	7218	27790	13903	45264	6289	16743	17120	15925	16306	32802	15573	7117	15469	168456	23520	5329	266838	41681	2569	33123	2944	4950	9250	24023	3506	475	4103	9822	7374	16431	25431	2354	21705	4294	7574	5858	26756	10546	1096	5372	7433	10574	10773	34122	81301	19665	15910	7552	6010	27473	1838	174153	2210	9959	448	1145	9806	48494	2597	14888	133566	7419	metabolite
3-Amino-2-piperidone	4	5200225		18118	12723	11411	18714	24725	25132	25415	2355	32441	16758	9712	18194	12096	9092	14136	1489	16969	28240	2106	21095	27728	22596	12015	25016	10611	7477	37132	7975	1681	2546	31294	837	1634	9217	9386	3619	6978	1473	2678	4155	1014	13639	15421	5724	10590	977	1870	32930	8503	9274	24770	3609	12454	26946	3398	4068	14823	3108	11029	1288	8296	13928	12107	28597	25308	7224	15218	8439	4414	metabolite
Cer d39:1	4	NA	NA	18349	6410	8348	9038	5503	9259	10227	9125	13438	15677	12796	3876	8955	14572	7075	6065	13832	4347	4397	7265	14936	6377	9933	34342	7329	2614	10816	2241	10538	2570	6197	2916	2120	2914	3615	6008	3585	6128	1895	3894	2394	6733	6637	6914	6327	4121	3777	7052	5986	7107	14549	3977	9664	6829	7758	7378	3820	1921	4283	4285	14084	8019	5223	7376	10116	4662	13839	4950	6708	lipid
Cer d39:2	4	NA	NA	1077	641	864	663	691	584	1222	686	1465	600	854	586	699	988	552	710	810	291	331	971	1300	643	651	17731	716	574	1355	319	1039	328	777	570	303	551	439	525	569	784	244	2216	287	789	933	696	752	397	442	1230	553	675	958	483	578	721	723	674	522	202	384	651	1462	716	544	443	1489	764	1073	423	922	lipid
Cer d40:1	4	NA	NA	10085	4834	6960	4832	3705	6300	5976	6317	7090	8617	6839	2641	5871	12190	4054	4455	9953	2498	3156	3430	10494	4103	5109	22505	3678	2790	7913	1494	4392	2000	3730	2135	1164	1739	2980	3175	2163	3140	1459	1790	1791	4884	2618	3502	4158	1828	3164	3717	4397	4077	9712	4032	6249	3545	5074	4891	3363	1269	3626	2502	6102	7450	3587	3552	4831	3265	8151	2407	3653	lipid
Cer d40:2	4	NA	NA	14170	8058	13909	6232	4142	8397	6968	9065	11928	11312	4982	3548	6267	15215	4603	12274	12553	2804	3923	4624	26815	4892	5003	348409	4265	3516	13354	1475	4967	1197	4423	1971	1047	1010	2230	2965	2155	3041	1216	3459	1523	3568	3887	4612	4064	3005	2801	7101	4515	4017	17634	3795	8130	4019	7663	6007	2879	1232	3723	3118	6678	9761	5257	3815	5135	4317	14071	3598	4469	lipid
Cer d41:1	4	NA	NA	7284	4488	4573	4008	2798	5049	6446	5714	6463	5848	5755	2882	4221	8984	3427	4662	7768	2963	2988	3496	7904	3641	4662	16059	4085	2568	5970	1966	4415	2064	3395	2472	1536	2017	4436	2541	2448	2883	2459	1614	2073	3451	3122	4007	3467	3055	3308	4263	3729	4098	7207	3723	4664	3696	4545	5209	4026	2004	3472	2912	6684	5467	3332	4103	5509	3088	7458	2311	4316	lipid
Cer d41:2	4	NA	NA	1634	1032	1327	900	733	1061	1742	1073	3022	975	964	692	1059	2050	806	1258	1406	733	693	878	2668	1340	1070	29754	764	704	1553	559	1158	601	718	652	509	724	551	690	675	646	952	1066	545	1035	1067	814	1179	854	484	1336	947	979	2147	616	864	1150	1202	847	870	772	627	739	2159	1728	1168	1052	1786	866	3070	638	1703	lipid
Cer d42:2	4	NA	NA	7041	3563	6167	3010	2182	4176	3506	3614	5622	4833	3270	1824	3040	6180	2758	6552	6452	1324	1621	2597	12105	4194	1802	93344	3015	1940	6282	886	2235	758	2627	878	495	1139	1677	1344	1335	1608	1004	918	941	1787	1405	1919	1854	2229	1719	2120	2883	2837	9527	3097	4092	2320	3381	4167	2444	876	2064	1695	4461	4507	2578	1812	2951	1854	6654	1957	2282	lipid
Cer d42:3	4	NA	NA	310	275	315	238	86	229	107	246	431	394	424	133	255	358	222	494	284	171	65	201	634	220	252	3346	130	129	413	139	669	221	182	143	116	216	132	127	188	151	256	75	69	225	185	162	105	209	174	174	353	104	403	66	233	70	311	217	122	84	251	124	168	268	110	305	253	231	315	245	141	lipid
DG 34:1	4	NA	NA	273903	207732	142150	141343	126151	141303	134172	114550	121857	91335	140667	79341	75738	144987	113271	109550	77208	45592	149499	108969	424903	86764	98656	352886	130148	119274	323875	62623	164995	36297	164358	113796	33219	72048	29246	150548	43138	114797	41863	132259	55097	93233	92383	130361	119730	94993	32702	81454	84541	90024	296604	47428	335936	98469	82595	178737	129347	33217	117839	105630	195438	172748	116359	113460	150645	82725	169626	149813	102079	lipid
GlcCer d42:1	4	NA	NA	244	249	335	271	263	374	225	271	276	356	313	329	151	306	187	337	371	121	75	313	521	169	130	1296	216	189	487	82	841	117	285	141	102	142	250	281	93	153	97	112	96	50	206	144	160	149	273	145	250	76	473	88	183	296	212	352	189	148	277	235	282	165	209	250	88	168	153	79	248	lipid
