Compound	Module	PubChem	KEGG	104	105	106	107	108	109	110	111	112	113	114	404	405	406	407	408	409	410	411	412	413	101	102	103	401	402	403	304	305	306	307	308	604	605	606	607	608	301	302	303	601	602	603	204	205	206	207	208	209	210	211	212	213	504	505	506	507	508	509	510	511	512	513	201	202	203	501	502	503	class
N-acetylglucosamine-6-phosphate	2	129630434	C00357	241	512	909	192	384	138	422	291	368	339	262	192	260	144	314	302	212	391	329	478	625	202	289	2873	125	298	372	169	376	604	349	84	201	571	224	167	415	249	132	1269	129	152	344	290	191	69	216	333	128	158	223	317	207	132	190	345	218	313	280	152	281	117	291	363	215	439	206	344	989	metabolite
Cer 58:11;2O	2	NA	NA	88726	210229	390355	34586	141885	70869	124366	78054	198887	82856	21921	31760	96388	165357	82525	437835	39227	79809	76143	468026	386301	26139	34559	638509	39803	31890	817552	26853	17098	47961	44086	19174	32553	21164	28846	52137	40407	38132	48166	41066	33452	47065	37065	48917	46991	37135	62402	38593	27070	34754	144769	67232	55080	47484	45913	68440	68462	42598	18509	195300	21486	141008	30972	97747	56928	34748	528690	226195	462225	lipid
SM 41:3;3O	2	NA	NA	60233	88769	96641	14456	27209	43895	53932	87163	51059	59688	33897	16117	27990	45590	59887	118406	58062	57577	64558	112383	555713	38995	37042	105117	36082	55716	179622	76050	34052	78846	38509	43490	65200	76011	32652	55098	64616	67015	72532	54533	77341	62454	17833	52559	44772	51714	83571	83086	107005	51985	85098	39098	54121	40117	37046	34761	273847	88727	57446	81653	19014	85333	50759	31173	17895	43275	198202	115753	98917	lipid
TG 14:0_16:0_17:1	2	NA	NA	161778	206748	153122	81915	135976	143473	179248	143902	168865	59354	95916	104050	165677	191890	165772	217429	149551	177854	138099	292196	2377329	126795	117838	616266	130850	114983	640136	178756	104233	156852	110363	130192	155719	202185	117186	121302	191936	140463	182505	105242	108483	183964	110985	136892	148331	199705	205137	175020	204444	188445	190670	89245	189204	89206	138225	306474	544987	197429	157462	213635	92600	255628	184827	135483	122649	186172	225253	228472	1527272	lipid
TG 16:0_18:1_20:0	2	NA	NA	652487	349096	383583	82075	187234	221284	150884	163431	205796	135667	77738	93858	154906	229549	101952	549926	92113	143985	151853	507289	1445741	92918	56171	3403207	72445	131261	1624785	85066	59362	104039	104608	89342	87568	63042	110575	79531	119129	112585	133304	87535	91971	107339	62731	132810	97471	147349	169038	86286	128761	112366	276673	85676	133681	103429	85207	301844	128986	99211	61010	191217	60775	187837	143316	115542	87357	175652	498666	251740	1856969	lipid
TG 16:2_18:2_18:3	2	NA	NA	46686	74617	74563	11457	51944	66385	23829	24053	30282	43731	20156	54158	67574	199536	41423	62216	25819	85280	44546	137776	2085068	44540	24413	188206	33976	59489	305870	52333	13379	48707	28066	59121	24462	59170	29146	30171	24572	29688	0	114386	109852	75663	35387	38995	37352	121309	84677	43865	71573	21612	41733	39438	31190	54413	47371	91894	70085	27037	50659	65397	19619	37017	47533	26062	17958	27814	117961	51090	337351	lipid
TG 18:0_18:1_22:0	2	NA	NA	33531	35719	50928	29661	39714	43967	34532	31019	57864	22300	30796	19376	56804	42338	36205	190568	21453	70082	44174	137136	2378245	30587	34347	611508	15233	49648	342876	75560	31878	25100	44620	28345	39406	33502	44871	44116	31580	31497	75260	31589	45344	37255	22379	43077	29425	23106	50869	30184	28771	19129	29171	52952	19392	38512	34253	57494	37433	63014	16247	60052	18661	42444	26814	34896	37661	4383	78031	56654	484188	lipid
TG 19:2_19:2_19:2	2	NA	NA	58722	70909	93051	20773	57304	49102	81927	54536	101443	42062	24166	42248	76355	311257	35402	123343	35298	45940	49255	171420	1407562	65621	56013	270546	47665	22123	495740	18620	49122	17635	46044	21259	14468	17742	19631	14931	30852	44297	27282	37907	18480	21673	43149	76986	60562	35852	56399	66331	46558	36944	36781	42073	13862	61488	53687	134233	73693	29686	36126	115948	37978	56567	50401	58623	76320	22634	194620	59774	755067	lipid
TG 44:0	2	NA	NA	118171	229754	140390	32819	50845	35290	73017	71386	53656	46202	65014	37745	40819	68471	182550	105992	39913	54537	74718	158545	1393403	92065	21137	178261	75464	37736	247087	50667	77088	86124	44264	73988	38930	73489	84234	39056	45231	51669	58703	66171	71181	34433	21749	25934	23464	197596	97947	48508	88226	44100	70723	60262	33328	21663	26904	14133	219366	139933	53538	106224	31320	82434	67249	75408	43897	46384	174960	89281	262560	lipid
TG 46:0	2	NA	NA	222011	272436	316266	123836	184417	199589	191479	173135	222521	165711	16040	132254	204232	279418	213457	361680	152919	217715	187663	471369	7159530	130999	131471	910872	162580	15020	1171957	148963	150746	243815	14656	27094	212067	210201	155246	142836	41955	173837	234811	151794	44317	179989	13847	178525	166468	211350	243921	198050	208554	190635	244663	0	207711	98396	145695	267083	32292	267726	107488	284154	128358	242620	207411	197135	154137	30364	482207	304517	1032435	lipid
TG 46:1	2	NA	NA	190383	230738	251117	104562	132953	149547	151991	144319	171150	142010	74316	69031	153054	253399	167217	271805	130966	180373	169758	350450	8530462	119117	110387	520613	83185	155678	703544	110057	114086	156852	97428	106085	101560	169043	113380	81136	184109	147031	100002	86122	115327	100478	69654	125086	104700	199247	178991	168368	190980	160335	195380	158177	169516	59665	137922	181383	453795	197208	137925	229372	100014	255479	172998	172146	98456	158836	475196	267337	743586	lipid
TG 46:2	2	NA	NA	137651	181699	165244	119178	124502	108038	130640	137115	122688	155897	108267	128699	161286	159651	170589	186067	114751	171775	141445	152215	2151423	132278	132792	192109	164897	169070	223887	222269	110560	216196	124010	177155	139252	194350	212737	94524	145886	166331	205272	162186	180947	145235	129168	167598	104827	222170	147553	165669	190130	177420	136615	159452	157055	164188	149521	156304	297389	248524	108791	180231	103695	189101	170703	158389	141978	184418	199649	213887	283608	lipid
TG 48:0	2	NA	NA	405565	377096	56616	144609	293665	290200	241826	229815	302149	222528	135481	141854	236887	376419	246371	588475	183415	264697	266595	789384	15365258	210999	171631	531574	151629	233739	2286768	228541	164850	267609	197705	174654	229962	212092	257108	132038	245539	211968	211481	170997	232537	197109	162876	213878	175726	267007	301820	231372	250223	241817	340934	236373	250035	194677	166040	312970	388310	271478	204282	376273	139101	330852	251933	283081	196662	290973	815667	421029	1617121	lipid
TG 48:1	2	NA	NA	1281686	1342502	1873893	333870	776968	615400	762962	746779	1063052	562096	301917	367611	707026	1362114	513533	2013635	442603	681369	898603	2470862	43884545	470499	408628	5482611	388058	566996	6413383	403475	372398	528220	463763	421838	405003	582690	439497	326887	520201	537460	616003	346234	385850	485335	249315	579404	393434	572525	820547	602999	670237	575922	982277	483625	687430	401243	423725	1014024	1515718	494620	552865	1329910	297721	1079599	680734	809173	391266	780072	3195153	1596520	4706441	lipid
TG 48:2	2	NA	NA	255095	394199	837191	207303	248660	253753	238610	234876	352689	253107	153766	206381	271257	408486	276876	871968	216156	314718	246955	1102207	30911973	212401	196414	2256650	263526	258526	2712054	324290	174076	349067	200078	274765	346656	351595	337435	228413	334727	248693	326816	259447	278993	230966	221201	245212	192405	313312	300241	253650	266309	274819	263809	295445	283806	273963	228716	277667	564471	372786	232800	522581	205121	355530	269354	250899	215493	264673	1490589	604312	1515126	lipid
TG 49:0	2	NA	NA	198444	168532	75850	49738	103820	118669	89413	90676	82900	70103	48332	70394	135080	143446	67995	141855	27378	88493	55698	197737	477311	107724	82170	544246	62196	54014	379883	95552	97616	98254	96064	68847	101846	95464	88440	57011	105114	93821	115054	67085	69385	42320	47695	98148	95188	118466	129938	63758	124934	142301	92949	55672	35983	50985	50286	175970	230551	124703	63273	108079	27538	139521	129981	114785	56305	146244	165816	121571	998076	lipid
TG 50:0	2	NA	NA	467925	289765	263307	87376	212038	234879	174608	144617	171098	180733	102172	83015	153809	216596	155657	289301	121050	177420	156995	343551	524437	173893	110176	1009734	128464	149167	785456	61545	111381	186617	178421	76212	68912	109153	128704	75336	118310	154134	192571	36161	77940	121895	62521	143799	116939	114615	185547	124880	161288	162964	296423	166507	126234	103064	88668	205138	180039	215748	125928	202055	58203	195568	169341	199343	115042	211515	344129	240443	1091170	lipid
TG 50:1	2	NA	NA	1728172	1251917	375320	185673	779579	595802	677767	676525	1018330	480309	248024	274464	497305	939363	432373	3249171	222642	496046	738139	3210528	70275091	290817	239269	2462125	193748	350793	11858130	215213	414806	330685	500729	198136	232627	237489	255105	272961	283853	281262	308942	223203	233307	273350	141477	371429	212000	388866	624968	307241	356590	292269	921700	244193	417044	272212	315987	813817	532811	251945	256998	1065502	216469	618815	405788	634377	243988	455865	3070029	1187800	5508762	lipid
