Compound	Module	PubChem	KEGG	104	105	106	107	108	109	110	111	112	113	114	404	405	406	407	408	409	410	411	412	413	101	102	103	401	402	403	304	305	306	307	308	604	605	606	607	608	301	302	303	601	602	603	204	205	206	207	208	209	210	211	212	213	504	505	506	507	508	509	510	511	512	513	201	202	203	501	502	503	class
valine	16	6287	C00183	410675	818921	633921	355536	454356	388380	215530	863665	144852	313940	254137	490465	564489	398712	884065	722065	236485	349423	527026	171833	484060	162797	166431	531219	92011	588010	350776	97928	95575	190476	237322	155616	235717	265401	235894	339472	39461	189858	157114	214264	227775	195175	74006	297969	342681	907436	556938	92027	624268	485431	207864	158386	359317	258141	242687	188293	124442	707750	445125	636854	126202	368365	504267	540004	31949	254719	289180	360185	547468	metabolite
tyrosine	16	6057	C00082	2048064	8412872	2031373	1549144	1125720	2170919	1194382	6025188	840406	379604	904676	7436383	4102853	3231296	2124782	3788652	3426742	861205	3062805	372338	1954283	313706	940858	1900882	593477	10521074	2227252	839829	2560143	1214054	3628957	319461	1727782	967139	1184690	1466576	742804	390836	253803	572178	436938	967648	338946	2905620	5388862	2450137	4006265	303128	5462628	2359089	3337764	217506	3541942	1221641	834750	467717	430294	5297592	2124405	5289661	1561017	5844438	2457489	2724460	620512	1557172	871888	1131987	3129385	metabolite
tryptophan	16	6305	C00078	396544	712303	200039	237170	39263	602781	190138	977457	84830	12217	57962	805165	319086	670285	186223	170072	134586	203976	46071	8566	440159	15292	36527	126954	17610	56328	111393	9869	321452	21618	269413	13557	86831	6808	14322	187913	31561	11900	5970	50072	23113	135898	35578	567612	1397223	262624	329350	96026	349731	675412	328289	9073	663710	237199	219943	14364	29632	1625403	138125	1119524	246427	366762	383428	143036	52361	37055	101209	117117	566662	metabolite
phenylalanine	16	6140	C00079	323871	1107844	514071	284447	323517	427302	227763	1267518	154818	274397	253688	626429	663705	522829	648735	996447	554437	174946	1173522	118392	564732	158498	195076	670672	330507	874359	369312	296327	214509	263290	364572	250375	367366	301698	277955	797156	180199	129346	140882	233433	157337	159898	88246	527329	1123778	1422287	1122723	83848	1480558	936704	416826	158375	1121236	400545	274373	223769	287877	1237219	601431	1529391	355801	1124011	899294	359597	230907	797346	218639	464790	989888	metabolite
methionine	16	6137	C00073	403315	724947	497964	329199	259801	395045	287193	2580885	205069	312379	216200	1201261	901476	402536	491166	812202	196913	420697	920642	85616	467810	127690	198374	321009	160564	881189	713836	224477	198981	124264	297149	91537	204200	263017	192633	356607	105026	83728	93217	129013	103944	136722	109434	450303	1643133	1193461	868567	86058	720410	560453	253564	95887	713566	288779	363050	133108	128461	801899	210094	1191074	224138	729464	840394	422012	187623	333569	225478	599620	568594	metabolite
leucine	16	6106	C00123	618893	1745368	1219382	578036	702632	973379	682788	1680070	340298	526565	429249	766426	1207719	605773	1855756	980362	927769	371084	817251	316156	1743052	291013	380965	2009099	510356	831983	622860	174203	173863	280728	402111	410724	391431	471152	409558	836643	542620	199619	295344	422616	262851	230726	166675	1026847	1020424	1205560	573033	230367	1730779	1510365	626683	593527	1565127	388444	319541	320834	310428	1543422	1242602	2300225	308781	562611	1268412	1003300	447493	820743	336600	1115005	1017448	metabolite
isoleucine	16	6306	C00407	442130	1482759	682977	470544	522760	509792	241744	1376795	173733	360139	275648	758311	913910	478181	1355162	826100	643173	174876	642549	198080	626575	183287	213194	692700	299915	865019	497519	106345	156461	299676	260922	94903	313164	281609	338519	658540	174872	124115	110311	268674	141874	111636	68664	472800	961687	1036090	625272	90044	1191534	1136725	351709	252420	1253716	328949	310688	192782	170001	1133446	783298	1935123	172443	650131	876986	540782	221763	871484	177370	766794	853158	metabolite
hydroxylamine	16	787	C00192	42038	98753	64245	42782	60683	44930	30321	86562	25106	34342	334065	56199	72229	33913	92169	77978	38794	36500	115881	58074	146813	5958	34987	74518	49250	60705	49041	82518	44952	137063	39916	34768	45387	89073	59513	100618	80231	30382	34190	55836	3799	12626	25300	54757	27571	90230	97742	17621	99900	76254	36644	45403	83474	53484	47394	33005	33489	94405	70963	113369	35331	51098	71428	52071	30069	79453	53940	91795	72584	metabolite
