#--- Experiment --------------------------------------------------------------------------
#tank5
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	7/12/2022	12/31/2000	24.262201	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.811000	0.000000	-0.000303	0.000000	0.000000	fixed f	1008.330994	6.464600	63.889000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (%air sat.) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
12-07-2022	14:25:52.198	0.761	100.322	24.266	32	0	NotOK(11)	12-07-2022	14:25:52.198	0.761	6.458	OK	12-07-2022	14:25:52.198	0.761	1008	OK
12-07-2022	14:25:53.200	1.763	100.327	24.266	32	0	NotOK(11)	12-07-2022	14:25:53.200	1.763	6.456	OK	12-07-2022	14:25:53.200	1.763	1008	OK
12-07-2022	14:25:54.200	2.763	100.307	24.269	32	0	NotOK(11)	12-07-2022	14:25:54.200	2.763	6.454	OK	12-07-2022	14:25:54.200	2.763	1008	OK
12-07-2022	14:25:55.200	3.763	100.607	24.232	32	0	NotOK(11)	12-07-2022	14:25:55.200	3.763	6.454	OK	12-07-2022	14:25:55.200	3.763	1008	OK
12-07-2022	14:25:56.200	4.763	100.348	24.264	32	0	NotOK(11)	12-07-2022	14:25:56.200	4.763	6.452	OK	12-07-2022	14:25:56.200	4.763	1008	OK
12-07-2022	14:25:57.200	5.762	100.443	24.252	32	0	NotOK(11)	12-07-2022	14:25:57.200	5.762	6.453	OK	12-07-2022	14:25:57.200	5.762	1008	OK
12-07-2022	14:25:58.199	6.761	100.486	24.247	32	0	NotOK(11)	12-07-2022	14:25:58.199	6.761	6.452	OK	12-07-2022	14:25:58.199	6.761	1008	OK
12-07-2022	14:25:59.202	7.764	100.263	24.275	32	0	NotOK(11)	12-07-2022	14:25:59.202	7.764	6.452	OK	12-07-2022	14:25:59.202	7.764	1008	OK
12-07-2022	14:26:00.202	8.765	100.123	24.292	32	0	NotOK(11)	12-07-2022	14:26:00.202	8.765	6.451	OK	12-07-2022	14:26:00.202	8.765	1008	OK
12-07-2022	14:26:01.201	9.764	100.500	24.246	32	0	NotOK(11)	12-07-2022	14:26:01.201	9.764	6.451	OK	12-07-2022	14:26:01.201	9.764	1008	OK
12-07-2022	14:26:02.199	10.762	100.147	24.288	32	0	NotOK(11)	12-07-2022	14:26:02.199	10.762	6.453	OK	12-07-2022	14:26:02.199	10.762	1008	OK
12-07-2022	14:26:03.201	11.764	100.370	24.262	32	0	NotOK(11)	12-07-2022	14:26:03.201	11.764	6.453	OK	12-07-2022	14:26:03.201	11.764	1008	OK
12-07-2022	14:26:04.201	12.764	100.555	24.239	32	0	NotOK(11)	12-07-2022	14:26:04.201	12.764	6.454	OK	12-07-2022	14:26:04.201	12.764	1008	OK
12-07-2022	14:26:05.200	13.763	100.553	24.239	32	0	NotOK(11)	12-07-2022	14:26:05.200	13.763	6.455	OK	12-07-2022	14:26:05.200	13.763	1008	OK
12-07-2022	14:26:06.205	14.768	100.555	24.239	31	0	NotOK(11)	12-07-2022	14:26:06.205	14.768	6.454	OK	12-07-2022	14:26:06.205	14.768	1008	OK
12-07-2022	14:26:07.205	15.768	100.417	24.255	32	0	NotOK(11)	12-07-2022	14:26:07.205	15.768	6.454	OK	12-07-2022	14:26:07.205	15.768	1008	OK
12-07-2022	14:26:08.205	16.768	100.474	24.248	32	0	NotOK(11)	12-07-2022	14:26:08.205	16.768	6.453	OK	12-07-2022	14:26:08.205	16.768	1008	OK
12-07-2022	14:26:09.205	17.768	100.355	24.263	32	0	NotOK(11)	12-07-2022	14:26:09.205	17.768	6.453	OK	12-07-2022	14:26:09.205	17.768	1008	OK
12-07-2022	14:26:10.204	18.767	100.421	24.255	32	0	NotOK(11)	12-07-2022	14:26:10.204	18.767	6.451	OK	12-07-2022	14:26:10.204	18.767	1008	OK
12-07-2022	14:26:11.204	19.767	100.169	24.286	32	0	NotOK(11)	12-07-2022	14:26:11.204	19.767	6.452	OK	12-07-2022	14:26:11.204	19.767	1008	OK
12-07-2022	14:26:12.209	20.772	100.439	24.253	32	0	NotOK(11)	12-07-2022	14:26:12.209	20.772	6.450	OK	12-07-2022	14:26:12.209	20.772	1008	OK
12-07-2022	14:26:13.205	21.768	100.440	24.253	32	0	NotOK(11)	12-07-2022	14:26:13.205	21.768	6.448	OK	12-07-2022	14:26:13.205	21.768	1008	OK
12-07-2022	14:26:14.205	22.768	100.323	24.267	32	0	NotOK(11)	12-07-2022	14:26:14.205	22.768	6.448	OK	12-07-2022	14:26:14.205	22.768	1008	OK
12-07-2022	14:26:15.206	23.768	100.358	24.262	32	0	NotOK(11)	12-07-2022	14:26:15.206	23.768	6.450	OK	12-07-2022	14:26:15.206	23.768	1008	OK
