INCHIKEY,Chemical.Name,PubChem.CID,uniqueID,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,p.adj
YDVDXUYJFQLPEG-CTHJWPIASA-N,DG(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z)/0:0),9543795,68,-0.843059975583472,11.7291231530033,12.5721831285868,-5.0456153396742,0.000184624624198717,13.8524883330362,-1.20178567801311,-0.484334273153838,Welch Two Sample t-test,two.sided,0.0313861861137819
