identifier,VIP
4.58_562.40,1.09229795719726
FA 18:3 (linolenic acid) ,1.09218389812701
1.95_830.57,1.09172567540534
1.30_153.14,1.09171505451962
2.18_776.52,1.09170226288016
3.86_932.88,1.09169747099754
1.98_746.56,1.09162138647877
2.42_789.58,1.09161951433851
1.83_512.49,1.09151951457076
PE 38:2 ,1.091264244319
2.12_764.55,1.09011144993936
4.70_666.68,1.08993120638252
2.49_612.51,1.08948267734044
1.88_676.54,1.08873066894958
2.38_796.55,1.08851181642045
PC 42:11|PC 20:5_22:6,1.08603331981499
1.80_694.52,1.08430135767638
PC 33:2 Isomer B,1.08384133392205
2.28_776.58,1.0833778835273
3.83_1008.90,1.08292115506402
1.48_459.30,1.08283089994023
PC 42:8 Isomer B,1.08241327044141
2.33_816.59,1.0823687813738
PC 33:4|PC 15:2_18:2,1.08211801940031
2.38_844.62,1.08181709138486
2.45_808.62,1.08080509114973
SM d42:2 Isomer B ,1.08018776183456
4.13_962.92,1.08017566491211
2.07_822.57,1.08000809535428
SM d34:1 Isomer A,1.07954453145965
4.75_371.31,1.07920133992156
2.00_581.50,1.07748338785296
1.97_812.52,1.07732849883508
LPE 16:0 ,1.07689179989782
PC 42:7 ,1.07668185873102
2.12_522.60,1.07631527774009
TG 19:2_19:2_19:2 ,1.07619885523645
2.50_586.50,1.07537569052946
2.10_713.51,1.07468564537614
2.36_598.50,1.07362835981894
2.47_699.52,1.07344616491648
PC O-40:7|PC O-26:7_14:0,1.07251843895869
4.24_419.31,1.07143152741951
2.06_801.56,1.07140589448426
2.86_874.65,1.07126527941326
2.49_636.56,1.07112495954071
PE 36:3 ,1.07056967166582
1.86_938.59,1.07023280721289
PC O-30:0|PC O-14:0_16:0,1.07016831246382
4.24_149.02,1.0700208584563
HexCer 35:1;O2,1.06942111407127
SM 41:4;O2,1.06924391833187
2.03_719.50,1.06863388413684
1.98_705.58,1.06846526226946
1.95_774.51,1.06843617647172
PE 36:2 ,1.06736527659724
1.84_711.50,1.06702776287883
PC 36:2 Isomer A,1.06600301466956
2.54_632.60,1.06435800240497
4.43_358.22,1.06426504623026
2.02_856.58,1.06425949786455
4.71_462.32,1.06414737915445
4.72_472.42,1.06341341849117
2.13_1512.10,1.06321199300339
4.63_666.68,1.06316053939607
1.48_419.32,1.06307893854219
LPE O-20:0 ,1.06300654702364
0.20_218.15,1.06248101736477
2.07_728.56,1.06233426117046
2.15_795.61,1.06173942916067
1.88_735.50,1.0617235903395
2.35_852.61,1.06143078404565
TG 52:1,1.06093084097068
2.50_610.54,1.06075388667482
PI 38:5,1.05988186334073
1.63_854.56,1.05980987074408
2.38_794.55,1.0595170512834
TG 50:3|TG 16:0_16:1_18:2,1.05871337827917
N-(eicosanoyl)sphingosine ,1.05828119731395
0.84_438.38,1.05827342709604
2.38_900.60,1.05804295413931
4.06_1026.94,1.05780590505895
3.78_892.83,1.05735811578976
2.22_752.56,1.05698985219449
3.69_966.85,1.05698520207916
Cer 55:7;O2|Cer 21:3;O2/34:4,1.05690595008582
2.03_1215.75,1.05615925883172
1.95_1634.11,1.05594517857749
PG 44:12 ,1.05558219345739
PC 37:6 ,1.05522243174777
1.75_707.47,1.05500705228058
CAR 22:6,1.05439189961819
4.54_446.32,1.0543237237006
1.95_1638.14,1.05418922568124
4.25_394.24,1.05418523027105
2.40_876.61,1.053994659251
1.84_733.61,1.05367748554337
3.86_930.84,1.05302783231616
PC P-38:3 or PC O-38:4 ,1.0528063984625
PC 40:5 Isomer B ,1.05211322428821
PC 37:7|PC 17:2_20:5,1.05192583426613
TG 54:4 ,1.05166661552008
3.53_876.81,1.05129418885505
GlcCer d34:1 ,1.05118812607177
PS 40:5 ,1.05097410748317
PC 35:3 ,1.05022240441806
2.00_776.58,1.05021956728853
PC P-40:6 or PC O-40:7 Isomer A ,1.04948435548222
4.43_624.63,1.04896378232517
4.72_358.21,1.0480751814808
2.28_767.59,1.04740599475668
TG 56:2 Isomer A ,1.04732904382072
Cer d35:1 ,1.04644593491408
1.75_808.49,1.04618033914664
2.25_755.58,1.04613023128402
2.50_588.49,1.04603015855552
SHexCer 38:5;O2,1.04600038900758
SM d32:1 Isomer A,1.04524041355437
2.16_722.51,1.04476581950906
Cer 42:7;O3|Cer 14:1;O2/28:6;O,1.04442108948825
PC 39:7|PC 17:1_22:6,1.04389647766686
1.83_883.59,1.04329182805963
1.83_882.60,1.0432094669305
2.28_740.55,1.04300847049992
1.88_850.56,1.04263320701186
2.04_722.52,1.04254586440944
2.18_828.59,1.04238658633991
4.25_750.56,1.04208389527014
1.96_823.56,1.04108212889047
PC 32:2 Isomer A,1.04105429030421
2.33_658.54,1.04086628385205
2.45_800.56,1.03886457785236
0.21_196.06,1.03825330643898
2.08_795.60,1.03817276711605
GlcCer d40:1 ,1.03795181316376
LPC 18:0 Isomer B ,1.03768210097536
PE 37:5|PE 17:0_20:5,1.03747188241402
FA 22:6 (docosahexaenoic acid) ,1.03678701344595
2.04_620.57,1.03655293132585
2.35_828.57,1.03637670044064
2.68_824.74,1.03628374423293
1.88_797.59,1.0358425505335
PC P-40:6 or PC O-40:7 Isomer B ,1.03542789523707
PI 36:1 Isomer A ,1.03533086999222
PE O-36:3 ,1.0351499386533
2.33_682.63,1.03429965289696
TG 52:4 ,1.03400970898387
0.18_152.00,1.03380521182034
2.09_770.57,1.03291180992303
2.04_720.52,1.03290317759035
3.64_890.82,1.03251027047428
3.52_952.85,1.03244462524601
2.02_778.56,1.0320699723785
TG 58:4 ,1.02944048728376
2.15_816.59,1.02896819384092
1.94_1570.09,1.02887118403644
1.72_429.79,1.0287940233568
1.76_814.56,1.02871906549048
PC 32:2 Isomer B,1.02818416595167
2.24_427.82,1.02711752454795
1.29_577.34,1.02698934691042
2.02_805.56,1.02586471384502
2.13_1518.12,1.02516191665511
PC P-38:4 or PC O-38:5 Isomer A ,1.02500735613801
2.03_1278.91,1.02463808815666
1.41_472.44,1.02461464209424
Cer 35:1;O2|Cer 14:1;O2/21:0,1.02410990480613
2.02_779.57,1.02400453023857
1.92_708.50,1.02361214821839
PC 38:5 Isomer B ,1.02359942257522
DG 45:11,1.02334522578278
PC O-35:6|PC O-15:1_20:5,1.02301875492493
PC O-40:7 ,1.02301444129154
2.49_614.51,1.02188983952411
1.88_771.52,1.02181748276518
1.88_716.56,1.02180120426136
1.99_804.54,1.02164579431573
2.03_957.77,1.02131758895001
PE O-16:1_22:6 ,1.02086894246728
4.81_371.31,1.02061809678316
4-HDoHE ,1.01973750563526
PC 36:2 Isomer B,1.01943356483902
FA 20:2 (eicosadienoic acid) ,1.0194035643317
2.01_716.56,1.01900741041131
PI 38:5 ,1.01898367632783
TG 64:2 ,1.01871601801184
4.75_408.29,1.01866678201954
1.71_916.53,1.01747713886023
2.11_654.60,1.01743759252746
1.89_728.56,1.01629411954732
1.95_568.53,1.0162851179972
PC 40:7 Isomer A ,1.01606798108993
1.91_709.50,1.01601071042963
2.24_811.60,1.01565487851243
PC P-38:4 or PC O-38:5 Isomer B ,1.01498633317724
PC O-39:9|PC O-17:3_22:6,1.01489169558268
2.40_751.54,1.01432590771286
2.34_684.56,1.01400141837011
2.16_596.56,1.01366806657513
1.75_794.57,1.0134426947577
2.09_755.56,1.01334536745132
1.96_822.56,1.01322836947143
4.54_371.32,1.01235792076926
TG 54:1 ,1.01190498101896
2.14_804.59,1.01120769429193
PC O-40:5 ,1.01093476983365
2.37_751.57,1.01092424918891
2.37_750.59,1.01068536484419
1.79_767.55,1.00990027773096
3.59_841.80,1.0098796364458
1.69_588.47,1.00957349743442
2.35_829.57,1.00907719195568
3.85_956.87,1.00903814326437
4.80_444.32,1.00901995665276
2.38_797.55,1.00881278031628
2.71_750.57,1.0084504786215
CAR 18:2 Isomer A ,1.008396916575
1.88_796.58,1.00745544459145
1.81_916.57,1.00699049497579
PE O-40:6 Isomer B ,1.00680361392085
4.44_694.70,1.00608798742753
PC P-38:5 or PC O-38:6 ,1.00484446998377
1.88_885.55,1.00242736906696
1.72_858.57,1.00201445080568
4.48_520.41,1.00193677997799
3.69_981.88,1.00190884593653
1.92_706.50,1.00124236936346
PC 42:9|PC 20:3_22:6,1.00121655709792
1.78_792.56,1.00112690253013
4.81_474.33,1.00058556074052
4.78_562.40,1.00052845844098
Cer 58:11;2O ,1.00040286478628
PC 38:8 ,0.999442286599995
2.17_807.60,0.998615853557745
1.72_754.54,0.998378625409025
2.37_600.50,0.997527519918986
PC 33:6,0.997388658873011
PC 42:11,0.997119321480889
2.13_1517.12,0.996945091575804
2.21_775.55,0.996800634298715
LNAPE 18:2/N-20:0 ,0.996085720038969
4.24_466.27,0.995342532406237
2.12_750.56,0.995265026481315
PC O-38:7|PC O-18:2_20:5,0.99495289106344
4.82_446.31,0.994859491293084
2.29_596.59,0.994685990317187
2.02_1222.83,0.994664663485319
0.18_360.24,0.994441066456609
1.39_725.52,0.993800203396214
LPC 18:2 ,0.993768725407999
PE P-36:4 or PE O-36:5 ,0.992845554910453
CAR 18:1 ,0.991456541432571
2.28_1347.88,0.991205833070285
PC 38:5 Isomer A ,0.990472695178021
1.88_625.52,0.990383025639041
DG 49:10,0.990234883613438
2.15_828.58,0.99017312849396
2.05_762.55,0.989971171665283
PC O-18:1_20:4 ,0.989571009509488
1.64_890.52,0.987631422890953
2.17_736.53,0.987327295682388
2.28_774.57,0.986885008327043
3.44_695.50,0.986835793392023
TG 58:2 ,0.986754324448557
2.11_850.63,0.986682785809223
4.80_462.32,0.985461954745652
1.99_755.57,0.985421189738998
2.03_1194.82,0.98492489451086
SM 32:1;O2,0.984697553706282
TG 56:5 Isomer A ,0.984563994529201
1.81_884.54,0.984201349554565
2.01_640.59,0.983951124450403
PC 36:3 Isomer AB,0.983918068082339
PC 35:5|PC 18:1_17:4,0.983431535940828
TG 56:1 ,0.982165737723113
1.83_768.56,0.982085969309882
PE 36:4 ,0.981971331530071
4.80_432.30,0.981143171553542
1.98_702.54,0.98099718743547
2.90_699.71,0.980720314771467
2.33_778.58,0.980212709330799
3.99_933.85,0.980185234376781
1.09_597.39,0.979016749514391
PI O-18:1_22:5 ,0.978313667289931
LPC 40:7 ,0.978033626405234
2.66_666.68,0.977854045422376
PC O-32:1|PC O-16:0_16:1,0.977400780762208
2.21_820.63,0.976515750805992
1.54_419.31,0.976113671345184
1.80_724.49,0.976063132037568
2.17_734.59,0.975943514784747
PC 38:1 ,0.975833243013095
4.79_624.63,0.97579354706621
2.56_677.49,0.974967668615243
HexCer 32:1;O2,0.974177806250734
PEtOH 16:0_16:1 ,0.974097748996711
PC O-37:6|PC O-16:2_21:4,0.973535055429817
1.54_457.27,0.973168621150982
1.89_822.60,0.972955315667018
PC 33:1 Isomer A,0.972413130703298
2.28_663.46,0.972357534265942
3.85_906.86,0.972158767168936
2.27_832.62,0.971933361965689
3.36_848.77,0.971635052648979
2.43_666.64,0.971511182845461
0.32_498.26,0.97150996000525
4.08_666.69,0.970923331802606
1.70_854.57,0.969942155240569
PI 18:1_22:4 ,0.969346044392089
1.95_735.50,0.969334068342346
PS 38:5|PS 18:0_20:5,0.96922815247763
PC 40:6 Isomer A ,0.968452963636651
2.58_810.58,0.967810459806719
0.51_552.27,0.967027707358888
PE O-38:2 ,0.966849838753836
2.20_826.55,0.966455856508784
TG 51:3 ,0.96642090945388
1.76_870.59,0.965247448833048
1.83_834.51,0.965103809829278
HexCer 34:1;O2,0.965041156814352
2.17_736.59,0.964820819166947
0.21_215.13,0.964801900260161
PI 38:3 ,0.96405176792929
Cer d34:1 Isomer B,0.963697866242608
1.92_803.53,0.963296466628684
LPC 20:5 ,0.963282012255418
2.52_943.65,0.963205676958843
PC 38:1,0.961745618699138
2.17_734.53,0.960555519738436
PC 38:3 Isomer B,0.959514742015272
1.91_850.59,0.959378994605034
PC O-42:7 or PC 42:7e ,0.958715166568929
0.29_131.08,0.958609212516485
2.06_666.60,0.958196396523385
3.64_827.66,0.957551260577298
3.84_966.86,0.957487970268195
2.03_834.60,0.957300540286713
0.18_701.19,0.956876828435419
PC 33:4|PC 14:0_19:4,0.956320922954804
PE 38:5 ,0.956228898820011
TG 53:4 ,0.955612301620336
2.26_728.60,0.955424315080652
4.48_1004.97,0.954509204471206
0.21_170.04,0.954235879773918
PC 36:4 Isomer B,0.953953051003747
SM d35:2 ,0.95370863881269
1.41_615.46,0.953574818150859
2.05_852.57,0.953491118427495
4.25_990.95,0.953393440432698
PC O-36:7|PC O-16:2_20:5,0.952859019850717
2.15_577.52,0.950937265684248
2.37_572.53,0.950909432024909
4.63_408.31,0.950888764311897
1.76_766.54,0.950078890645164
3.60_966.85,0.949792329263887
2.21_859.58,0.949022654631858
2.24_1568.16,0.948346353738629
4.63_462.32,0.947639888248382
TG 51:1 Isomer B ,0.947196040698464
2.31_850.60,0.946483859430341
1.87_773.51,0.945859725852539
4.01_1024.94,0.945048032615706
PC 38:2 Isomer A,0.944952176414986
0.22_118.05,0.944663044956657
0.21_88.04,0.944594164367587
4.18_1002.95,0.943902922403279
0.49_598.45,0.94352726818736
1.94_850.56,0.943490328738569
PI 36:3 Isomer A ,0.942755248159575
2.01_754.55,0.942508999255006
SM 42:8;O2,0.941081310322275
1.92_730.55,0.940817750324308
1.99_184.08,0.939918152083921
2.00_601.60,0.939574701364314
2.04_684.54,0.938602708072526
CAR 20:5,0.938285677405685
PE P-36:5 or PE O-36:6 ,0.937939748610922
PE O-17:1_20:4 ,0.937575961859814
1.88_730.54,0.937211370857958
2.13_625.52,0.937003511303281
1.40_1252.95,0.93680926996696
PEtOH 16:1_16:1 ,0.936642600790653
2.04_720.57,0.936464317692369
2.83_675.67,0.936175480604021
4.58_472.42,0.935791973389438
2.33_778.54,0.935443812959212
1.86_747.50,0.934529720194254
PG 36:2 ,0.932177298725462
1.56_621.49,0.93161401717093
1.80_599.51,0.931450928038677
1.54_506.42,0.93137584737219
1.91_763.54,0.931311042284805
2.04_826.60,0.930231757368247
PI 18:1_22:6 ,0.929743776570324
0.81_329.25,0.929614970176268
2.36_774.54,0.929120968372058
PC 40:5 Isomer A ,0.928679519123124
1.54_520.43,0.928651880541119
1.73_505.37,0.927944342281811
2.34_790.54,0.927813702507658
PI 40:6 ,0.927255182052979
1.76_856.58,0.926390177444527
3.73_878.81,0.926192939148924
2.04_724.52,0.924897358636379
1.89_834.59,0.924833896425653
PS 18:0_22:6 ,0.923953308174308
4.18_976.94,0.922913135727284
PC O-40:9|PC O-19:4_21:5,0.922646613351131
1.99_751.56,0.92211780038771
2.30_749.55,0.921899453559775
2.37_395.39,0.921735186476323
1.50_751.58,0.921372839114459
3.59_812.75,0.921152088783351
2.00_1108.07,0.92023768044062
PE O-18:2_18:2 ,0.919898651768867
PC 44:11,0.919423949877437
CAR 22:5,0.919395956099196
CAR 16:1,0.919010811147257
1.48_722.56,0.918992922675207
TG 53:2|TG 16:0_18:1_19:1,0.918686448942791
PC 16:1/18:4 ,0.918611670063355
0.54_528.27,0.918370312984433
4.77_484.28,0.918273840286156
2.17_698.56,0.918128733326076
CAR 16:0 ,0.917597210278688
1.98_822.53,0.917530758121392
2.26_764.66,0.917139789526713
PC O-42:10|PC O-22:5_20:5,0.916397964969941
PC O-31:1,0.915629282780531
1.40_371.32,0.914797635304689
PC 42:10 ,0.914765888009147
2.00_610.58,0.91440705959152
FA 25:0 ,0.913783225293109
1.99_896.56,0.913543017729151
2.32_864.61,0.91345477695916
1.80_672.54,0.912666395224804
2.27_857.57,0.912114904166302
1.90_639.54,0.911255994567777
4.45_1035.01,0.911077809538288
TG 52:3|TG 16:0_18:1_18:2,0.909989319875616
FA 22:4 ,0.908850037905707
1.68_597.49,0.907528540165939
2.25_1530.05,0.907500061778159
2.26_846.53,0.907303457023461
DG 38:5 ,0.90566305429991
2.81_824.73,0.904376141498563
1.89_677.56,0.903891300200056
2.17_898.57,0.903643324210414
Cer d39:2 ,0.903611973404429
4.03_1062.99,0.903590165883345
2.17_758.58,0.902149789806365
3.13_705.54,0.901712874303563
PEtOH 16:0_18:1 ,0.90035143164287
2.11_596.57,0.899499528417234
1.78_429.37,0.899252359460679
2.73_640.54,0.899092904259606
0.18_610.17,0.894016742379019
PC P-32:1 or PC O-32:2 ,0.893930612513501
TG 46:1 ,0.893524042870637
4.45_950.91,0.893456514110647
2.29_712.57,0.893243088346617
0.20_299.14,0.89260156236922
PC O-42:10|PC O-20:5_22:5,0.892242153056095
TG 48:1 ,0.89198924150437
3.72_842.68,0.891967228493423
GlcCer d42:1 ,0.891941678083511
1.88_651.53,0.891598103403373
1.87_778.56,0.891433112142754
PC 35:2 Isomer B ,0.891338454188323
3.85_827.72,0.891213554319203
2.42_792.55,0.890700436322608
0.83_482.40,0.8900890525005
2.28_607.39,0.890022236697808
0.20_273.12,0.889701048909115
4.47_978.95,0.889286047689884
0.21_218.12,0.888860769785988
0.77_556.44,0.888598789404553
TG 51:2|TG 16:0_17:1_18:1,0.888230111971452
0.24_175.12,0.888112416912136
PC 34:4 Isomer A,0.887969758409246
2.00_587.59,0.887183850872963
1.63_586.45,0.88621576287494
0.78_468.39,0.88536679993651
1.19_430.36,0.885176816428435
1.72_850.57,0.884945619573435
2.14_842.55,0.883588931696597
PMeOH 36:4 ,0.882148120188582
1.88_896.57,0.881950856310037
FA 20:1,0.88116662797036
2.17_882.60,0.881144652558982
DG 42:9,0.880668241877755
1.40_681.49,0.879719913884023
PC 40:4 Isomer A,0.879602076937974
2.03_1221.83,0.878805008595381
2.33_830.64,0.878387221254948
3.69_955.84,0.878128406838314
3.72_906.83,0.877763839193507
1.90_718.48,0.877701644748104
3.69_862.78,0.876471245927435
1.89_810.51,0.876292127911172
PC 18:0_24:5 ,0.875865258632203
TG 52:6 ,0.875633163875305
0.22_130.16,0.875494780397868
3.29_906.85,0.875310272292237
DG 34:1 ,0.874229274777282
0.28_131.13,0.873723249241544
3.86_916.85,0.873656418206566
TG 57:2 ,0.873501229850152
2.31_826.55,0.873441652508663
2.04_563.50,0.87336033890341
2.12_836.61,0.872555972834722
2.40_793.56,0.871003203729837
FA 20:4 (arachidonic acid) ,0.870417117745999
PE 16:1_18:1 ,0.870393835135855
0.78_424.36,0.870158569148764
PE P-40:6|PE P-20:1_20:5,0.869593334369192
FA 17:1,0.869512160823393
0.20_246.18,0.869452348524206
PC O-33:6 ,0.868621754622946
1.85_912.57,0.868090661515049
2.08_809.59,0.868011068996883
FA 22:2 (docosadienoic acid) ,0.867301363000536
3.52_926.82,0.867197318653542
2.38_835.62,0.867063207549095
CAR 20:1 ,0.866969598365105
2.36_762.54,0.866968396961498
0.20_178.13,0.866913590532606
2.79_750.57,0.866858442707752
PC 14:0_16:1 ,0.866079024215007
2.34_878.63,0.864592325135983
1.55_441.30,0.864548906066304
PC O-37:6 ,0.864429293846096
2.62_701.54,0.863873236923378
CL 78:14|CL 34:2_44:12,0.863429805540259
TG 50:1 ,0.862979143264553
LPC O-16:0 ,0.862794987559228
PC O-34:4|PC O-15:2_19:2,0.862345701451304
1.80_505.37,0.861896204736804
HexCer 32:0;O2,0.861838758967486
2.14_844.58,0.8614275568014
4.43_936.90,0.861311201512229
2.28_694.63,0.861258919756318
CoQ10,0.860576831521038
0.57_489.26,0.860351245903117
TG 16:0_18:1_20:0 ,0.860205111506675
3.52_824.77,0.859939830114638
2.06_868.58,0.859699974187061
4.05_907.83,0.859610575636373
3.70_878.81,0.859485722335814
4.26_885.80,0.858885663707021
TG 54:0 ,0.858304548044613
2.24_734.51,0.8583034604403
0.51_554.28,0.858105525664072
3.69_852.80,0.857729916999232
1.78_912.58,0.857719135195732
1.89_811.51,0.857364289537291
PC P-38:4 or PC O-38:5 Isomer C,0.857235023307902
2.40_822.56,0.85705073790113
1.89_714.54,0.8568191246437
2.30_849.64,0.856297802008648
2.08_704.56,0.856101835028883
Cer 34:1;O2|Cer 14:1;O2/20:0,0.855600613351052
2.21_842.60,0.855577299218113
PC 36:2,0.855439140324909
3.44_964.82,0.854943553065688
0.20_453.21,0.854844288817325
PE P-38:5 or PE O-38:6 ,0.854413074153166
1.39_703.51,0.85399440807133
LPE 22:6 ,0.853958024262517
SM 41:6;O2,0.853509931641621
0.21_227.07,0.851895276469528
3.52_953.84,0.851595885451895
3.99_895.85,0.850554220153673
PE 38:4|PE 18:0_20:4,0.849979702715542
4.56_666.68,0.849723471054128
PC 40:9|PC 20:4_20:5,0.849153577321941
1.84_721.48,0.84907204213983
1.80_721.48,0.847186956736003
4.59_751.56,0.847028478814406
PC 39:6,0.846931704203185
2.03_1235.84,0.846417501625202
1.76_886.56,0.84616306522198
0.18_141.06,0.845691925458266
0.22_236.08,0.845283850599539
2.25_764.58,0.843215831943624
2.04_724.53,0.843143806772955
SM d36:4 ,0.842629033639356
1.32_548.43,0.841802656220903
0.19_275.11,0.841715398624676
0.62_450.36,0.840524144165466
0.77_600.47,0.84034579445639
1.13_228.20,0.839264684673261
2.12_807.60,0.839072466685676
2.03_773.59,0.83902609502392
1.81_720.51,0.838920557069792
2.25_1556.15,0.838232486850279
2.54_778.58,0.837789594536531
PC 42:9 ,0.83700136693555
2.04_884.61,0.8368063430997
PC O-38:7|PC O-26:7_12:0,0.83642213152584
3.81_793.61,0.835085974696506
TG 53:6 ,0.834861891357594
2.11_916.61,0.8342618346645
4.25_976.93,0.833120733907713
1.96_876.57,0.832690511115997
PC 31:1 ,0.832513334740139
LPC 22:6 ,0.832300673872786
LPE 20:4 ,0.8313438397848
LPE 18:0 ,0.830300703636802
2.00_728.55,0.829945076593299
15-OxoETE ,0.828283916486784
0.76_688.52,0.82794096482567
Cer 22:0;2O/26:0 ,0.827580978259439
0.97_496.42,0.82687647557555
PC 34:4 Isomer B ,0.826801819341336
1.81_890.57,0.826655433785082
PI 18:0_20:2 ,0.826154945263067
1.69_780.48,0.825842985050149
CAR 18:0 Isomer A ,0.825278227700351
1.39_413.27,0.825076211449847
PC 40:3 ,0.824672089652877
1.67_802.55,0.822781311066204
2.48_762.55,0.82262003200899
1.43_1310.99,0.822508137582764
2.62_677.49,0.822338855885851
1.91_904.58,0.821746299283422
4.18_977.93,0.8215201033591
PE 38:4 ,0.821311947271388
2.06_860.62,0.820319078717024
2.03_872.57,0.819836782317537
1.79_814.54,0.819831512967921
2.13_754.57,0.819700979902919
1.13_463.29,0.819423880734043
0.78_512.42,0.819018739541299
4.06_750.55,0.818648817811314
1.08_554.46,0.818465906561062
2.44_696.65,0.818248294972581
PE 36:0;O|PE 18:0_18:0;O,0.817669317036832
SM 43:6;O2,0.817533857662907
2.26_710.59,0.817453786047517
1.39_391.29,0.817332922773257
PC O-37:6|PC O-13:0_24:6,0.816912026444406
2.42_764.56,0.816803861998781
4.46_472.42,0.815744217834353
1.80_784.49,0.815703223819096
PI 34:2 ,0.815400733275291
PC 41:6|PC 19:0_22:6,0.815277905262807
1.13_487.45,0.815268048314694
1.40_659.48,0.815241201254899
3.91_925.91,0.815237734429408
0.19_197.10,0.815185697649094
1.55_809.62,0.815176346038207
3.84_864.81,0.815065357673146
Cer d42:3 ,0.814561055792936
3.85_890.83,0.814102742665958
PI 36:5 ,0.813030680147992
0.19_558.15,0.812883645874622
PC O-40:10|PC O-20:5_20:5,0.812722827346964
4.07_910.83,0.812170803264832
2.10_761.53,0.811454032930106
1.13_473.43,0.811196159859756
0.54_489.26,0.810659513471794
0.45_626.35,0.81061130889267
3.69_890.82,0.809984849014118
1.83_820.58,0.809714776795935
Cer d41:2 ,0.808673793512889
2.03_700.57,0.808669474147558
1.38_1194.91,0.806868347643054
0.20_520.33,0.805859916270313
4.05_1017.96,0.805182284691099
0.44_368.29,0.804757783271697
1.39_279.16,0.804542149912675
0.23_190.14,0.804350657484974
TG 53:3|TG 17:0_18:1_18:2,0.804190169258746
3.11_878.82,0.803270570162431
0.44_267.17,0.801967691015007
1.75_540.50,0.801732777386685
4.46_1021.00,0.800409225936395
2.53_603.53,0.80012894990304
NAE 4:0,0.799998061170854
CAR 20:2,0.799996575437115
0.79_336.31,0.799678061896855
0.21_146.05,0.798508592087369
0.29_428.38,0.79795685917077
4.30_941.80,0.797763418675615
2.25_754.56,0.797490203915775
2.10_646.58,0.797424118537666
3.44_922.77,0.797154001487783
PE P-37:6|PE P-17:1_20:5,0.797105732656139
1.44_368.43,0.796652422710176
1.89_568.53,0.796344286337968
0.19_344.15,0.796164987948881
0.19_437.24,0.795976209860495
1.40_635.49,0.794579500960367
PC 35:1 Isomer A,0.794520278926883
1.39_429.24,0.794087456478653
2.08_603.53,0.793551554200508
1.91_1502.03,0.792555521574249
2.24_760.53,0.792086363985067
1.62_844.55,0.791367722920883
1.13_424.28,0.79129712532645
1.35_1136.86,0.791016086832296
0.50_596.33,0.790828734250615
PI 36:3 Isomer B ,0.790388452671562
4.12_901.76,0.79035826777455
2.41_752.55,0.790097815761012
2.21_823.61,0.789665353238784
0.27_173.10,0.789087712261884
2.07_788.54,0.787615829156023
FA 20:3 (eicosatrienoic acid) ,0.786461059570656
DG 40:5,0.786378643341376
0.44_372.31,0.78634236365083
0.28_258.19,0.786287667748498
4.12_920.87,0.785628552527694
2.42_726.59,0.784561278083294
PC 44:7,0.784312924903908
1.77_611.50,0.783893847909843
2.23_777.53,0.783469092899215
2.19_730.56,0.782387418907361
2.38_819.65,0.782248330072524
SM d32:2 ,0.781663347426175
1.90_762.53,0.780799316042105
1.98_848.58,0.780611399647721
1.90_613.52,0.780500190120995
1.19_473.43,0.780426664273202
0.19_143.08,0.780371559148732
2.12_1514.10,0.780225647116097
PC 38:2 Isomer B,0.780171686555946
2.08_749.57,0.778783416732538
2.13_750.55,0.777940341630173
2.05_836.58,0.777888176887626
2.55_803.64,0.777847965267404
2.08_796.58,0.776338139692705
1.38_606.47,0.775561620495074
1.76_877.56,0.775075930302362
2.34_830.59,0.773979830920096
2.40_862.63,0.773585336153226
4.82_472.40,0.773527248983063
1.85_638.57,0.773185142218357
0.19_193.16,0.771922826499076
1.19_487.45,0.770224419209785
1.67_411.38,0.770027993960676
2.19_977.78,0.768793767309796
2.16_788.58,0.768393483306475
FA 18:2 (linoleic acid) ,0.767910298568752
1.62_506.41,0.767896745544255
2.35_806.49,0.767383192328779
1.90_834.53,0.766940229601923
1.17_904.69,0.765845968541661
Cer 18:2;2O/24:1 ,0.765527549895005
1.83_880.58,0.765143373397835
5-HETE ,0.764902164973065
2.08_872.56,0.764155772190884
3.79_918.85,0.763953703411935
PC 40:9|PC 18:3_22:6,0.761510475762471
3.84_892.84,0.761086480930146
2.13_1560.10,0.760674511375835
3.44_907.73,0.76060357035966
PC 38:4 Isomer A ,0.759315906594518
0.19_268.07,0.757843609259781
1.95_896.55,0.757649073545559
TG 62:1 ,0.757495685922666
TG 58:1|TG 16:0_24:0_18:1,0.75744059946088
2.49_792.56,0.75713225315666
4.51_472.42,0.75702490137075
1.63_788.53,0.757002469386007
4.36_520.41,0.755921783781477
1.70_690.51,0.755516695576281
4.25_974.91,0.75533952971212
0.19_303.13,0.754509868189831
PC 36:5 Isomer C ,0.754349509654182
0.49_478.32,0.753921017435183
PE 18:0_22:3 ,0.753833146333317
PC 39:8,0.751201610044602
2.00_839.60,0.751089033673057
TG 64:1 ,0.751011926371777
NAE 9:0,0.750879837525617
1.43_664.51,0.750157387738391
0.75_732.55,0.749838690557386
4.26_948.90,0.7495389117806
2.54_776.58,0.748341928584493
1.53_780.59,0.747072348947084
TG O-55:8|TG O-17:4_19:2_19:2,0.746126019955383
DG 47:10,0.745997396713402
PE P-37:5|PE P-17:0_20:5,0.74569522220996
TG 55:7 ,0.744249531082939
3.45_831.82,0.743624347166652
PE P-39:6|PE P-19:1_20:5,0.743578017680374
2.19_836.58,0.743492213056693
0.78_275.26,0.742700723679153
2.19_767.56,0.741568685136159
