uniqueID,VIP
413,1.85695055094166
145,1.74847729100946
158,1.7002010352455
411,1.68806246752966
273,1.5627210313336
88,1.54486192720252
85,1.52561795149044
92,1.52332310085419
79,1.51955324214427
533,1.4827876202469
86,1.48100823582512
410,1.46506420849175
482,1.45974258771532
217,1.44746009554159
268,1.44602727484846
82,1.44180964059208
87,1.44112449176672
450,1.41121761944049
160,1.40829462740085
104,1.39141944942925
84,1.3879203263857
266,1.38152939636226
272,1.36933848249518
371,1.36726742168337
415,1.35408340331631
93,1.35121695364823
399,1.34501657734607
6,1.34008008550682
18,1.33951304795584
4,1.33343033398443
155,1.3282672047305
265,1.32076458545606
161,1.31403754611309
457,1.31040703976663
293,1.30702690431617
154,1.30700151548652
330,1.3016187059923
373,1.30038341708683
41,1.30036933500651
61,1.29873833664888
243,1.29774082653654
94,1.28516447015094
216,1.28221847671359
264,1.28066770443436
436,1.28011248851116
456,1.27513459911
580,1.27394838248615
212,1.27370074970209
289,1.27338574320104
157,1.25597511503868
483,1.25072036413901
418,1.2498526082488
304,1.23814774815972
193,1.23183407060383
408,1.22562045888342
140,1.22559501751784
370,1.20897801407245
401,1.20276113529031
269,1.19694180232072
211,1.19661753558261
466,1.1960436650263
124,1.19582746127866
368,1.19557585622754
400,1.19340160222745
376,1.18832264062594
89,1.18773414341183
106,1.18635203416036
372,1.18588103260208
279,1.17846010995436
288,1.17668318547423
435,1.17474188551273
68,1.1746644700515
267,1.17351543965557
395,1.17222380745156
432,1.1662197110784
107,1.16543705591325
552,1.16480615023892
387,1.15726205516102
256,1.1549318903953
80,1.15422129868011
367,1.15297231009079
488,1.14954349640702
397,1.14932958131651
581,1.14747889924009
90,1.14543713136104
579,1.14242704103122
184,1.13960152287316
379,1.13773989414065
582,1.13284505923101
3,1.13040444785091
578,1.12984497490473
531,1.12263004434746
565,1.12169127056533
125,1.12090911707463
319,1.1203769917704
151,1.11808648998582
521,1.11686895297464
10,1.11046461012064
459,1.10696880327204
577,1.10651264417015
171,1.10538341337519
128,1.10515338431355
5,1.10404952956566
58,1.10265191571379
81,1.10067222506724
189,1.09734587240654
19,1.09692278523309
66,1.0957695976292
246,1.09529929689031
105,1.09431793913967
123,1.09419768084454
563,1.09249687891062
263,1.09010690223529
528,1.08913534842501
225,1.08784928059156
554,1.08241374750447
271,1.08198701288383
36,1.08035559241351
176,1.08001289608983
393,1.07988348342594
557,1.0742744337518
290,1.07277763248724
245,1.07197179233651
174,1.07171693831877
219,1.07062373673781
510,1.06931006651704
139,1.06774635406065
549,1.06737880745454
144,1.06656935365057
583,1.06613802994549
250,1.06482745277869
593,1.06419596019408
414,1.06400519520615
223,1.063742295804
515,1.06272483064822
248,1.0614692426929
321,1.0605317942639
247,1.05900241616626
136,1.05859957132299
404,1.05800666153032
192,1.0550973294485
441,1.05428962245627
99,1.04992247587105
532,1.04748566849074
318,1.047343680238
576,1.04598595178873
599,1.04458498780273
600,1.04377635990112
591,1.04353565271775
589,1.04266424034373
222,1.03919853574448
556,1.0342249950935
490,1.03319004497965
146,1.03264023553029
537,1.03136401255183
118,1.03097235824564
17,1.03035280933481
375,1.02964737445647
137,1.02919251959231
254,1.02876169838202
547,1.02841786682828
427,1.02795659808828
564,1.02561580432679
108,1.02552325465563
405,1.0247361888616
300,1.02382556372579
224,1.02204395113542
569,1.02126539553636
320,1.02056632828213
156,1.01760806568739
287,1.01690186611393
394,1.01408897331767
270,1.01315647906004
536,1.01220987238576
555,1.01179786322212
553,1.01161929447215
91,1.01078559509795
448,1.01031608161668
509,1.00780692229965
194,1.00761912905099
197,1.00631402522068
548,1.00626533404984
568,1.00578470170912
442,1.00569227049308
601,1.00446709450897
454,1.00150387081806
366,1.00001669727166
316,0.999087488631055
424,0.998836264876274
122,0.998385728445535
426,0.997770623737419
100,0.997667296315956
138,0.997575976816634
489,0.997377977799262
12,0.993883060071455
561,0.992342220578479
220,0.992096749610577
594,0.991968710344846
177,0.991955190069149
55,0.989266873239784
195,0.988439200291006
590,0.987473386665092
172,0.985896796738392
419,0.983206605777717
559,0.977198382602418
566,0.976184470181902
178,0.975161821590647
54,0.974562080846636
67,0.972886297798981
7,0.971380526875303
575,0.967934038446257
558,0.967256514616767
588,0.96719944215551
16,0.963430590647739
47,0.96316650006052
484,0.963112345916034
407,0.961552212809745
544,0.959439287136867
310,0.956889483853308
215,0.95270594657749
