#--- Experiment --------------------------------------------------------------------------
#tank3
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/1/2022	12/31/2000	21.276000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.000000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.311000	16.743000	44.423000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (%air sat.) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
08-07-2022	17:57:00.561	0.478	NaN	-1.930	1	1	NotOK(12)	08-07-2022	17:57:00.561	0.478	30.071	OK	08-07-2022	17:57:00.561	0.478	1014	OK
08-07-2022	17:57:01.559	1.476	NaN	-1.198	1	1	NotOK(12)	08-07-2022	17:57:01.559	1.476	30.071	OK	08-07-2022	17:57:01.559	1.476	1014	OK
08-07-2022	17:57:02.562	2.478	NaN	-1.798	1	1	NotOK(12)	08-07-2022	17:57:02.562	2.478	30.072	OK	08-07-2022	17:57:02.562	2.478	1014	OK
08-07-2022	17:57:03.564	3.480	NaN	-1.409	1	1	NotOK(12)	08-07-2022	17:57:03.564	3.480	30.072	OK	08-07-2022	17:57:03.564	3.480	1014	OK
08-07-2022	17:57:04.562	4.478	NaN	-1.377	1	1	NotOK(12)	08-07-2022	17:57:04.562	4.478	30.079	OK	08-07-2022	17:57:04.562	4.478	1014	OK
08-07-2022	17:57:05.562	5.478	NaN	0.315	1	1	NotOK(12)	08-07-2022	17:57:05.562	5.478	30.096	OK	08-07-2022	17:57:05.562	5.478	1014	OK
08-07-2022	17:57:06.563	6.479	NaN	-2.442	1	1	NotOK(12)	08-07-2022	17:57:06.563	6.479	30.116	OK	08-07-2022	17:57:06.563	6.479	1014	OK
08-07-2022	17:57:07.560	7.476	NaN	0.388	1	1	NotOK(12)	08-07-2022	17:57:07.560	7.476	30.138	OK	08-07-2022	17:57:07.560	7.476	1014	OK
08-07-2022	17:57:08.571	8.487	NaN	-1.243	1	1	NotOK(12)	08-07-2022	17:57:08.571	8.487	30.147	OK	08-07-2022	17:57:08.571	8.487	1014	OK
08-07-2022	17:57:09.561	9.478	NaN	-0.351	1	1	NotOK(12)	08-07-2022	17:57:09.561	9.478	30.146	OK	08-07-2022	17:57:09.561	9.478	1014	OK
08-07-2022	17:57:10.568	10.485	NaN	-1.436	1	1	NotOK(12)	08-07-2022	17:57:10.568	10.485	30.135	OK	08-07-2022	17:57:10.568	10.485	1014	OK
08-07-2022	17:57:11.576	11.493	NaN	-1.713	1	1	NotOK(12)	08-07-2022	17:57:11.576	11.493	30.126	OK	08-07-2022	17:57:11.576	11.493	1014	OK
08-07-2022	17:57:12.571	12.488	NaN	-1.666	1	1	NotOK(12)	08-07-2022	17:57:12.571	12.488	30.122	OK	08-07-2022	17:57:12.571	12.488	1014	OK
08-07-2022	17:57:13.562	13.479	NaN	-2.321	1	1	NotOK(12)	08-07-2022	17:57:13.562	13.479	30.124	OK	08-07-2022	17:57:13.562	13.479	1014	OK
