crab.ID,Module,value,treatment,day,treatment_day
101,14,-0.00977757409919215,13,3,13_3
101,0,0.116934566898611,13,3,13_3
101,13,0.0316913673464576,13,3,13_3
101,3,-0.0320830284744499,13,3,13_3
101,6,-0.046719211735018,13,3,13_3
101,15,-0.0399386492268673,13,3,13_3
101,9,-0.036476733640913,13,3,13_3
101,4,-0.0248801292742322,13,3,13_3
101,1,0.0432533075618039,13,3,13_3
101,12,0.00910167820341531,13,3,13_3
101,5,0.0550188694242736,13,3,13_3
101,7,0.0974193948903852,13,3,13_3
101,8,0.172071588924546,13,3,13_3
101,11,-0.0362873325655425,13,3,13_3
101,2,-0.0616676755806136,13,3,13_3
101,10,0.0681531536651318,13,3,13_3
102,14,0.0147108550224161,13,3,13_3
102,0,0.0394483775505529,13,3,13_3
102,13,0.0211922102752676,13,3,13_3
102,3,0.0395187807098084,13,3,13_3
102,6,-0.0378738638824398,13,3,13_3
102,15,0.0379985575640336,13,3,13_3
102,9,0.13099234780146,13,3,13_3
102,4,-0.00786912230604323,13,3,13_3
102,1,0.139883721091932,13,3,13_3
102,12,0.0461668695226197,13,3,13_3
102,5,0.0327227936647753,13,3,13_3
102,7,0.163710126153134,13,3,13_3
102,8,0.0885034511377959,13,3,13_3
102,11,0.000408463084052837,13,3,13_3
102,2,-0.0902302443108973,13,3,13_3
102,10,-0.0122057363862049,13,3,13_3
103,14,-0.0575557991148853,13,3,13_3
103,0,-0.0992870726921695,13,3,13_3
103,13,0.258939880924487,13,3,13_3
103,3,0.0521472809340348,13,3,13_3
103,6,-0.0955628310714968,13,3,13_3
103,15,-0.100824177990082,13,3,13_3
103,9,0.0313649163152596,13,3,13_3
103,4,0.31812982314966,13,3,13_3
103,1,0.222662932266903,13,3,13_3
103,12,0.110275845196447,13,3,13_3
103,5,0.194281939489399,13,3,13_3
103,7,-0.205118284505974,13,3,13_3
103,8,0.493055527365683,13,3,13_3
103,11,0.235833581060731,13,3,13_3
103,2,0.312571605251827,13,3,13_3
103,10,0.333768953355998,13,3,13_3
104,14,-0.0703822362281112,13,22,13_22
104,0,0.0382307210333674,13,22,13_22
104,13,0.0831842820526806,13,22,13_22
104,3,0.0471047109526099,13,22,13_22
104,6,0.0716882590864103,13,22,13_22
104,15,0.0304614108657023,13,22,13_22
104,9,0.093973682991462,13,22,13_22
104,4,0.209901286466838,13,22,13_22
104,1,0.131880848857176,13,22,13_22
104,12,0.16874473212482,13,22,13_22
104,5,0.037869045685887,13,22,13_22
104,7,0.144361815466651,13,22,13_22
104,8,-0.0892875436188488,13,22,13_22
104,11,-0.0111099059157481,13,22,13_22
104,2,0.0973280010009083,13,22,13_22
104,10,0.0307152891304757,13,22,13_22
105,14,0.116871598816545,13,22,13_22
105,0,-0.0101213279016381,13,22,13_22
105,13,-0.0516179296026855,13,22,13_22
105,3,-0.0202185877875416,13,22,13_22
105,6,0.0468981355158354,13,22,13_22
105,15,0.0916189512721875,13,22,13_22
105,9,0.043070500292616,13,22,13_22
105,4,0.0189125063179685,13,22,13_22
105,1,-0.0364803037631357,13,22,13_22
105,12,0.00120390041161678,13,22,13_22
105,5,-0.0786832742078611,13,22,13_22
105,7,-0.143668708244103,13,22,13_22
105,8,-0.0202849367949439,13,22,13_22
105,11,-0.0869150747037422,13,22,13_22
105,2,0.119433215753714,13,22,13_22
105,10,0.207884806756793,13,22,13_22
106,14,-0.0298634756469022,13,22,13_22
106,0,0.102836388802809,13,22,13_22
106,13,-0.0720660127640378,13,22,13_22
106,3,0.00831937515424632,13,22,13_22
106,6,0.0661629671978553,13,22,13_22
106,15,0.0047844272620796,13,22,13_22
106,9,0.0320415284086646,13,22,13_22
106,4,0.132312000741251,13,22,13_22
106,1,0.00798521690598784,13,22,13_22
106,12,0.0919359852792383,13,22,13_22
106,5,-0.0688903985024945,13,22,13_22
106,7,0.0259631394228354,13,22,13_22
106,8,-0.0211202180001354,13,22,13_22
106,11,-0.0907735114517604,13,22,13_22
106,2,0.139933794511705,13,22,13_22
106,10,-0.00266922196781609,13,22,13_22
107,14,-0.0726892498465342,13,22,13_22
107,0,0.0622035794571293,13,22,13_22
107,13,-0.0604927486553985,13,22,13_22
107,3,0.0290231659496642,13,22,13_22
107,6,-0.0466710245694763,13,22,13_22
107,15,0.0211995107285668,13,22,13_22
107,9,0.00370077884987407,13,22,13_22
107,4,0.0666388042012069,13,22,13_22
107,1,0.122455535337963,13,22,13_22
107,12,0.144641691067121,13,22,13_22
107,5,-0.00237867291053775,13,22,13_22
107,7,0.158248728193491,13,22,13_22
107,8,-0.0667857444466826,13,22,13_22
107,11,-0.0890573399840661,13,22,13_22
107,2,-0.0934272507332037,13,22,13_22
107,10,0.0968928723440551,13,22,13_22
108,14,0.0122118611567361,13,22,13_22
108,0,0.0175246721043417,13,22,13_22
108,13,-0.0714633652524717,13,22,13_22
108,3,-0.06523498095961,13,22,13_22
108,6,-0.128909805277173,13,22,13_22
108,15,-0.0956437749755219,13,22,13_22
108,9,-0.0674653675140087,13,22,13_22
108,4,-0.00395587818175458,13,22,13_22
108,1,-0.00370864862473999,13,22,13_22
108,12,0.0174207972348385,13,22,13_22
108,5,-0.0898898475163983,13,22,13_22
108,7,0.080753744728957,13,22,13_22
108,8,-0.056162292261383,13,22,13_22
108,11,-0.0533060963470009,13,22,13_22
108,2,0.0408355338193572,13,22,13_22
108,10,0.0941440783749515,13,22,13_22
109,14,-0.00265440186638123,13,22,13_22
109,0,0.0265242955705666,13,22,13_22
109,13,-0.0304462027214527,13,22,13_22
109,3,-0.0400094487233655,13,22,13_22
109,6,0.0365685353356102,13,22,13_22
109,15,-0.0302197078693145,13,22,13_22
109,9,0.0230202779573233,13,22,13_22
109,4,0.115082133589597,13,22,13_22
109,1,-0.0205611092538099,13,22,13_22
109,12,0.0572819040269084,13,22,13_22
109,5,-0.0631965007811944,13,22,13_22
109,7,-0.0154065583069197,13,22,13_22
109,8,0.0243591122789264,13,22,13_22
109,11,0.208122861965443,13,22,13_22
109,2,-0.00219583379044436,13,22,13_22
109,10,-0.0336371247468741,13,22,13_22
110,14,-0.067352264274378,13,22,13_22
110,0,-0.0131658618413047,13,22,13_22
110,13,0.12879430710776,13,22,13_22
110,3,0.0482625550261813,13,22,13_22
110,6,0.0816557162464345,13,22,13_22
110,15,0.221972856886197,13,22,13_22
110,9,0.12846846472276,13,22,13_22
110,4,0.0503460875377213,13,22,13_22
110,1,0.105684540514312,13,22,13_22
110,12,0.0600797457249192,13,22,13_22
110,5,0.267657567248044,13,22,13_22
110,7,0.137822452041858,13,22,13_22
110,8,0.0934163016286765,13,22,13_22
110,11,-0.0459435146158783,13,22,13_22
110,2,0.0519841567077723,13,22,13_22
110,10,0.216699851506761,13,22,13_22
111,14,-0.0511731353909587,13,22,13_22
111,0,-0.016426515830231,13,22,13_22
111,13,-0.0361338616705913,13,22,13_22
111,3,0.0972638062073548,13,22,13_22
111,6,0.107551317542352,13,22,13_22
111,15,0.0307808530307394,13,22,13_22
111,9,0.0384302396200456,13,22,13_22
111,4,0.0650881834464622,13,22,13_22
111,1,0.0944968714180395,13,22,13_22
111,12,0.145077111028726,13,22,13_22
111,5,-0.0279975866011516,13,22,13_22
111,7,0.0176076795728436,13,22,13_22
111,8,-0.0247771911084851,13,22,13_22
111,11,-0.0870648782631841,13,22,13_22
111,2,0.03570013616718,13,22,13_22
111,10,0.0533895526776782,13,22,13_22
112,14,-0.0549196194802118,13,22,13_22
112,0,-0.10541888546327,13,22,13_22
112,13,0.214075446497929,13,22,13_22
112,3,0.0372363411316388,13,22,13_22
112,6,-0.0449283493935154,13,22,13_22
112,15,0.143127616227547,13,22,13_22
112,9,-0.00399943704119083,13,22,13_22
112,4,0.133310562424425,13,22,13_22
112,1,0.135261358906063,13,22,13_22
112,12,0.0474975595146797,13,22,13_22
112,5,0.256600012503466,13,22,13_22
112,7,0.194496611336575,13,22,13_22
112,8,0.0614750446673649,13,22,13_22
112,11,0.0504485783767326,13,22,13_22
112,2,0.0808962444195227,13,22,13_22
112,10,0.105800825205675,13,22,13_22
113,14,-0.0373409147270034,13,22,13_22
