term,estimate,std.error,statistic,p.value
(Intercept),8.88505245806122,0.242735840194571,36.6037930407771,4.36841056519005e-16
treatment30C,0.551473861190931,0.343280317277191,1.60648261329131,0.129009732665418
treatment5C,-1.31097287241629,0.343280317277191,-3.8189572965167,0.00167697108885496
