term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
treatment,30C-13C,0,0.414050567014767,-0.00252969718870188,0.830630831218236,0.0517512854662423
treatment,5C-13C,0,-1.40673538004407,-1.82331564424754,-0.990155115840602,1.1100897978622e-11
treatment,5C-30C,0,-1.82078594705884,-2.23736621126231,-1.40420568285537,0
