term,estimate,std.error,statistic,p.value
(Intercept),8.76777842022763,0.168800540518336,51.9416489621679,2.38568278416741e-18
treatment30C,0.327681304028148,0.23872001373694,1.37265953909185,0.190034349046608
treatment5C,-1.34111941671062,0.23872001373694,-5.61795969980331,4.89902538937964e-05
