term,estimate,std.error,statistic,p.value
(Intercept),8.44518232061525,0.262405183192022,32.1837481176401,2.94251046792434e-15
treatment30C,0.803114589460541,0.371096968907155,2.16416370046254,0.0469949008442761
treatment5C,-1.09905348722678,0.371096968907155,-2.96163423393995,0.00970125731658772
