Parameter,Estimate,Std. Error,z value,Pr(>|z|),Coefficient,CI_low,CI_high,p
(Intercept),8.81191836973497,0.113888457367896,77.3732349475034,0,8.81191836973497,8.81191836973497,8.81191836973497,0
as.factor(treatment)30C,0.40672325268727,0.161103794443428,2.52460380646151,0.0115828790738375,0.40672325268727,0.40672325268727,0.40672325268727,0
as.factor(treatment)5C,-1.42584423079277,0.161049332909883,-8.85346250760697,8.48451933990645e-19,-1.42584423079277,-1.42584423079277,-1.42584423079277,0
day.sc,0.239370491805596,0.0673943665099777,3.55178784520747,0.000382623231847886,0.239370491805596,0.239370491805596,0.239370491805596,0
