#--- Experiment --------------------------------------------------------------------------
#tank6
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/1/2022	12/31/2000	21.276000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.000000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.311000	16.743000	44.423000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (%air sat.) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
08-07-2022	19:27:00.952	0.658	NaN	-0.853	1	1	NotOK(12)	08-07-2022	19:27:00.952	0.658	30.485	OK	08-07-2022	19:27:00.952	0.658	1014	OK
08-07-2022	19:27:01.952	1.658	NaN	-0.703	1	1	NotOK(12)	08-07-2022	19:27:01.952	1.658	30.484	OK	08-07-2022	19:27:01.952	1.658	1014	OK
08-07-2022	19:27:02.950	2.656	NaN	-3.597	1	1	NotOK(12)	08-07-2022	19:27:02.950	2.656	30.483	OK	08-07-2022	19:27:02.950	2.656	1014	OK
08-07-2022	19:27:03.979	3.685	NaN	-2.006	1	0	NotOK(12)	08-07-2022	19:27:03.979	3.685	30.483	OK	08-07-2022	19:27:03.979	3.685	1014	OK
08-07-2022	19:27:04.954	4.659	NaN	-1.482	1	1	NotOK(12)	08-07-2022	19:27:04.954	4.659	30.488	OK	08-07-2022	19:27:04.954	4.659	1014	OK
08-07-2022	19:27:05.956	5.661	NaN	-0.890	1	1	NotOK(12)	08-07-2022	19:27:05.956	5.661	30.494	OK	08-07-2022	19:27:05.956	5.661	1014	OK
08-07-2022	19:27:06.953	6.658	NaN	-0.599	1	1	NotOK(12)	08-07-2022	19:27:06.953	6.658	30.500	OK	08-07-2022	19:27:06.953	6.658	1014	OK
08-07-2022	19:27:07.953	7.658	NaN	-0.306	1	0	NotOK(12)	08-07-2022	19:27:07.953	7.658	30.504	OK	08-07-2022	19:27:07.953	7.658	1014	OK
08-07-2022	19:27:08.954	8.659	NaN	0.056	1	0	NotOK(12)	08-07-2022	19:27:08.954	8.659	30.507	OK	08-07-2022	19:27:08.954	8.659	1014	OK
08-07-2022	19:27:09.954	9.660	NaN	-0.534	1	0	NotOK(12)	08-07-2022	19:27:09.954	9.660	30.507	OK	08-07-2022	19:27:09.954	9.660	1014	OK
08-07-2022	19:27:10.963	10.669	NaN	-1.372	1	1	NotOK(12)	08-07-2022	19:27:10.963	10.669	30.504	OK	08-07-2022	19:27:10.963	10.669	1014	OK
08-07-2022	19:27:11.954	11.660	NaN	-1.662	1	0	NotOK(12)	08-07-2022	19:27:11.954	11.660	30.499	OK	08-07-2022	19:27:11.954	11.660	1014	OK
08-07-2022	19:27:12.968	12.674	NaN	-2.167	1	1	NotOK(12)	08-07-2022	19:27:12.968	12.674	30.494	OK	08-07-2022	19:27:12.968	12.674	1014	OK
08-07-2022	19:27:13.955	13.661	NaN	0.461	1	1	NotOK(12)	08-07-2022	19:27:13.955	13.661	30.492	OK	08-07-2022	19:27:13.955	13.661	1014	OK
08-07-2022	19:27:14.954	14.660	NaN	-1.962	1	1	NotOK(12)	08-07-2022	19:27:14.954	14.660	30.493	OK	08-07-2022	19:27:14.954	14.660	1014	OK
08-07-2022	19:27:15.954	15.660	NaN	-0.639	1	1	NotOK(12)	08-07-2022	19:27:15.954	15.660	30.499	OK	08-07-2022	19:27:15.954	15.660	1014	OK
08-07-2022	19:27:16.953	16.659	NaN	-3.271	1	1	NotOK(12)	08-07-2022	19:27:16.953	16.659	30.504	OK	08-07-2022	19:27:16.953	16.659	1014	OK
08-07-2022	19:27:17.953	17.659	NaN	-1.131	1	1	NotOK(12)	08-07-2022	19:27:17.953	17.659	30.508	OK	08-07-2022	19:27:17.953	17.659	1014	OK
08-07-2022	19:27:18.956	18.662	NaN	-1.105	1	1	NotOK(12)	08-07-2022	19:27:18.956	18.662	30.505	OK	08-07-2022	19:27:18.956	18.662	1014	OK
08-07-2022	19:27:19.961	19.667	NaN	-0.821	1	0	NotOK(12)	08-07-2022	19:27:19.961	19.667	30.500	OK	08-07-2022	19:27:19.961	19.667	1014	OK
08-07-2022	19:27:20.956	20.662	NaN	-0.404	1	1	NotOK(12)	08-07-2022	19:27:20.956	20.662	30.495	OK	08-07-2022	19:27:20.956	20.662	1014	OK
08-07-2022	19:27:21.968	21.674	NaN	-1.423	1	0	NotOK(12)	08-07-2022	19:27:21.968	21.674	30.490	OK	08-07-2022	19:27:21.968	21.674	1014	OK
08-07-2022	19:27:22.958	22.663	NaN	-0.397	1	0	NotOK(12)	08-07-2022	19:27:22.958	22.663	30.482	OK	08-07-2022	19:27:22.958	22.663	1014	OK
08-07-2022	19:27:23.958	23.663	NaN	0.071	1	0	NotOK(12)	08-07-2022	19:27:23.958	23.663	30.474	OK	08-07-2022	19:27:23.958	23.663	1014	OK
08-07-2022	19:27:24.960	24.665	NaN	-3.082	1	0	NotOK(12)	08-07-2022	19:27:24.960	24.665	30.467	OK	08-07-2022	19:27:24.960	24.665	1014	OK
08-07-2022	19:27:25.957	25.662	NaN	-1.050	1	0	NotOK(12)	08-07-2022	19:27:25.957	25.662	30.467	OK	08-07-2022	19:27:25.957	25.662	1014	OK
08-07-2022	19:27:26.955	26.661	NaN	-1.326	1	1	NotOK(12)	08-07-2022	19:27:26.955	26.661	30.466	OK	08-07-2022	19:27:26.955	26.661	1014	OK
08-07-2022	19:27:27.955	27.661	NaN	-1.636	1	1	NotOK(12)	08-07-2022	19:27:27.955	27.661	30.468	OK	08-07-2022	19:27:27.955	27.661	1014	OK
08-07-2022	19:27:28.955	28.661	NaN	0.690	1	0	NotOK(12)	08-07-2022	19:27:28.955	28.661	30.465	OK	08-07-2022	19:27:28.955	28.661	1014	OK
08-07-2022	19:27:29.956	29.662	NaN	0.156	1	0	NotOK(12)	08-07-2022	19:27:29.956	29.662	30.451	OK	08-07-2022	19:27:29.956	29.662	1014	OK
