10	CAR 16:0 	1979460	222640	1069887	2766364	1921259	688872	1616444	559593	3435467	2319890	1743657	1149346	1726882	2499700	2223275	413951	1978586	1748060	2384112	804961	1010553	2015065	2215406	80629	2001083	459857	435748	178266	2941077	408411	1953372	91496	94516	372039	1143314	975786	297232	1856650	135280	77975	363863	378766	680948	913973	731950	343203	505298	2078084	325339	675949	1207070	979150	869998	1787614	2190957	1559676	411943	90603	274410	842291	1737353	388534	488164	1837693	2542762	151185	1441210	137167	575202
11	CAR 16:1	646721	47222	197683	532714	430054	168566	400776	158906	612504	557690	270426	245192	387746	670387	376500	95974	307271	378808	516462	203214	456320	421755	648003	34968	339411	133037	95504	51647	308496	72687	211589	26955	33028	74840	137418	152399	110484	535048	60866	15795	121402	105672	242671	269388	250431	109572	112087	639584	95951	205895	653543	315334	382094	329762	664891	574519	146936	15671	127711	201016	736409	111349	142169	432762	461725	48535	577231	53704	190514
12	CAR 17:0	104400	52671	63321	151087	135495	13161	348426	13217	467793	101617	102920	97473	210818	157141	138879	30564	103650	210768	109414	96308	31840	121494	212055	17377	106913	36108	13308	30675	222087	71754	85621	15909	11041	18823	36057	35478	46869	115333	30386	14714	116097	102658	142665	96515	121569	46580	52607	291867	26291	34316	48981	205350	42987	263897	188633	98810	38966	12801	32630	86181	298730	24678	71407	131633	311890	33313	218395	34734	98585
13	CAR 18:0 Isomer A 	570702	157104	292495	871777	655971	246088	706394	255833	1012045	536592	447235	523863	482075	869808	588431	158190	552926	523836	706169	256276	301912	469341	1132143	75122	401396	232407	177630	176600	1047545	276100	658976	63081	111459	214794	367383	306896	287767	641400	110632	58024	245370	391526	502336	277112	377263	185218	240919	851252	111753	144273	334593	703679	233961	565139	707828	671947	151446	81223	117839	182755	627468	169254	233579	506530	783031	178600	715995	149055	266054
14	CAR 18:1 	2658368	257906	1431662	3965050	2783908	814772	1646442	709330	4109627	3436537	1943402	1344291	1880622	2178743	1944874	586079	2514424	2096473	3124728	980009	1605220	2442060	2461228	133669	2356920	458525	388209	245496	2549503	400387	2210946	91634	74718	441565	708825	1208395	279212	1838087	91911	52288	307910	356708	534296	987945	854914	403170	517463	2900846	397905	687558	2016132	1248841	1129471	2798563	3225218	2751054	612457	88286	340425	1070253	3373834	441904	488021	1835232	2344105	129029	1696487	114152	684851
15	CAR 18:2 Isomer A 	1319472	121612	665378	819201	660437	398021	413904	254523	1831436	1590814	817802	392438	762457	702340	821074	271079	955990	760656	1117926	416813	790776	487986	293327	37908	771554	23529	211220	54195	797927	102546	775154	27025	51589	125364	258109	447387	92919	274158	41487	19369	61941	107339	150428	242261	134569	100678	129701	444609	215924	377182	1040438	275726	596515	932611	453423	1295540	311370	38846	143340	543811	1120224	149259	129193	208304	599713	53158	462928	50584	97087
16	CAR 20:1 	148511	61374	85195	200611	151780	94226	163010	70195	191823	168782	125910	111812	121359	172946	171954	29620	142940	143291	198010	85212	104676	151959	187801	23205	107825	44395	23627	34301	174172	29019	105083	5905	33790	13959	26542	56826	55515	184760	34149	19120	67759	93617	108258	85652	113959	36493	55609	211354	31606	35776	107082	303860	90989	161635	221185	170798	32021	18209	20908	71335	181215	33375	62015	94529	134808	31082	186771	26725	125955
17	Cer 18:0;2O_20:0 	697	620	192	368	453	460	292	395	414	404	664	225	356	562	230	355	309	174	340	239	444	311	314	839	234	288	463	391	1504	470	387	448	230	346	660	674	383	814	258	1806	308	588	413	444	411	416	263	360	593	191	398	266	155	205	400	458	395	140	276	322	501	270	409	270	367	471	425	291	441
18	Cer 22:0;2O/26:0 	268	245	204	334	231	132	439	340	493	299	434	296	270	353	279	219	377	216	312	360	395	334	566	299	318	327	433	203	2598	330	524	307	194	406	208	398	234	135	193	314	286	392	449	294	468	497	403	254	238	215	364	235	241	162	345	357	381	360	208	194	348	291	160	352	317	199	298	255	460
19	Cer 32:1;2O|Cer 14:1;O2/18:0	115428	203646	119192	81647	28102	99144	193956	120742	174215	123783	109710	105353	122937	146414	87984	130748	98412	25184	87357	94388	109607	94197	113188	60686	118706	194375	336116	132303	315548	26686	192068	230997	127450	143106	103264	248774	15380	28883	130670	99589	101296	166908	96089	216138	158794	145974	123935	187884	156823	81044	132871	50147	111561	132021	197439	143916	83615	46571	177479	135322	167749	135061	186619	158326	94216	429326	75059	485186	97586
20	Cer 34:1;O2|Cer 14:1;O2/20:0	30100	32411	28172	33258	23686	23342	49164	29562	40579	28727	30813	23443	26720	20892	20280	21710	23625	17278	24635	34857	21126	20323	28028	14991	22082	23872	63289	17476	39987	11266	25608	40994	17434	20751	12077	36234	12605	13224	15901	20244	19566	26609	20081	37578	30061	24092	20630	41224	25504	20955	30910	13021	20308	22102	33172	21523	16158	4928	34271	20018	28421	18513	21264	34549	18976	22664	21568	28743	16680
21	Cer 58:11;2O 	88726	210229	390355	34586	141885	70869	124366	78054	198887	82856	21921	31760	96388	165357	82525	437835	39227	79809	76143	468026	386301	26139	34559	638509	39803	31890	817552	26853	17098	47961	44086	19174	32553	21164	28846	52137	40407	38132	48166	41066	33452	47065	37065	48917	46991	37135	62402	38593	27070	34754	144769	67232	55080	47484	45913	68440	68462	42598	18509	195300	21486	141008	30972	97747	56928	34748	528690	226195	462225
22	Cer d32:1 	155592	232753	176223	154008	98391	133335	360245	170028	238248	137036	173325	155268	153375	195762	107086	178248	141624	75719	138044	173615	147796	164275	184297	89056	134668	227119	429460	137277	588798	88943	287842	311571	106525	141685	92128	372524	82556	96049	142710	114838	159632	220514	160352	327008	237529	170063	174158	318876	179919	111620	191074	130589	145740	166062	304238	190769	140977	32317	250833	149015	262996	147892	255476	230231	127774	498891	153777	562547	138580
23	Cer d33:1 	64431	92030	51141	66221	48022	44138	217187	62863	160695	57254	72057	57970	91779	62376	43978	53155	64204	41963	41653	88541	44297	61135	79705	50576	44256	44073	259375	49539	168570	60541	115770	127264	49657	63617	31105	128762	40430	29023	31848	47462	46043	88120	82705	125152	101900	52839	72013	155091	58339	63684	60631	35100	49230	91683	115012	52342	39598	12771	77291	80457	153191	48999	105858	81379	82173	124482	82879	177646	80331
24	Cer d34:0 	13851	17496	12944	12280	8930	10383	16632	13962	14514	9747	12733	11181	11426	42668	13591	15312	8784	7384	10249	13465	14882	8652	9033	8071	8046	19134	24093	31195	60514	14347	35652	46794	12714	15810	17090	32736	15571	28301	15772	140078	17088	37384	29060	13592	12920	11814	8238	14081	10814	7618	15118	6815	7479	9099	9488	14090	9587	4865	13196	9532	16802	8690	9391	10438	6441	13176	10026	10736	10686
25	Cer d34:1 Isomer B	244296	244667	222766	275513	191057	186310	414496	253663	323209	225195	257248	199951	209653	177865	155583	176690	204305	122839	203621	271362	169496	164745	231544	147550	175676	200939	498304	126168	358992	85738	236571	331109	133030	149610	87504	311284	90439	101184	117684	164083	141615	231109	158263	282849	245429	176524	167724	306462	199773	155954	254238	103427	156611	168318	273937	191221	111417	40930	274385	156970	243067	137002	170872	266336	148044	172485	181737	221870	132862
26	Cer d34:2 	1006	1080	730	772	697	979	1693	884	1141	792	922	960	833	870	664	684	630	239	898	916	713	663	968	967	888	1237	1754	336	1257	231	847	1622	460	455	195	1122	270	839	568	1414	609	1403	783	1557	1164	1365	1110	1743	890	861	1374	513	837	623	1313	659	558	233	1510	848	1403	945	1433	1103	463	1385	754	1860	670
27	Cer d35:1 	16612	9945	8908	14964	8700	8253	26910	13913	25907	12625	17939	8064	11795	8804	7983	6100	11544	5911	7629	14751	8105	8122	14203	10587	7197	3593	24128	4034	13911	4348	10286	10755	4550	6304	2426	12549	4527	4167	2342	9886	4827	10965	10252	13918	11692	4916	6545	20073	7721	8643	13023	3364	7765	11539	15424	8903	3676	1744	9062	8409	18896	5706	8314	13751	11465	4891	11354	6660	7094
28	Cer d36:1 Isomer B	350831	133686	196968	353122	179565	183408	287011	307770	366351	257214	336589	181050	156964	230412	163319	107265	233521	98305	183181	181279	173308	129680	264668	224503	157431	67073	279757	52579	294931	37739	169520	142688	37305	89115	41287	252250	57062	88257	26431	197906	44471	152750	143936	221929	175129	80338	93320	259825	137375	108578	312086	58055	128995	165038	233503	224974	73562	21991	152409	82410	223138	109389	93451	272971	131846	62141	182950	75787	83063
29	Cer d36:2 	3600	4249	3439	4230	3443	2543	3370	5943	4867	3501	3048	3672	3363	3375	2727	4065	3097	2514	3497	4330	4752	2460	3004	4342	3230	2164	9504	1607	2849	1160	1993	3436	1165	2038	1418	2689	1783	1819	1156	5765	1396	3165	3123	4365	2556	2623	2781	5389	2285	2515	5375	2125	2808	2295	4385	2809	1903	766	2988	2476	3363	3289	3707	4207	3884	3175	3109	4482	3149
30	Cer d37:1 	7650	2791	4013	6358	4349	4260	8507	5676	10455	6095	8424	3209	3906	4422	3301	2213	4861	2485	3375	6264	4361	2686	5013	7363	2948	1508	4978	1989	9647	1485	4407	3654	1181	2224	1487	4528	1981	1875	664	5325	1425	3522	3452	4237	3546	2133	1987	5756	3197	3453	6643	1062	2853	3564	4234	3804	2569	1028	2512	3062	6974	2732	1940	4564	4552	2402	4134	1950	3044
31	Cer d38:1 	50087	17643	23513	35193	20167	27389	26686	34013	33438	40029	36711	16419	22438	38731	22145	15301	36669	12131	19409	22106	35928	17019	28371	85667	18598	9682	27783	5523	37859	5463	23627	10329	4563	11013	8552	25445	8286	16750	3492	28938	5010	18454	18376	22541	20826	10410	11722	24274	16484	16226	43633	11319	25172	16115	23801	21040	10629	3543	16516	11933	30361	21781	12418	23856	20975	14606	29074	12284	14018
32	Cer d38:2 	3795	2116	2505	3110	2160	2392	2521	4145	3838	3090	3104	2662	2162	3173	1378	2225	2035	1274	2435	2491	4774	1794	2700	13203	1490	869	4109	749	2672	405	2593	1415	336	520	738	2214	945	1458	433	4489	474	1637	1972	2104	1881	1206	1011	3377	1381	1433	4727	871	2139	1449	2911	2182	1019	555	1383	1016	2594	1960	1393	2230	2695	1660	2901	1409	1866
33	Cer d39:1 	18349	6410	8348	9038	5503	9259	10227	9125	13438	15677	12796	3876	8955	14572	7075	6065	13832	4347	4397	7265	14936	6377	9933	34342	7329	2614	10816	2241	10538	2570	6197	2916	2120	2914	3615	6008	3585	6128	1895	3894	2394	6733	6637	6914	6327	4121	3777	7052	5986	7107	14549	3977	9664	6829	7758	7378	3820	1921	4283	4285	14084	8019	5223	7376	10116	4662	13839	4950	6708
34	Cer d39:2 	1077	641	864	663	691	584	1222	686	1465	600	854	586	699	988	552	710	810	291	331	971	1300	643	651	17731	716	574	1355	319	1039	328	777	570	303	551	439	525	569	784	244	2216	287	789	933	696	752	397	442	1230	553	675	958	483	578	721	723	674	522	202	384	651	1462	716	544	443	1489	764	1073	423	922
35	Cer d40:1 	10085	4834	6960	4832	3705	6300	5976	6317	7090	8617	6839	2641	5871	12190	4054	4455	9953	2498	3156	3430	10494	4103	5109	22505	3678	2790	7913	1494	4392	2000	3730	2135	1164	1739	2980	3175	2163	3140	1459	1790	1791	4884	2618	3502	4158	1828	3164	3717	4397	4077	9712	4032	6249	3545	5074	4891	3363	1269	3626	2502	6102	7450	3587	3552	4831	3265	8151	2407	3653
36	Cer d40:2 	14170	8058	13909	6232	4142	8397	6968	9065	11928	11312	4982	3548	6267	15215	4603	12274	12553	2804	3923	4624	26815	4892	5003	348409	4265	3516	13354	1475	4967	1197	4423	1971	1047	1010	2230	2965	2155	3041	1216	3459	1523	3568	3887	4612	4064	3005	2801	7101	4515	4017	17634	3795	8130	4019	7663	6007	2879	1232	3723	3118	6678	9761	5257	3815	5135	4317	14071	3598	4469
37	Cer d41:1 	7284	4488	4573	4008	2798	5049	6446	5714	6463	5848	5755	2882	4221	8984	3427	4662	7768	2963	2988	3496	7904	3641	4662	16059	4085	2568	5970	1966	4415	2064	3395	2472	1536	2017	4436	2541	2448	2883	2459	1614	2073	3451	3122	4007	3467	3055	3308	4263	3729	4098	7207	3723	4664	3696	4545	5209	4026	2004	3472	2912	6684	5467	3332	4103	5509	3088	7458	2311	4316
38	Cer d41:2 	1634	1032	1327	900	733	1061	1742	1073	3022	975	964	692	1059	2050	806	1258	1406	733	693	878	2668	1340	1070	29754	764	704	1553	559	1158	601	718	652	509	724	551	690	675	646	952	1066	545	1035	1067	814	1179	854	484	1336	947	979	2147	616	864	1150	1202	847	870	772	627	739	2159	1728	1168	1052	1786	866	3070	638	1703
39	Cer d42:2 	7041	3563	6167	3010	2182	4176	3506	3614	5622	4833	3270	1824	3040	6180	2758	6552	6452	1324	1621	2597	12105	4194	1802	93344	3015	1940	6282	886	2235	758	2627	878	495	1139	1677	1344	1335	1608	1004	918	941	1787	1405	1919	1854	2229	1719	2120	2883	2837	9527	3097	4092	2320	3381	4167	2444	876	2064	1695	4461	4507	2578	1812	2951	1854	6654	1957	2282
40	Cer d42:3 	310	275	315	238	86	229	107	246	431	394	424	133	255	358	222	494	284	171	65	201	634	220	252	3346	130	129	413	139	669	221	182	143	116	216	132	127	188	151	256	75	69	225	185	162	105	209	174	174	353	104	403	66	233	70	311	217	122	84	251	124	168	268	110	305	253	231	315	245	141
41	Cer d46:1 	653	331	299	367	564	557	661	749	776	646	767	524	424	916	629	491	649	526	514	395	489	479	678	588	620	392	595	452	2874	259	576	555	291	502	691	493	107	508	409	460	444	835	650	739	467	576	384	572	634	735	578	407	538	315	461	697	529	336	442	699	417	594	604	608	386	284	592	475	665
42	Cer-NDS d36:0 	1591	961	1247	1501	769	1121	1209	1190	1594	1322	1300	1163	695	1434	807	856	800	642	629	1102	1231	913	1061	1215	920	604	1150	2443	4588	1168	1761	1922	703	1390	1548	1730	1272	1717	1035	12980	740	2554	1745	1048	767	886	818	1083	813	700	1227	629	666	613	1123	927	852	389	933	546	1396	895	806	2437	629	1657	911	705	937
43	Cholesterol 	1832068	2623933	2449064	1762934	1969012	2402735	1745502	2272369	1700229	1891057	1766540	2131537	2159220	1926998	1969680	2639643	2250808	1572811	2035922	2448955	2117259	2037792	1711028	1825915	1840609	2557809	2665512	3093246	1528572	1851615	2179202	2637601	2930582	2231962	1428867	2201518	1844547	2066541	2799389	2930312	3129149	2390961	2116345	2016894	2148541	2850432	2515512	2148807	2508251	2065084	2116148	1794769	2123859	2238091	2017568	2138165	2037524	915522	2447480	2481148	1641172	2340122	2050949	1936134	1814602	2461594	2312047	2512430	2714614
44	CoQ10	4126183	681770	2757542	3991980	2715885	2438675	4076880	2576189	5366788	3846409	4073718	2710684	3417954	3726470	2032215	1659868	3185969	2859301	2498792	2441628	3944934	3936421	5341177	946001	4198231	1182013	1887528	1135356	6275032	1072955	3961154	1637194	566623	1505987	1047562	3185510	1690561	4134758	609606	739603	1450231	2637316	3083673	3840130	2665130	1246921	1619451	3848424	2587478	2654294	3672728	2248220	2511041	3845544	4149008	4900044	2433592	411742	1943972	2018099	4779372	2380187	2725876	4131371	5453033	167283	3123523	274588	2633417
45	DG 34:1 	273903	207732	142150	141343	126151	141303	134172	114550	121857	91335	140667	79341	75738	144987	113271	109550	77208	45592	149499	108969	424903	86764	98656	352886	130148	119274	323875	62623	164995	36297	164358	113796	33219	72048	29246	150548	43138	114797	41863	132259	55097	93233	92383	130361	119730	94993	32702	81454	84541	90024	296604	47428	335936	98469	82595	178737	129347	33217	117839	105630	195438	172748	116359	113460	150645	82725	169626	149813	102079
46	DG 36:5 	128919	149613	94541	105204	65755	98782	156789	82043	93444	81988	89394	93325	83353	143618	76183	106500	73653	42466	118831	50430	208929	74822	174643	136342	65004	108249	171865	26069	81242	18475	36728	57523	28840	27829	20432	26408	30488	143077	48731	108235	91372	94836	49373	175322	140086	57858	89417	106807	118415	88637	155519	65277	172835	61926	104459	145178	98679	28914	198661	89522	231852	99679	98579	197576	95525	123530	123981	143828	75623
47	DG 38:5 	771161	861804	658470	544921	318675	574542	873937	588290	546226	510019	398315	578436	491886	606538	483830	547820	439859	230220	564477	380680	729633	457643	917762	477411	522980	397260	818477	277248	706253	136790	322902	565508	235768	134010	125098	320532	189478	652726	344220	538679	518288	553048	517302	623235	739940	544926	341236	660920	528650	314026	795775	343552	604847	528377	507838	944021	505029	136732	840505	617225	1225483	416706	398117	871393	514351	535403	676827	628677	496334
48	DG 38:6 	525919	730808	408031	418943	344510	466793	497676	425693	263400	445724	307210	343435	333069	370998	386294	468326	215034	251149	422661	277046	618899	283384	517007	319682	411364	280427	562992	157000	211654	75767	163765	233428	90519	68716	86938	103224	161721	402492	277051	268425	314241	304192	201200	519561	503208	328716	259956	418629	429156	305849	508835	379846	533324	351936	410425	627743	543905	161011	613190	441373	663379	377458	303409	545338	369318	250248	414006	477093	282526
49	FA 17:1	3917	5343	5016	4672	4010	6478	11424	5484	9465	4706	11106	3645	8539	6067	3462	6962	6352	5446	6061	7597	8787	9784	6529	35259	6073	7198	27930	4705	2716	5262	6149	8089	4291	6528	9287	3607	7439	5496	5495	5679	5057	6639	4329	7533	17335	6259	9138	10504	6147	7174	7841	6772	7486	5087	6038	9703	20172	6256	7448	8356	14796	6286	7613	5682	17996	5946	7229	5510	9382
50	FA 18:1 (oleic acid) 	303751	138752	132375	159857	132162	182413	275902	146523	358453	138037	167287	138006	179638	517172	108296	188701	145561	110341	150058	153782	285100	232524	220816	620013	148111	175016	376386	161437	74178	194450	608875	159780	163925	145214	715436	151428	168573	213236	110736	134043	114263	99389	74042	157761	241572	209234	155346	165310	195909	188107	256180	172618	186232	91429	96954	251574	257670	273653	329695	131437	157366	149280	157957	156949	165179	506043	169755	142999	118977
51	FA 18:1+2O 	1392	1402	1041	1000	1235	1037	1702	1104	1949	1004	1066	867	972	4347	900	1450	1275	1230	1043	1086	1495	2305	1268	1696	1354	1295	1965	1169	1102	1289	2606	1252	1487	1448	8018	1273	1108	1359	1113	918	1003	976	545	931	794	1235	1088	1042	1069	1124	1159	924	908	965	681	1013	1133	1675	1702	948	972	1669	1065	587	571	2278	802	1194	1151
52	FA 18:2 (linoleic acid) 	24082	18147	20951	14345	15916	29381	28483	19660	35045	26040	18071	13685	20085	38916	12603	33483	15247	11601	18917	22515	89396	25281	20639	179860	18257	16124	91283	14564	7675	15429	38512	17368	11456	14471	42180	13804	19085	15557	11422	14783	10894	12846	10753	19332	22952	20877	15463	15808	21199	19647	48786	17914	36348	12204	10924	46602	27616	21529	32242	20250	22237	15266	19415	13391	20558	32385	19652	16523	12168
53	FA 18:2+2O 	1557	1127	1097	1109	1239	1127	2290	1136	2776	1026	1452	1515	1359	5952	913	1461	1365	1197	1243	1106	1059	1216	1517	1504	1177	1292	1534	1492	1239	1712	2992	1623	1576	1562	6445	1749	1707	1352	1283	922	1414	1089	765	1047	1347	1451	1412	1329	891	1083	1051	1290	834	1187	996	1129	1819	2320	2030	851	911	1439	1400	668	1183	2246	690	1066	1122
54	FA 18:3 (linolenic acid) 	1257	1781	1812	1192	1322	2175	1632	1241	1799	1710	1484	866	1487	1789	757	2018	812	827	1374	1368	6820	2199	2064	9451	1613	1312	7567	802	432	1107	1198	1032	635	1052	1349	572	1706	1500	1194	1413	806	1123	909	1890	3556	1398	1829	1797	1490	1368	3894	1708	4483	786	920	4900	2476	1170	2048	1235	1884	1108	1770	1463	2346	1666	1320	2099	1151
55	FA 19:1 	3255	2960	3500	2618	2998	5278	9847	3182	9080	2714	3729	4123	5795	3689	2439	2949	3943	4138	3347	6242	6236	9440	5505	40758	4850	5490	26776	2850	2251	3549	3666	5018	2593	3106	3965	3314	4492	4825	3043	7722	3745	5963	4478	6775	16134	3705	8484	9549	3854	3562	6736	3670	6940	4461	4557	9174	8424	2319	6062	5805	17113	3364	5362	3679	18995	3047	6760	3918	6216
56	FA 20:1	11801	12334	11833	10644	9362	16820	19419	12003	18110	13689	13231	8586	13176	13286	6791	15025	9491	7156	11220	10277	38416	30415	19001	139128	15466	21090	57199	6708	5702	6575	14323	10027	4158	6503	17254	6624	8288	14481	10105	49679	7016	9823	7416	17259	43578	12418	19278	20688	10812	10000	29837	15796	26567	7397	11379	45175	27956	9154	27641	11042	28228	8815	17076	11797	23351	16967	13233	12148	18795
57	FA 20:2 (eicosadienoic acid) 	3673	4256	5508	3548	3384	6272	6124	4820	6333	4013	5793	3617	4571	3555	2428	3208	2740	2880	3948	3129	7394	11387	8982	37310	6320	6528	30560	2259	2474	1755	2421	3544	1224	2324	2405	2308	3049	3546	2790	15325	1905	4029	2962	6731	13199	2931	7824	6783	5345	2966	10850	5886	13401	2446	4371	24112	11972	2566	6325	2918	10036	2990	4727	6013	12187	3183	3994	5845	5458
58	FA 20:3 (eicosatrienoic acid) 	953	1285	1397	1074	1359	1852	2135	1540	1567	1165	2301	1372	1794	1396	779	1706	1278	1115	1322	1548	2734	2803	2188	14235	1367	2392	12180	816	747	1375	1005	1487	642	1418	1155	830	1693	1590	1636	4215	1102	1496	1189	1870	4831	1440	2940	1990	1607	1297	3822	1584	3657	1098	1343	4861	4416	1270	1655	1445	2720	1379	2025	1648	3944	1354	1472	2166	1944
59	FA 20:4 (arachidonic acid) 	3906	11201	4694	5781	5023	8771	11663	4667	6251	7013	4846	2823	6113	3949	2885	3636	2815	3171	2887	5072	9191	10000	10799	60258	8134	7596	117324	4460	1815	3294	4173	2465	1680	2236	1288	1609	1843	6093	4561	28446	2690	3693	2860	7130	7241	8209	4265	8426	3744	5674	9314	10934	8188	3861	7143	12143	3007	1539	4804	2703	7737	2254	5400	10300	11015	4562	3700	14166	7726
60	FA 20:5 (eicosapentaenoic acid) 	7926	13084	10028	10033	9152	27008	17504	8609	16643	23480	7662	6546	12907	9657	4394	5780	5543	7318	9417	9210	34373	21730	25057	114016	23214	13640	138268	7394	2082	5848	10004	4727	1829	2853	2079	2635	3404	17844	9194	41967	3582	6747	4603	18905	15373	21703	10133	17817	10520	22540	23203	54076	33788	6845	17634	26497	7101	2080	8951	5809	17656	2792	8766	62286	39115	16474	9894	39842	15325
61	FA 22:1 (erucic acid) 	9932	5104	5744	6361	5176	7529	14896	7074	17186	6683	8980	6894	7122	13195	5620	16514	4304	4575	4525	5626	20772	7595	8833	52228	5568	5862	15892	7158	3199	6159	17034	5845	6856	6273	33957	7729	6775	8556	4230	5275	5675	6623	6805	5976	9078	11437	5081	6005	6383	6063	15364	7081	8915	5993	4568	9743	9272	16796	24904	5871	6171	7505	6992	6268	8868	19508	6684	6264	5508
62	FA 22:2 (docosadienoic acid) 	1362	1731	1145	1495	1640	1462	2415	1804	1996	1197	1995	1397	1840	3524	1436	1379	1018	1274	1426	1862	4763	3702	3593	35185	2427	3099	6916	868	620	1019	1448	1624	392	1560	1333	871	1636	1287	2014	12745	1692	2342	1121	4548	2982	1507	2101	3375	1782	1836	4168	1271	4282	1236	1820	4788	5484	1679	3600	1590	5498	1796	6615	2333	2980	2648	2376	3507	5607
63	FA 22:4 	1047	1521	1278	1448	1404	1441	2605	1797	1508	1587	1478	1436	1819	1314	998	1107	952	1547	1781	1272	1971	2000	4690	24404	2058	2338	11331	729	788	738	921	863	550	592	650	634	1147	1259	1229	8075	1206	1393	1154	1977	3519	1548	2097	2646	1175	1135	2494	1907	1953	1305	1809	3389	2132	810	1604	1122	3163	755	2218	1831	2754	1694	1874	2225	1974
64	FA 22:6 (docosahexaenoic acid) 	4466	7431	8891	5174	6763	15224	15664	6455	13902	11059	5522	4880	4842	2991	2333	5396	3714	4000	5105	5311	11060	35576	15548	151178	10064	13015	115901	2579	1872	3431	5337	2365	1309	931	1441	1462	2861	8831	5157	41466	3060	5225	4201	15810	30100	9164	12425	8773	6928	8885	15321	16091	20153	4962	9296	49324	8671	1612	7238	4804	10485	1947	5526	21695	38523	7255	4926	17477	6658
