Lipid,identifier,lipid,Ion.species,INCHIKEY
133,0.66_452.28,LPE 16:0 ,[M-H]-,CKPBBEOJHAPPBT-HXUWFJFHSA-N
134,1.01_480.31,LPE 18:0 ,[M-H]-,BBYWOYAFBUOUFP-UHFFFAOYNA-N
135,0.71_478.29,LPE 18:1 ,[M-H]-,PYVRVRFVLRNJLY-KTKRTIGZNA-N
136,0.52_476.28,LPE 18:2 ,[M-H]- ,DBHKHNGBVGWQJE-USWSLJGRSA-N
535,0.20_124.01,Taurine,[M-H]-,XOAAWQZATWQOTB-UHFFFAOYSA-N
