Lipid,identifier,lipid,Ion.species,INCHIKEY
260,1.57_826.54,PC 40:10|PC 20:5_20:5,[M+H]+,WAIHGVAZVKEQGR-UHFFFAOYSA-N
276,1.68_828.55,PC 40:9|PC 20:4_20:5,[M+H]+,VZHJGZIHURTYOK-UHFFFAOYSA-N
285,1.64_874.53,PC 42:11,[M+Na]+,FXDQJBSGJDJBNI-UHFFFAOYSA-N
286,1.64_852.56,PC 42:11|PC 20:5_22:6,[M+H]+,PRAHGYJIPXTSPA-UHFFFAOYSA-N
413,1.67_782.48,PE 40:10|PE 20:5_20:5,[M-H]-,IHTIZXOEIOXSDI-UHFFFAOYSA-N
466,1.87_852.56,PI 34:2 ,[M+NH4]+,GIASXRZRWQSUOZ-QGLGPCELSA-N
