Lipid,identifier,lipid,Ion.species,INCHIKEY
188,1.73_736.50,PC 33:6,[M+H]+,RNLAHSGFLLQJSH-UHFFFAOYSA-N
209,2.13_788.52,PC 35:5,[M+Na]+,VMVWXMVXFZDVRX-UHFFFAOYSA-N
347,2.29_790.55,PC O-38:7|PC O-20:5_18:2,[M+H]+,UCVZHVCAEYSHCY-UHFFFAOYSA-N
407,1.99_764.53,PE 38:6 ,[M+H]+,LFGBKOUQHCWBQI-BZGLIJSBSA-N
412,1.60_784.49,PE 40:10,[M+H]+,XWBGJZFCVFFGEC-UHFFFAOYSA-N
417,1.79_812.53,PE 42:10 Isomer B,[M+H]+,RYBUYOPRHNRAQN-UHFFFAOYSA-N
612,3.99_897.73,TG O-55:8|TG O-17:4_19:2_19:2,[M+Na]+,AONBTYWVDWBDFQ-UHFFFAOYSA-N
