identifier,lipid,Ion species,INCHIKEY,m/z,RT,ESI mode,101,102,103,104,105,106,107,108,109,110,111,112,113,114,201,202,203,204,205,206,207,208,209,210,211,212,213,301,302,303,304,305,306,307,308,401,402,403,404,405,406,407,408,409,410,411,412,413,501,502,503,504,505,506,507,508,509,510,511,512,513,601,602,603,604,605,606,607,608
2.04_758.57,PC 34:2 Isomer A,[M+H]+,JLPULHDHAOZNQI-ZTIMHPMXSA-N,758.5724,2.04,ESI pos,7558871,11626906,19719564,28169051,8293241,17953142,13470644,8617699,12898880,13588652,13231266,18578119,15235012,16397151,7836605,6774047,6503415,11590029,13244158,8886430,9712597,9637377,12073834,7926960,24900278,3460089,19870293,6299610,3860930,4006922,1163875,12011608,1193603,9632466,4702191,7285499,19857591,11218635,13574988,9306519,14859434,7362055,13985171,17077979,5050866,15350914,12569119,28858392,10499578,9233462,8705484,8623625,14637798,12638104,6434677,1917013,14263498,9832696,14906675,10769231,7118207,6346505,5975993,4059952,2580881,1379723,2479534,10025945,2136409
2.16_816.58,PC 34:2 Isomer B,[M+Hac-H]- ,JLPULHDHAOZNQI-ZTIMHPMXSA-N,816.5756,2.16,ESI neg,15953,20654,34795,49407,24350,35284,27871,22192,28839,24860,28986,34103,31276,36138,16046,14296,15758,22296,23829,26492,22717,21898,27304,18146,48604,9939,41586,14309,15655,8472,7643,25759,6071,24199,16724,17283,39000,24306,30193,21986,27422,18969,31786,35438,16113,35209,28304,49973,21784,21073,16308,16942,26766,22485,16860,11064,28328,21191,24483,24552,16157,15888,13618,10762,11467,6943,12350,23669,8005
1.98_814.57,PC 34:3 ,[M+Hac-H]-,CNNSEHUKQJCGTE-UPPWDXJYSA-N,814.5666,1.98,ESI neg,2376,3249,4770,8097,2521,3686,1999,1989,4374,3389,3045,2612,2098,4398,2479,2963,2946,3241,3141,2300,1980,3648,3732,2557,8715,1984,7919,2444,1254,1720,774,2960,531,2349,1493,2881,1912,3254,3564,2645,4584,1772,4046,2800,2145,3065,2046,8821,3530,3742,2401,1924,3144,2826,2894,1660,3875,3198,3707,4026,2668,1552,1657,1633,1270,816,1333,1807,1252
1.89_756.56,PC 34:3 Isomer B ,[M+H]+,VKVSSDKCKXJFIM-AFYHZPHLSA-N,756.5563,1.89,ESI pos,831568,1606295,3599112,4805987,1556061,2414322,2057453,1371375,1713429,1601946,1939674,2268582,1733157,2735220,941374,954752,1528185,1425119,1030450,924898,672599,1372985,1845809,1175208,4475509,421409,3417464,878432,402923,845842,77324,1430135,159278,1320444,616570,866322,750643,2506955,1863295,1339274,3963550,1076918,2052547,1878677,590271,2074024,1609923,4702602,1909167,2171915,1088009,1272803,1453735,2227052,676499,288473,1705689,1760446,2225014,2105530,910298,669976,949831,631365,379113,125184,200418,1078455,284399
1.80_754.54,PC 34:4 Isomer A,[M+H]+,YWDDIWXKFJEMKF-JTZVLWBESA-N,754.5388,1.8,ESI pos,280094,381467,455864,395041,171407,155966,244299,178164,137615,665008,168610,455534,160036,234872,310784,517157,425820,484396,335155,114065,158770,487783,182051,348999,440165,98595,323032,348344,25400,490214,57723,198468,91816,193136,69612,123128,219976,311065,168636,249442,923216,249100,122472,130841,161093,240264,240059,489498,393507,665182,698745,367545,292727,282238,101475,26155,297649,391342,815290,494160,273656,103350,284635,286730,89948,39266,32151,143391,167181
1.90_812.54,PC 34:4 Isomer B ,[M+Hac-H]-,YWDDIWXKFJEMKF-JTZVLWBESA-N,812.5419,1.9,ESI neg,1915,2410,2889,2037,1480,1664,2146,1787,1759,3458,1845,2087,1556,1984,2057,2842,3343,2839,2849,2123,1773,3377,1863,2372,2294,1442,1984,2408,1398,2514,1072,2210,974,1805,1269,1260,2194,2787,1778,1511,4154,1578,2244,1628,1478,2043,1588,2591,3241,4027,3022,2046,2564,2239,1079,781,2704,2339,3771,2812,1946,1403,2102,2000,1520,711,717,1517,1818
2.18_754.54,PC 34:4|PC 16:2_18:2,[M+H]+,ZPUCIFKHJMJFJR-UHFFFAOYSA-N,754.5411,2.18,ESI pos,835650,425273,1194250,609775,291506,362792,391638,290229,390211,3199147,418132,5308353,350517,590629,249321,2987839,37059,816830,1418811,176324,561855,2057375,419518,1603353,427179,239263,388951,143680,136315,155452,56449,500347,655306,492838,358062,381740,295818,1116875,332592,1338039,388230,330100,261133,1203828,917495,164182,1506004,334456,1336356,193569,2009047,2553484,889962,579150,229739,#VALUE!,515436,1708559,3362739,531846,1127101,365060,1226964,1286647,307155,440214,#VALUE!,155052,661991
2.01_752.53,PC 34:5|PC 14:0_20:5,[M+H]+,WCNDCUHEAPXSRE-UHFFFAOYSA-N,752.5256,2.01,ESI pos,2741834,2854268,1978298,2672922,555012,1838813,2212502,1539577,1544501,6069111,1313994,7683833,2160521,3398722,2245908,6061600,467501,3517555,4706370,1128638,1836989,4189992,1925603,3226857,2151479,1548621,1923079,1375952,388530,587808,435522,2192996,733219,885992,509999,2388791,883235,1855148,1907380,3687428,2185818,1471239,909283,2490726,2267206,1351375,3264514,1534074,3748608,858413,3861524,5288224,3512357,2471101,1714609,384705,2316411,3344521,7610268,1273383,3437941,1259188,2261564,2514969,428703,606195,307989,847573,1225876
2.33_774.60,PC 35:1 Isomer A,[M+H]+,MFHIZGSSDZJFKD-IYEJTHTFSA-N,774.6036,2.33,ESI pos,5461550,5877736,5067276,5647906,3056954,3204919,4862525,2846640,3584794,6325172,4875291,6827563,2851207,5039297,3741456,5140831,2845095,4900728,4530771,2620285,2858486,4400467,3847663,3041406,4278619,2449745,2542378,3848336,1928348,2376005,2320302,7445116,2311999,3507537,4443335,5007341,2785776,6291690,4110496,4166690,4352008,3278919,2913408,4501429,2986352,2289134,4575697,2577594,5342451,4411781,4837887,4439786,6330126,7185672,3681417,1111185,4567149,3434859,7615917,3620864,3654313,3293157,6524937,5927052,3112953,1856862,1053872,3474760,3038023
2.48_832.61,PC 35:1 Isomer B,[M+Hac-H]-,MFHIZGSSDZJFKD-IYEJTHTFSA-N,832.6072,2.48,ESI neg,15655,17357,12444,15032,11591,10360,15158,10460,12664,18622,14523,18517,9692,16616,12481,15393,10966,15371,15423,11315,10973,14977,13028,11000,12671,9949,7838,11841,9367,6091,11042,21535,9168,10678,15484,14188,10689,16294,13290,15041,12071,11046,9967,14325,12338,8395,14586,8012,16275,16183,13410,13371,18086,19535,12677,7270,14168,11496,21582,10868,11920,13920,17903,17765,12939,7358,4827,10697,11360
2.21_772.59,PC 35:2,[M+H]+,QHSSPICKLMYIHE-UHFFFAOYSA-N,772.5869,2.21,ESI pos,2126506,3833591,2174684,3552458,1145818,2086001,4649386,2758210,2232071,4683211,3163825,3998626,1955686,3455662,2786956,2871986,778876,1857836,2348746,1360986,1276635,2559968,2440221,1525084,3037183,1998673,2325893,2345525,628138,511994,548225,4165258,636644,1580807,905090,3453704,922969,1984670,1804338,2655565,2837319,1943911,1762375,2153270,1230910,2815013,2045585,2443756,2646345,871986,2463951,2574126,3393748,4001489,2603077,424985,2093071,1737212,4883017,1258145,2154977,965908,2377752,2259989,756037,619614,522228,2609849,1108111
2.29_830.59,PC 35:2 ,[M+Hac-H]- ,ZSKWZJYUVZYDQU-WESJWMGVSA-N,830.5897,2.29,ESI neg,7558,7068,13810,7571,6222,5219,9886,6279,5636,20313,6297,16503,5423,9190,6116,12287,4465,7351,12280,5308,7299,13330,5844,9232,6516,5915,5940,4811,4469,2590,2955,8483,4709,5687,7594,6708,5901,9519,7724,8647,5035,5188,5129,8692,7105,6115,12308,5267,9069,5806,10017,12085,8707,7309,6150,2855,6681,12678,18372,5641,8481,5672,9876,8665,8577,3521,3118,5942,5949
2.14_772.59,PC 35:2 Isomer B ,[M+H]+,MJWAVUYQCBFFHQ-WESJWMGVSA-N,772.5857,2.14,ESI pos,4666114,3758449,7989435,5163411,2342113,2700519,3353794,2098461,2710868,13917044,3096786,12594827,1792111,3839808,2368960,9437275,1321372,4982047,8261229,2125056,3783379,8441608,3247794,6395451,4260198,1475355,3126063,1623706,1058814,1102629,623981,4165258,1391137,2396605,2466767,2663478,2548264,5503459,4447828,5890554,3290425,2158251,2225329,5037517,3314183,2200661,7417352,2849780,6965936,2197881,8127121,8722532,5831519,3613524,2543185,598687,4001671,7622933,14326616,3164688,5418272,2418621,6056914,5258622,2182922,976613,571106,2397601,2542486
2.02_770.55,PC 35:3,[M+H]+,CCWBLPGHMXYSEO-UHFFFAOYSA-N,770.5535,2.02,ESI pos,1002415,1049233,1709623,1353451,543358,527900,841581,458774,560440,1697896,908662,1700956,395183,1128594,541805,1162388,376727,1273534,789532,414815,368488,1217168,1052197,1077883,1314152,284226,708592,565741,129071,106406,104862,1057737,159838,387636,265455,497217,657784,1014396,678338,683769,882761,488406,648803,716759,473901,691114,681696,829378,1471233,1340311,878943,1051066,1359418,1061475,745863,88837,1029843,1560692,2081727,853555,724826,283869,998948,696403,242335,114376,101862,570787,351108
1.97_770.57,PC 35:3 ,[M+H]+,AYXGHIQPMDYMJC-AHMBLZLYSA-N,770.5728,1.97,ESI pos,601741,432936,2073737,994684,413194,526817,386606,293184,435046,2734052,466774,3059405,377290,620569,289644,1382494,251124,670770,1127223,156977,455456,1537211,511430,1131766,830321,213679,648129,228119,106681,152293,42827,410411,216196,341118,320478,353099,233443,1014396,591590,906387,672555,412946,450395,901546,659832,432760,1293543,794580,1471233,455679,1414461,1626198,641570,574279,388040,132760,515162,1743002,3223486,686680,810429,257347,961373,815781,339422,144186,98757,335340,394155
1.91_768.56,PC 35:4 Isomer A,[M+H]+,OROZWUJCDDCYAU-IPUAOQJZSA-N,768.5561,1.91,ESI pos,1425510,813980,4678407,816000,556525,440334,528591,383125,289260,7413257,412178,5780145,346845,621799,460654,6692676,427095,1863864,4066311,296624,1176712,4641002,462037,2733074,634518,294170,487461,366036,230201,446987,94082,547923,526260,491948,855487,358996,446908,2793753,670398,2165532,817885,411741,335763,1173581,1262869,369999,2460051,652147,2741141,528267,7244018,3789015,1451791,906433,326433,78022,673035,3537891,7603005,921569,3406180,538308,3045770,2587980,690551,397166,113781,424805,1105836
2.03_826.56,PC 35:4 Isomer B,[M+Hac-H]-,LYNZMLHNPYEREG-ZHMZGHMTSA-N,826.5594,2.03,ESI neg,2454,2180,6802,1811,1383,1311,1292,1259,1667,10022,1654,8049,2327,1481,1522,9240,1305,2423,5608,1373,2118,7501,1470,4285,1433,1136,1888,915,1442,1735,966,1305,2544,1713,1995,1185,1535,4100,1459,4468,1797,1363,1182,2311,3112,1260,3773,2039,4569,1062,9231,5604,2226,1651,1158,753,1874,4926,9645,1948,5046,2035,4667,4415,2097,1581,1052,1972,2604
2.13_788.52,PC 35:5,[M+Na]+,VMVWXMVXFZDVRX-UHFFFAOYSA-N,788.5236,2.13,ESI pos,1611711,1969003,#VALUE!,1827254,384285,1400442,1781887,1287687,1168826,1400187,1270174,1738511,1615984,1781136,1861609,1978902,217094,1877993,1485905,802214,851432,1889823,1198958,1251433,1849319,1569700,1674814,1450204,294266,413985,328014,1425160,313330,863920,356395,1840679,717643,725036,1246404,1470649,1830683,1228401,807501,1308725,1088922,1442016,1168499,1336838,1741370,85403,1556806,1820072,1870962,1794524,1283634,241020,1241323,990678,1781585,1205146,1631181,741756,1329943,1515052,67485,445798,303181,1054762,809697
2.13_766.54,PC 35:5|PC 18:1_17:4,[M+H]+,VYAMSJNJNPMAKM-UHFFFAOYSA-N,766.5428,2.13,ESI pos,24296427,34828352,7206190,30531404,4761416,20069822,28592914,18244810,16846043,24507516,18218904,31026260,23849188,28436310,29030025,32749437,2814013,29700882,23656592,10774920,11441923,31050270,16989851,17156023,29724271,21966875,24500474,20716746,3530069,4857003,4565142,24611760,4140007,11803420,4299944,27311214,9132537,9565811,18106897,21486967,29837551,16194225,10665072,19349617,13992466,20463239,16764279,18434040,25725133,3005963,21715084,28001381,30571063,28893641,17460526,2994098,17578698,13744559,35278797,17464767,23899543,9773896,19744732,22260782,2101731,5509074,3834784,14485807,11298895
2.47_788.62,PC 36:1 Isomer A,[M+H]+,ATHVAWFAEPLPPQ-VRDBWYNSSA-N,788.6211,2.47,ESI pos,3303301,4437523,2997870,5333642,3302373,3769728,4484058,3072213,3062608,2965176,5000201,4192319,3843671,4448562,2507850,2111153,3565553,3083708,3307916,1934244,1741174,2978409,1974925,1674540,4664125,1889624,2940915,6409113,2651785,5264088,2883619,14950367,2013132,9030333,6030995,2400865,2531024,3912905,4142434,2469239,5318703,2378210,3258101,3854519,2077281,4149473,3022393,4721128,3928369,1738914,2634083,1972590,3261475,5087320,1636496,583458,2693099,2094928,3277805,3810708,2023347,3165510,5799595,5082808,2456858,2736390,2249068,8114972,2950656
2.62_846.62,PC 36:1 Isomer B,[M+Hac-H]- ,ATHVAWFAEPLPPQ-VRDBWYNSSA-N,846.6228,2.63,ESI neg,17035,21190,14993,24100,19132,19911,24714,17872,18156,16739,26075,21381,19466,26325,15328,13188,20289,18704,19795,13987,11837,18939,12304,10089,22735,12509,16145,32338,16778,22163,17332,62667,12445,42105,29488,13003,16151,20282,23716,15160,23819,13904,18567,21894,14241,22945,17719,20543,21350,12015,13160,11418,17518,22881,10463,4518,14889,11602,15940,19645,12657,19710,26922,24178,15192,16743,15393,38738,17455
2.25_808.59,PC 36:2,[M+Na]+,ANCOIGUVGMVZMF-UHFFFAOYSA-N,808.5921,2.25,ESI pos,1861766,1984328,541305,2480244,1536082,2044419,2320704,1735124,1626796,1119981,2169608,1556297,1496808,1911804,1476238,1334482,1176324,1802953,2181137,1218496,1357362,1542482,1565186,1057804,2298966,1097974,1741101,1898535,803682,1662838,483935,2808347,350560,2742351,1700761,1539948,1991331,1556181,2518820,1514349,2384384,1250316,1976611,2165119,917668,1773850,1657579,2199042,1865503,1017332,1771696,1898920,2582130,2197704,1154829,208685,1981401,1561063,1406546,1868039,1600209,1333022,1832015,2037389,608123,698147,551375,2505206,707313
2.25_786.60,PC 36:2 Isomer A,[M+H]+,SNKAWJBJQDLSFF-NVKMUCNASA-N,786.6034,2.25,ESI pos,17272335,17693711,20282417,24509505,13550868,20691044,24407391,16415485,16121231,17328915,22321339,18008051,13801964,18825856,12597999,10684588,7046708,16798136,18762763,12742173,13150474,15382339,16279575,9726424,23999414,10954837,17022284,18498014,8887920,7515981,4966658,34773693,4237514,30112581,16314484,13825628,20792768,14201475,26831487,10414736,19566635,11183808,19471795,21502388,7752981,18105272,13729367,21348134,13331400,7891549,12626908,13935409,25952053,22636233,12772389,3448659,19843832,10975323,19461559,18946131,11582806,12171214,15079190,11852635,6759024,7211212,6822223,27360689,6590514
2.40_844.61,PC 36:2 Isomer B,[M+Hac-H]- ,SNKAWJBJQDLSFF-NVKMUCNASA-N,844.6071,2.4,ESI neg,23736,25520,30695,38441,22914,30797,41074,26808,27586,27210,34499,26773,22136,33426,19702,17729,12576,26563,28951,24842,21618,26151,25054,16028,36887,19525,27261,27989,18950,11060,12850,68744,10415,49875,27080,20015,31107,20906,42952,18208,29607,19044,30415,34167,14792,26696,21228,30919,23268,14315,16783,21645,40757,32017,22079,11710,29414,17101,31045,29257,18733,22556,23882,21462,15025,15558,16233,41610,13776
2.07_784.59,PC 36:3 Isomer A ,[M+H]+,BXRLDROZWDUSGM-ZRYFCQOPSA-N,784.5874,2.07,ESI pos,3147199,3049942,18266531,21662769,5896413,13956068,7724510,5017108,10291349,5347271,8457308,11653164,9758064,10249523,1918844,3046887,1719378,4348262,3001870,2993838,1926484,3333594,7699719,4224207,17292522,2522756,14390686,2243528,875744,1571728,336050,11955579,795362,11089321,3815997,5010079,1583564,7204390,8024032,4579957,11145574,5506048,11176304,13444044,2650965,8691745,6350211,23498148,7120169,2630376,2152058,6603624,5711270,11492613,5436345,1426917,5267741,5964554,8312431,7920157,3166507,1299057,3087064,2371464,1305812,1510490,2644595,11823020,1193386
2.19_842.59,PC 36:3 Isomer AB,[M+Hac-H]- ,YPAZQMWFRMHBBM-CLKMJQEKSA-N,842.5906,2.2,ESI neg,6176,5543,27145,33005,12927,23392,15191,10607,20390,8470,14822,18284,17286,18890,3988,5813,4440,7861,5160,8585,4773,7522,14488,9081,26144,5740,25362,5270,3855,2820,1661,22969,3708,23213,11709,10089,3552,13154,15610,9664,17975,12832,21509,22721,7978,16303,12599,35896,12929,6435,3696,10611,9881,18119,12166,7558,9197,10598,12567,16298,6450,4308,6276,5281,5451,6122,11803,22234,3823
1.88_782.57_1.89_804.55,PC 36:4 Isomer A ,[M+H]+_[M+Na]+,NKQPOVROGSWLTO-NVPMBMBWSA-N,782.5707_804.5526,1.88,ESI pos,4643692,7651963,12044946,12812775,3827038,8152688,6366920,4137900,5713889,5062320,4858799,6544997,5637051,7742117,7510235,4806181,7402076,7591218,6235399,2860701,837214,4833090,5787863,3423845,11081299,2387273,8360354,5054807,1045455,1126736,500988,3999249,437151,4112578,1285384,4208551,917123,6710571,5038470,4077918,8740535,3354540,6390390,6986418,2381144,6512830,4448448,12816967,5313799,4266267,6371981,4485082,6868816,7873556,2924459,815097,4335104,4829053,7006000,5831946,5921061,778972,2968247,1679467,812385,894658,819700,4509531,1196025
2.01_782.57,PC 36:4 Isomer B,[M+H]+,IIZPXYDJLKNOIY-JXPKJXOSSA-N,782.5707,2.01,ESI pos,3719816,6816476,6558752,4001239,2531380,2214539,5710691,3831524,1778657,4497163,3299273,4552903,1847059,4561266,4186334,5445862,3465215,6049301,4005938,1698321,2045443,4209257,2699019,2469061,3728836,2285364,2800229,4515939,1171798,3784052,920927,3533147,612571,1851078,1244951,2419257,3459024,4149602,2677383,3225179,5410454,1957558,1738055,2134248,1722615,2150663,2384512,3512987,3524346,3172132,5944947,4030811,4895218,3749922,1715872,545495,3658847,2282508,5932177,4751529,4998217,2348209,3618246,3074162,850648,1002370,656341,2169805,1366119
2.14_840.58,PC 36:4 Isomer C ,[M+Hac-H]-,IIZPXYDJLKNOIY-JXPKJXOSSA-N,840.5758,2.14,ESI neg,5390,9151,9722,7217,4770,3863,9021,6487,3205,6885,5460,5758,2979,7096,6313,7537,6581,8615,5484,4731,4450,6963,4450,4120,5294,4864,3960,7686,4267,5145,3669,6216,3093,3953,3839,3946,5260,6697,4274,5399,7920,4216,3535,3406,4713,3226,3961,4803,5112,4569,7459,5298,6264,5209,3374,2596,5161,3674,8146,7440,7723,4787,6355,6001,3064,3489,3849,4369,4177
1.76_780.55,PC 36:5 Isomer A ,[M+H]+,SUZYROYNFNQALJ-MHEIZRSESA-N,780.5538,1.76,ESI pos,184556,298294,1077638,714287,167851,369564,225828,188264,278774,304194,186591,322978,325480,399598,177762,238376,264514,273909,205659,170731,108769,252897,358220,277228,637236,147212,499185,197828,43933,351388,37731,198806,38163,153322,56064,230041,164557,325512,211418,229478,541433,229753,285671,309704,92140,279234,215377,763797,373238,330230,199249,252664,263211,526828,182023,38404,260631,304419,416597,422504,178876,79052,196725,163646,56729,34583,72715,159926,118492
1.97_838.56,PC 36:5 Isomer B ,[M+Hac-H]-,DYDDZDMJSQYFGN-OIVUZXIWSA-N,838.5596,1.97,ESI neg,34070,60610,31641,31930,14899,25164,51727,32828,19714,36603,24919,36049,27273,56827,65369,51956,63160,63303,52034,22473,23796,38285,31106,22803,41258,25478,35255,42347,10722,14615,7373,24609,5740,14499,9641,29100,25102,21527,27059,32417,52079,23078,18179,23030,27842,42707,25954,38063,35279,34254,41842,27395,57553,22575,22022,9652,37010,22707,50141,28035,45918,16516,19899,19678,6852,11126,10484,18863,12328
1.81_780.55,PC 36:5 Isomer C ,[M+H]+,SUZYROYNFNQALJ-MHEIZRSESA-N,780.5549,1.81,ESI pos,531855,1100649,876921,734271,167851,336651,596961,413975,275447,2096300,383422,1173586,319605,541227,515364,1344833,582185,940912,851553,271042,316512,1155293,439219,659886,721367,304624,526393,636508,176955,1875982,52725,364670,132965,267067,238500,314279,445576,674865,352797,665726,1093879,386133,347524,308581,353624,380841,557790,756823,815515,815332,1344994,780021,736311,585465,310738,92148,576926,837986,1936876,857644,178876,337255,787668,679270,273079,88709,69610,247170,407533
1.88_780.56_1.87_802.54,PC 36:5 Isomer D ,[M+H]+_[M+Na]+,SUZYROYNFNQALJ-MHEIZRSESA-N,780.5577_802.5381,1.87,ESI pos,26412818,44690965,23919758,25626950,10708306,19269743,34390285,22954786,13611326,25949352,18642573,27432368,16421629,39102807,44690741,35550902,43718614,44242626,35449596,13771234,16030998,26512435,22930498,15885972,29221476,13421496,23921287,28793125,4913911,10418445,3628240,17002325,2243044,10692369,6977978,20881156,17555497,20143884,22341411,20658033,38560796,13527820,12438991,17281164,13821125,30656353,19812989,28808379,23807660,23327977,37709594,20542243,37638229,20364737,13271735,2611931,28404563,18133649,35270778,20617563,34486376,11942527,15490721,13064453,3750868,4983572,3249555,14311567,6436256
1.74_778.54_1.77_800.52,PC 36:6 ,[M+H]+_[M+Na]+,SPWBDEZMKCRQSX-NGPPOSSDSA-N,778.5397_800.5222,1.75,ESI pos,666631,1049233,767793,625449,278263,633819,709714,486945,521680,927342,429147,983684,657103,1012468,949515,984432,1227410,1442576,1014723,533740,434286,1009203,804596,1107818,1021897,350352,888874,629740,155976,1715708,76050,704272,90789,401521,57662,668221,494929,467416,515627,905495,1072482,562582,318703,577498,385669,811060,727360,978855,771470,1297905,938093,771997,1493939,781402,440897,106053,885955,749652,1415423,834452,814730,287206,463021,421912,101465,59710,111978,315225,251819
2.56_802.63,PC 37:1,[M+H]+,FJZPGDCOKAUAQA-UHFFFAOYSA-N,802.6323,2.57,ESI pos,267908,333857,288511,290809,223624,175741,235518,179951,208556,291383,321681,389308,152492,214235,216507,245360,201553,241947,275290,206399,175831,305610,177870,217212,245750,191920,209481,318656,169429,504762,238636,465184,162823,288250,333052,199715,152126,355544,215921,229272,327462,214179,184180,219337,189404,167838,262393,210620,398308,177888,337933,237201,259567,348512,218554,88837,212646,231524,482164,276367,219599,241263,425702,401491,173423,135000,97955,270308,243810
2.36_800.62,PC 37:2 Isomer A,[M+H]+,MCZUABDVGPPWPM-HJTCUGKVSA-N,800.6185,2.36,ESI pos,834858,981701,1457043,1207235,665499,598467,800944,512986,554366,1939089,815545,2564810,367609,746319,590268,1471036,383899,896202,1258685,527596,762173,1598145,564224,830151,891079,444442,640977,651185,427759,661877,302239,1337832,476713,898987,969978,572681,730073,1177010,1149820,1042702,910320,498842,630872,855333,684495,498123,1285434,671730,1655566,377526,1637254,1398260,1073129,871492,461643,222149,781003,1046722,3112881,799813,944425,771272,1529874,1322593,624970,385278,248895,768350,731703
2.50_858.62,PC 37:2 Isomer B,[M+Hac-H]-,MCZUABDVGPPWPM-HJTCUGKVSA-N,858.6211,2.5,ESI neg,3059,2758,3993,3562,2915,2321,3100,2092,2613,6151,2978,6589,1690,2795,2430,4706,1929,2736,4756,2410,2901,5943,2146,2812,3059,2119,2174,2795,1741,2377,1517,3971,2916,3212,3326,2244,3596,3455,4050,3568,2983,1976,2637,3134,2694,2213,3724,2242,5051,1882,5008,4086,3574,3114,1970,1608,3182,3442,8144,3052,3295,3522,5283,4114,2558,1485,1390,2330,3380
2.17_798.60,PC 37:3 ,[M+H]+,OOYQEEUUQRMQKL-JUUDQZDJSA-N,798.6034,2.17,ESI pos,824926,491115,2644503,1200461,532006,611199,492881,336608,487402,3899320,598352,4261766,346845,602444,344418,2031840,228252,842136,1340936,259489,691241,1690016,383448,919957,710073,275726,602119,301031,187209,182635,107116,752138,552107,701104,877510,386935,434256,1784979,1040023,1130377,810067,369676,395148,1244677,840726,332206,1773661,702231,1879143,149392,1720448,2100672,868949,631713,290353,118303,665426,1499675,4553925,596069,1089963,793859,1779756,1622890,725769,459757,155647,556349,740258
2.13_796.59,PC 37:4 ,[M+H]+,QRPUCJXFPYFTMB-FBFLODOBSA-N,796.5878,2.13,ESI pos,1018256,1525711,2118971,901703,504838,415548,1042031,704068,461224,3339171,560189,3099400,462482,892279,830881,3458730,591031,1413063,1671588,261047,680656,2148117,565499,1148193,708926,539807,537232,690858,250333,977935,272544,870572,394229,488150,440804,647021,337623,1722637,675256,1589676,1232590,495230,365093,791721,1013543,315973,1477268,322833,2171835,866591,3489315,2104538,1102523,1016249,528752,135629,679684,1258649,3422807,1037230,1878310,661506,2580184,2637563,406906,337456,85636,444981,1166538
1.93_794.57_1.93_816.55,PC 37:5 ,[M+H]+_[M+Na]+,,794.5707_816.5536,1.93,ESI pos,5623197,7033234,6937248,4091364,1471606,2343077,3935389,2591727,1986996,12876617,2420022,10818346,2584547,4742352,5854342,11534648,5117170,7775017,8378740,1741233,3012753,8876114,3325462,5354732,3578209,2425861,2941136,3712832,763701,1873322,504908,2592394,1270956,1576950,1483173,4109851,2281969,4926020,2805075,6195564,4975835,2619924,1581680,3823898,3252004,2760864,5772150,3190999,6212526,5812372,10219445,7612750,6388246,4470402,3181619,509519,4745930,5260405,13829019,3540957,7469293,1808618,6400669,6194130,1406040,1097744,353361,1205001,2619387
1.84_792.55_1.88_814.54,PC 37:6 ,[M+H]+_[M+Na]+,GEINPYKZLFHHIL-GlcXMCQTSA-N,792.5546_814.5436,1.86,ESI pos,1909230,2632965,2275310,1703485,606926,1170591,1915681,1248248,835309,5881850,1152647,5699531,1179474,2319903,1814913,6100882,1145641,2755419,2904082,839349,1269999,4122281,1507360,3832203,1620661,1039497,1327523,1405840,401324,570268,293223,1830982,498361,579170,263510,1654512,828852,1446159,1119541,3414661,1747377,1177585,735412,1365914,1564387,1203363,2831697,1228429,2656633,1271264,4060940,4152913,2484230,1749960,967213,183855,1380277,3373768,5653621,1189685,2780292,782651,2469638,2598890,370451,275224,241683,776865,1308238
1.72_790.54,PC 37:7|PC 17:2_20:5,[M+H]+,GQIULIXPAHRSNV-UHFFFAOYSA-N,790.5424,1.72,ESI pos,646646,706182,86617,639724,46692,370783,316469,212313,236831,825962,203618,478337,166779,525187,423865,482239,123849,325087,279412,188977,249055,534535,368708,212977,509499,270881,552348,465955,94169,82880,39103,318929,74647,95055,23829,538915,154124,207875,172251,286968,456073,237540,228101,237485,215544,258107,240130,403841,404785,186065,625867,336837,533042,472461,313625,36307,233211,196859,687335,191256,431168,180520,327404,360160,25604,54486,54687,184853,219602
1.92_786.51,PC 37:9,[M+H]+,HTOXDSJJLQRKAN-UHFFFAOYSA-N,786.5073,1.92,ESI pos,1044943,1063236,570712,1202364,320490,955435,1351326,983235,792137,883427,836979,987736,1202975,1302302,977911,1113877,224984,1241885,1156141,658899,715016,1016921,1035827,808905,1232678,955266,1052565,666397,120698,62181,66838,#VALUE!,#VALUE!,347645,173195,1002577,506841,443220,1064969,797308,1197498,740155,615626,1030953,549715,958391,737034,867980,790596,146020,766797,1062955,1533597,1116082,924368,216852,971164,683364,1215143,720798,1023646,397400,632815,658289,59204,#VALUE!,119289,431962,348833
2.48_816.65,PC 38:1,[M+H]+,BVCUNKXTUMEPTF-UHFFFAOYSA-N,816.6452,2.48,ESI pos,228913,246191,255468,318238,225894,176080,235840,169919,209713,173923,286614,236961,191816,200173,194106,152453,163139,224678,245674,133045,160349,229176,135493,147120,330667,176451,173867,283339,94169,630454,70856,434899,55519,340702,236763,188483,264371,216771,282522,155112,344637,167538,236014,175619,100825,230165,179102,282682,264269,186656,250663,165282,238736,297995,173184,39177,267075,178672,313709,312046,152565,183942,249817,216796,102988,96635,86838,297024,128321
2.70_816.65,PC 38:1 ,[M+H]+,,816.6487,2.7,ESI pos,315798,495184,281774,592142,398967,389678,339491,227635,348196,300081,531611,396580,274004,325977,394395,238875,392507,392088,407386,337977,317223,360833,259364,290736,592241,189965,532145,398806,233964,1339631,329190,654571,142762,596793,491172,313999,304697,403510,384735,263711,588849,269571,286179,354170,240728,440318,342768,484285,446163,190534,409064,215538,308213,409916,153159,116978,589951,356974,456593,368538,290647,387561,447760,414989,161811,133199,137118,463737,239351
