#--- Experiment --------------------------------------------------------------------------
#tank5
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/1/2022	12/31/2000	21.276000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.000000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.311000	16.743000	44.423000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (%air sat.) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
08-07-2022	14:06:35.069	0.331	161.718	17.338	5	0	NotOK(12)	08-07-2022	14:06:35.069	0.331	5.244	OK	08-07-2022	14:06:35.069	0.331	1015	OK
08-07-2022	14:06:36.037	1.298	162.082	17.315	5	0	NotOK(12)	08-07-2022	14:06:36.037	1.298	5.243	OK	08-07-2022	14:06:36.037	1.298	1015	OK
08-07-2022	14:06:37.045	2.306	162.529	17.286	5	0	NotOK(12)	08-07-2022	14:06:37.045	2.306	5.245	OK	08-07-2022	14:06:37.045	2.306	1015	OK
08-07-2022	14:06:38.037	3.298	161.004	17.385	5	0	NotOK(12)	08-07-2022	14:06:38.037	3.298	5.247	OK	08-07-2022	14:06:38.037	3.298	1015	OK
08-07-2022	14:06:39.046	4.307	164.699	17.145	5	0	NotOK(12)	08-07-2022	14:06:39.046	4.307	5.249	OK	08-07-2022	14:06:39.046	4.307	1015	OK
08-07-2022	14:06:40.040	5.301	163.926	17.194	5	0	NotOK(12)	08-07-2022	14:06:40.040	5.301	5.248	OK	08-07-2022	14:06:40.040	5.301	1015	OK
08-07-2022	14:06:41.036	6.297	163.939	17.194	5	0	NotOK(12)	08-07-2022	14:06:41.036	6.297	5.249	OK	08-07-2022	14:06:41.036	6.297	1015	OK
08-07-2022	14:06:42.036	7.297	159.732	17.469	5	0	NotOK(12)	08-07-2022	14:06:42.036	7.297	5.250	OK	08-07-2022	14:06:42.036	7.297	1015	OK
08-07-2022	14:06:43.035	8.296	163.434	17.226	5	0	NotOK(12)	08-07-2022	14:06:43.035	8.296	5.252	OK	08-07-2022	14:06:43.035	8.296	1015	OK
08-07-2022	14:06:44.045	9.307	161.908	17.325	5	0	NotOK(12)	08-07-2022	14:06:44.045	9.307	5.253	OK	08-07-2022	14:06:44.045	9.307	1015	OK
08-07-2022	14:06:45.038	10.300	160.941	17.388	5	0	NotOK(12)	08-07-2022	14:06:45.038	10.300	5.255	OK	08-07-2022	14:06:45.038	10.300	1015	OK
08-07-2022	14:06:46.067	11.329	160.232	17.435	5	0	NotOK(12)	08-07-2022	14:06:46.067	11.329	5.255	OK	08-07-2022	14:06:46.067	11.329	1015	OK
08-07-2022	14:06:47.039	12.301	163.058	17.250	5	0	NotOK(12)	08-07-2022	14:06:47.039	12.301	5.255	OK	08-07-2022	14:06:47.039	12.301	1015	OK
08-07-2022	14:06:48.037	13.299	163.931	17.194	5	0	NotOK(12)	08-07-2022	14:06:48.037	13.299	5.256	OK	08-07-2022	14:06:48.037	13.299	1015	OK
