crab.ID,Module,value,treatment,day,treatment_day
101,4,0.110020774623659, 13,  3,13_3
101,6,0.00974414692766041, 13,  3,13_3
101,8,0.120734272735782, 13,  3,13_3
101,0,-0.077902927797975, 13,  3,13_3
101,3,-0.00518766419438859, 13,  3,13_3
101,1,-0.0917132688009513, 13,  3,13_3
101,7,-0.0688039934361694, 13,  3,13_3
101,2,-0.150011211354781, 13,  3,13_3
101,5,-0.152763406539327, 13,  3,13_3
102,4,0.0501237879759652, 13,  3,13_3
102,6,0.0548161841820285, 13,  3,13_3
102,8,-0.112074738053907, 13,  3,13_3
102,0,0.122231843977219, 13,  3,13_3
102,3,-0.0294082458124381, 13,  3,13_3
102,1,0.0968383620817675, 13,  3,13_3
102,7,-0.0219071092521224, 13,  3,13_3
102,2,0.0815129230613023, 13,  3,13_3
102,5,-0.121286734321139, 13,  3,13_3
103,4,0.126475395434698, 13,  3,13_3
103,6,-0.221533567587286, 13,  3,13_3
103,8,-0.258283507842616, 13,  3,13_3
103,0,0.09207061853784, 13,  3,13_3
103,3,-0.0799809362444223, 13,  3,13_3
103,1,0.205497753798451, 13,  3,13_3
103,7,0.32787380266412, 13,  3,13_3
103,2,-0.204612622399159, 13,  3,13_3
103,5,0.109036104368902, 13,  3,13_3
104,4,0.0795681604518079, 13, 22,13_22
104,6,0.0850921430343107, 13, 22,13_22
104,8,0.0627656906580943, 13, 22,13_22
104,0,-0.0116339777024497, 13, 22,13_22
104,3,-0.0968302585131316, 13, 22,13_22
104,1,-0.00329608932832383, 13, 22,13_22
104,7,0.0174000225405143, 13, 22,13_22
104,2,0.0142761602424677, 13, 22,13_22
104,5,0.03443119303014, 13, 22,13_22
105,4,0.0172467338245386, 13, 22,13_22
105,6,-0.138033204092686, 13, 22,13_22
105,8,0.114439435041856, 13, 22,13_22
105,0,0.0553054202985741, 13, 22,13_22
105,3,-0.051101045067739, 13, 22,13_22
105,1,0.077613072463217, 13, 22,13_22
105,7,-0.0838225749429534, 13, 22,13_22
