,lipid_3,lipid_6,lipid_9,lipid_4,lipid_1,lipid_12,lipid_5,lipid_7,lipid_8,lipid_11,lipid_2,lipid_10
metabolite_4,-0.0343998687823855,-0.238999707294893,0.146526470479649,0.47509409405794,0.508701206918981,0.23037649274737,0.517165666740091,0.544500209342845,0.303934210215577,0.0708003489861169,0.236519311239313,0.422883561289017
metabolite_6,0.0363258350499923,-0.21094487417888,0.0235901448433003,0.273065420010065,0.271864026779301,0.165966904941525,0.18093707416994,0.65287328829911,0.0616544339226404,0.0783362568518808,0.0274461611135054,0.28967909514231
metabolite_3,0.102142780928747,-0.115913442120278,-0.629855254635303,-0.529273320077191,-0.399432818479327,-0.453697349722832,-0.370571350480903,-0.27029760209265,-0.318754384850737,-0.187084198857732,-0.220937353453391,-0.158948776857832
metabolite_7,0.00958960331859801,-0.172612866415269,0.0364840085624687,0.425779527406086,0.337364285489625,0.13335294192189,0.0933757251787234,0.202367740827683,0.430199591839375,0.220905248301374,0.397656485386994,0.456678908470339
metabolite_2,0.294200165698598,0.473212115212415,-0.0717800513218165,-0.301554110762471,-0.306228049277686,0.128054019548898,-0.294468409863979,-0.26222118826705,-0.442056567785226,-0.295431644758725,-0.262832153512062,-0.392339003614787
metabolite_5,-0.287081321481829,-0.0748466914862474,0.329829017538977,0.298736448881146,-0.0278603466400407,0.133066730386092,-0.0938016717481432,-0.191095863081314,0.0411732478484574,0.00341842320970216,0.331649213283186,0.0374944016178768
