#--- Experiment --------------------------------------------------------------------------
#tank2
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.3.1.1746   www.pyroscience.com
#TARRANT-X230
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-Ofav [A] FSO2-C4 SN:247475085D64A795 Firmware:4.05 Build:003
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - SC6-540-199
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Dual Frequency (Hz)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	35.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/1/2022	12/31/2000	21.276000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.000000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.311000	16.743000	44.423000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (%air sat.) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
08-07-2022	12:31:12.649	0.151	168.819	16.889	4	0	NotOK(12)	08-07-2022	12:31:12.649	0.151	5.222	OK	08-07-2022	12:31:12.649	0.151	1015	OK
08-07-2022	12:31:13.642	1.144	171.252	16.740	4	0	NotOK(12)	08-07-2022	12:31:13.642	1.144	5.223	OK	08-07-2022	12:31:13.642	1.144	1015	OK
08-07-2022	12:31:14.644	2.146	168.234	16.925	4	1	NotOK(12)	08-07-2022	12:31:14.644	2.146	5.222	OK	08-07-2022	12:31:14.644	2.146	1015	OK
08-07-2022	12:31:15.642	3.144	169.176	16.867	4	0	NotOK(12)	08-07-2022	12:31:15.642	3.144	5.221	OK	08-07-2022	12:31:15.642	3.144	1015	OK
08-07-2022	12:31:16.643	4.145	169.981	16.818	4	1	NotOK(12)	08-07-2022	12:31:16.643	4.145	5.219	OK	08-07-2022	12:31:16.643	4.145	1015	OK
08-07-2022	12:31:17.642	5.144	168.421	16.913	4	0	NotOK(12)	08-07-2022	12:31:17.642	5.144	5.221	OK	08-07-2022	12:31:17.642	5.144	1016	OK
08-07-2022	12:31:18.643	6.144	172.945	16.638	4	1	NotOK(12)	08-07-2022	12:31:18.643	6.144	5.220	OK	08-07-2022	12:31:18.643	6.144	1015	OK
08-07-2022	12:31:19.645	7.146	169.217	16.865	4	0	NotOK(12)	08-07-2022	12:31:19.645	7.146	5.218	OK	08-07-2022	12:31:19.645	7.146	1015	OK
08-07-2022	12:31:20.643	8.144	168.644	16.900	4	1	NotOK(12)	08-07-2022	12:31:20.643	8.144	5.216	OK	08-07-2022	12:31:20.643	8.144	1015	OK
08-07-2022	12:31:21.645	9.147	167.991	16.941	4	0	NotOK(12)	08-07-2022	12:31:21.645	9.147	5.216	OK	08-07-2022	12:31:21.645	9.147	1015	OK
08-07-2022	12:31:22.653	10.155	166.923	17.007	4	0	NotOK(12)	08-07-2022	12:31:22.653	10.155	5.218	OK	08-07-2022	12:31:22.653	10.155	1015	OK
08-07-2022	12:31:23.640	11.142	168.296	16.921	4	0	NotOK(12)	08-07-2022	12:31:23.640	11.142	5.221	OK	08-07-2022	12:31:23.640	11.142	1015	OK
08-07-2022	12:31:24.645	12.147	173.007	16.634	4	0	NotOK(12)	08-07-2022	12:31:24.645	12.147	5.224	OK	08-07-2022	12:31:24.645	12.147	1015	OK
08-07-2022	12:31:25.642	13.144	173.207	16.622	4	0	NotOK(12)	08-07-2022	12:31:25.642	13.144	5.224	OK	08-07-2022	12:31:25.642	13.144	1015	OK
08-07-2022	12:31:26.669	14.171	171.060	16.752	4	0	NotOK(12)	08-07-2022	12:31:26.669	14.171	5.222	OK	08-07-2022	12:31:26.669	14.171	1015	OK
08-07-2022	12:31:27.644	15.146	171.288	16.738	4	0	NotOK(12)	08-07-2022	12:31:27.644	15.146	5.221	OK	08-07-2022	12:31:27.644	15.146	1015	OK
08-07-2022	12:31:28.647	16.149	168.702	16.896	4	1	NotOK(12)	08-07-2022	12:31:28.647	16.149	5.220	OK	08-07-2022	12:31:28.647	16.149	1015	OK
08-07-2022	12:31:29.650	17.152	170.308	16.798	4	0	NotOK(12)	08-07-2022	12:31:29.650	17.152	5.219	OK	08-07-2022	12:31:29.650	17.152	1015	OK
08-07-2022	12:31:30.644	18.146	174.215	16.563	4	0	NotOK(12)	08-07-2022	12:31:30.644	18.146	5.219	OK	08-07-2022	12:31:30.644	18.146	1015	OK
08-07-2022	12:31:31.678	19.180	172.049	16.692	4	1	NotOK(12)	08-07-2022	12:31:31.678	19.180	5.217	OK	08-07-2022	12:31:31.678	19.180	1015	OK
08-07-2022	12:31:32.659	20.161	171.627	16.718	4	0	NotOK(12)	08-07-2022	12:31:32.659	20.161	5.218	OK	08-07-2022	12:31:32.659	20.161	1015	OK
08-07-2022	12:31:33.640	21.142	168.354	16.918	4	0	NotOK(12)	08-07-2022	12:31:33.640	21.142	5.220	OK	08-07-2022	12:31:33.640	21.142	1015	OK
08-07-2022	12:31:34.652	22.154	167.855	16.949	4	0	NotOK(12)	08-07-2022	12:31:34.652	22.154	5.219	OK	08-07-2022	12:31:34.652	22.154	1015	OK
08-07-2022	12:31:35.644	23.146	168.475	16.911	4	1	NotOK(12)	08-07-2022	12:31:35.644	23.146	5.220	OK	08-07-2022	12:31:35.644	23.146	1015	OK
08-07-2022	12:31:36.653	24.154	169.460	16.850	4	0	NotOK(12)	08-07-2022	12:31:36.653	24.154	5.220	OK	08-07-2022	12:31:36.653	24.154	1015	OK
