"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"PE(P-18:0/20:4(8Z,11Z,14Z,17Z))","PE(P-18:0/20:4(8Z,11Z,14Z,17Z))","HMDB0011386","53480855",NA,"[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"[R-(all-Z)]-5,8,11,14-Eicosatetraenoic acid","NA","NA","NA","NA","NA","0"
"PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z))","PE(20:4(8Z,11Z,14Z,17Z)/P-18:1(9Z))","HMDB0009447","53479831","C00350","[H][C@@](COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCN)O\C=C/CCCCCC\C=C/CCCCCCCC","1"
"PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0011392","53480857",NA,"[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"[1-[2,3-Dihydroxypropoxy(hydroxy)phosphoryl]oxy-3-hexadecanoyloxypropan-2-yl] icosa-11,14-dienoate","NA","NA","NA","NA","NA","0"
"[1-[2,3-Dihydroxypropoxy(hydroxy)phosphoryl]oxy-3-hexadec-9-enoyloxypropan-2-yl] docosa-4,7,10,13,16,19-hexaenoate","NA","NA","NA","NA","NA","0"
"Phosphatidylglyceride 22:6-22:6","NA","NA","NA","NA","NA","0"
"Phosphatidylethanolamine alkenyl 16:0-20:4","NA","NA","NA","NA","NA","0"
"[1-[Hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-octadecanoyloxypropan-2-yl] icosa-11,14-dienoate","NA","NA","NA","NA","NA","0"
"[1-[Hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-octadecanoyloxypropan-2-yl] icosa-5,8,11,14-tetraenoate","NA","NA","NA","NA","NA","0"
"[1-[hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-[(Z)-octadec-9-enoyl]oxypropan-2-yl] (10Z,13Z,16Z,19Z)-docosa-10,13,16,19-tetraenoate","NA","NA","NA","NA","NA","0"
"[1-[Hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-octadec-9-enoyloxypropan-2-yl] docosa-4,7,10,13,16,19-hexaenoate","NA","NA","NA","NA","NA","0"
"1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)","PI(16:0/18:1(9Z))","HMDB0009783","5771758",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"[3-[Hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-2-octadeca-9,12-dienoyloxypropyl] octadec-9-enoate","NA","NA","NA","NA","NA","0"
"PI(38:4)","PI(16:0/22:4(10Z,13Z,16Z,19Z))","HMDB0009793",NA,"C00626","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC","1"
"[1-[Hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-octadecanoyloxypropan-2-yl] icosa-5,8,11,14,17-pentaenoate","NA","NA","NA","NA","NA","0"
"[1-[hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxy-3-[(Z)-tetradec-9-enoyl]oxypropan-2-yl] (12Z,15Z,18Z,21Z)-tetracosa-12,15,18,21-tetraenoate","NA","NA","NA","NA","NA","0"
"2-amino-3-[[2-[(10Z,13Z,16Z,19Z)-docosa-10,13,16,19-tetraenoyl]oxy-3-hexadecanoyloxypropoxy]-hydroxyphosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"2-Amino-3-[(2-docosa-4,7,10,13,16,19-hexaenoyloxy-3-octadecanoyloxypropoxy)-hydroxyphosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"2-Amino-3-[hydroxy-(2-icosa-5,8,11,14,17-pentaenoyloxy-3-octadecanoyloxypropoxy)phosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"2-Amino-3-[(2-docosa-7,10,13,16,19-pentaenoyloxy-3-octadecanoyloxypropoxy)-hydroxyphosphoryl]oxypropanoic acid","NA","NA","NA","NA","NA","0"
"[(4E,8E)-3-hydroxy-2-(octanoylamino)nonacosa-4,8-dienyl] 2-(trimethylazaniumyl)ethyl phosphate","NA","NA","NA","NA","NA","0"
"[(E)-2-(heptacosanoylamino)-3-hydroxyoct-4-enyl] 2-(trimethylazaniumyl)ethyl phosphate","NA","NA","NA","NA","NA","0"
"[(8E,12E,16E)-3,4-dihydroxy-2-[[(Z)-nonadec-9-enoyl]amino]octadeca-8,12,16-trienyl] 2-(trimethylazaniumyl)ethyl phosphate","NA","NA","NA","NA","NA","0"
"[2-[[(Z)-henicos-9-enoyl]amino]-3-hydroxytetradecyl] 2-(trimethylazaniumyl)ethyl phosphate","NA","NA","NA","NA","NA","0"
"Sphingomyelin (D18:1/18:0)","SM(d18:1/18:0)","HMDB0001348","6453725","C00550","[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine","SM(d18:1/18:1(9Z))","HMDB0012101","6443882","C00550","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCC","1"
"N-(heneicosanoyl)-4E,14Z-sphingadienine-1-phosphocholine","NA","NA","NA","NA","NA","0"
"N-(13Z-docosenoyl)-sphing-4-enine-1-phosphocholine","SM(d18:1/22:1(13Z))","HMDB0012104","52931203","C00550","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCC\C=C/CCCCCCCC","1"
